signal_date,USDKRW_yoy,VIX_60d_avg,VIX_240d_avg,DXY_yoy,favorable_USDKRW,favorable_VIX,favorable_DXY,regime_score,regime_on
2013-07-31,-0.020511791444550065,14.916166666666667,14.983916666666666,-0.0070043080534657465,True,True,True,3,True
2013-08-30,-0.022098035240504466,15.026499999999999,14.832249999999998,0.025588842471431672,True,False,False,1,False
2013-09-30,-0.04273801560758084,14.330333333333334,14.838833333333334,0.027746765032952148,True,True,False,2,True
2013-10-31,-0.038319282023388634,14.7715,14.677708333333333,0.016682251894734268,True,False,False,1,False
2013-11-29,-0.022402957486136743,14.363,14.377791666666667,0.023268819083402503,True,True,False,2,True
2013-12-30,-0.018411989202271273,14.078000000000001,14.203750000000001,0.035498001980338145,True,True,False,2,True
2014-01-29,0.006444329460463694,13.5615,14.222208333333333,0.04413242257870342,False,True,False,1,False
2014-02-28,-0.01281659489743936,14.464,14.360833333333334,0.034586311693165506,True,False,False,1,False
2014-03-31,-0.04874017155110788,14.700833333333334,14.522583333333333,0.022051895221818718,True,False,False,1,False
2014-04-30,-0.07742534813716473,14.6105,14.554208333333333,0.01808592764546213,True,False,False,1,False
2014-05-30,-0.08398796965480093,13.823666666666666,14.411916666666666,0.007864148475467347,True,True,False,2,True
2014-06-30,-0.10497677504976777,12.773,13.952875,0.009240008990395898,True,True,False,2,True
2014-07-31,-0.08110258748636523,11.943333333333332,13.817666666666668,0.009322188927841424,True,True,False,2,True
2014-08-29,-0.09526146707121175,12.450166666666666,13.718833333333333,0.01102257792089234,True,True,False,2,True
2014-09-30,-0.02477481643146462,13.013666666666667,13.563708333333333,0.03934913832678877,True,True,False,2,True
2014-10-31,0.01472340425531904,15.240666666666668,13.922583333333334,0.05643589471196697,False,False,False,0,False
2014-11-28,0.05422520524050589,15.103,13.942708333333334,0.06675349313418466,False,False,False,0,False
2014-12-30,0.04212978369384346,15.967166666666666,14.119000000000002,0.09726158067351176,False,False,False,0,False
2015-01-30,0.03685272991878308,16.222666666666665,14.460708333333335,0.11303848618062573,False,False,False,0,False
2015-02-27,0.035516041019851396,17.075499999999998,14.599791666666668,0.11913513261222142,False,False,False,0,False
2015-03-31,0.03473046061296747,16.655333333333335,14.611875,0.13930159309422252,False,False,False,0,False
2015-04-30,0.03797175495252336,14.661999999999999,14.555083333333334,0.11363713820750299,False,False,False,0,False
2015-05-29,0.08819125720492815,13.940166666666666,14.6515,0.14221860901874117,False,True,False,1,False
2015-06-30,0.09456216142083251,13.659,14.90975,0.13467979349773884,False,True,False,1,False
2015-07-31,0.13307278944797263,14.127333333333333,15.033541666666666,0.16877174769786807,False,True,False,1,False
2015-08-31,0.15550127027555205,15.958499999999999,15.563625,0.16996586453431894,False,False,False,0,False
2015-09-30,0.13916722761804,19.30233333333333,16.372208333333333,0.15611662563172213,False,False,False,0,False
2015-10-30,0.08044866329411327,20.330833333333334,16.36375,0.13527627255654706,False,False,False,0,False
2015-11-30,0.031157482999300212,18.871333333333332,16.621041666666667,0.13085989038104762,False,False,False,0,False
2015-12-30,0.06579233192136424,16.81233333333333,16.61616666666667,0.10953760115771272,False,False,False,0,False
2017-01-31,0.07036950964443411,15.406833333333335,16.030583333333333,0.12321521528071133,False,True,False,1,False
2017-02-28,0.025092371519613632,13.813500000000001,15.750083333333333,0.09596843876483696,False,True,False,1,False
2017-03-31,0.012577020659659377,11.685333333333334,15.509458333333335,0.07476008416058089,False,True,False,1,False
2017-04-28,0.056829483664079694,12.237,15.5075,0.08316049047810115,False,True,False,1,False
2017-05-31,0.012223568341681368,12.0565,15.305416666666666,0.0775701076476929,False,True,False,1,False
2017-06-30,0.029783824178198692,11.585166666666668,14.873583333333332,0.056905965774509015,False,True,False,1,False
2017-07-31,-0.03341259994485812,10.588833333333332,14.632125,0.010464076218702267,True,True,False,2,True
2017-08-31,-0.060983057937670004,11.002833333333335,13.564124999999999,-0.004779378990017347,True,True,True,3,True
2017-09-29,-0.04304164293611179,10.924833333333334,12.604041666666667,-0.008590182982048944,True,True,True,3,True
2017-10-31,-0.011482846611851505,10.969833333333334,12.273833333333332,0.022993843807879832,True,True,False,2,True
2017-11-30,-0.0616652826793993,10.441166666666668,11.738166666666666,-0.018153129541508384,True,True,True,3,True
2017-12-28,-0.09221111290445883,10.332333333333333,11.141291666666667,-0.01777054763873054,True,True,True,3,True
2018-01-31,-0.08746679422240833,10.571499999999999,11.074541666666669,-0.0866341024136662,True,True,True,3,True
2018-02-28,-0.04781514527568076,14.112666666666666,11.885833333333332,-0.07063711554372232,True,False,True,2,True
2018-03-30,-0.05996438285769978,17.166999999999998,12.505749999999999,-0.06739624550437606,True,False,True,2,True
2018-04-30,-0.05746528543090157,19.8125,12.980541666666669,-0.046825998281774917,True,False,True,2,True
2018-05-31,-0.032201735455042124,17.096333333333334,13.247166666666667,-0.022711460658817795,True,False,True,2,True
2018-06-29,-0.018893399223438134,15.503000000000002,13.495000000000001,0.008591238832364123,True,False,False,1,False
2018-07-31,-0.009735781220799433,13.708833333333333,13.786000000000001,0.015090543259557165,True,True,False,2,True
2018-08-31,-0.02046796452102495,13.1825,13.837,0.03560584674399747,True,True,False,2,True
2018-09-28,-0.014912654452492458,12.954166666666667,14.016291666666666,0.05386258356217577,True,True,False,2,True
2018-10-31,0.010380316369369202,15.1015,14.825041666666666,0.04980338037633181,False,False,False,0,False
2018-11-30,0.023290490783515416,17.699666666666666,15.636416666666666,0.046796622751383854,False,False,False,0,False
2018-12-28,0.02624287778790313,21.141,16.74158333333333,0.04413926453762884,False,False,False,0,False
2019-01-31,0.04316904513937758,21.107666666666667,17.407333333333334,0.055592210279876486,False,False,False,0,False
2019-02-28,0.038390870396188825,19.856833333333334,16.89891666666667,0.0555671774972879,False,False,False,0,False
2019-03-29,0.06355297641332824,17.022833333333335,16.516333333333332,0.06520047466248702,False,False,False,0,False
2019-04-30,0.0923904890489049,14.191166666666668,16.071250000000003,0.079051368631462,False,True,False,1,False
2019-05-31,0.10138679446022314,14.738333333333333,16.344416666666667,0.04529849211573467,False,True,False,1,False
2019-06-28,0.03956277461643731,15.231833333333332,16.476583333333334,0.010354225353974345,False,True,False,1,False
2019-07-31,0.04837966245922565,15.266833333333333,16.525125,0.014698151673200543,False,True,False,1,False
2019-08-30,0.08404256271198562,15.776,17.048583333333333,0.03246250122430716,False,True,False,1,False
2019-09-30,0.0632518604795902,15.980666666666668,17.27166666666667,0.03205258022350277,False,True,False,1,False
2019-10-31,0.027753114203581397,16.640666666666668,16.746958333333332,0.008555438442344077,False,True,False,1,False
2019-11-29,0.04792867914485943,14.430333333333332,16.125375000000002,0.007661951862019567,False,True,False,1,False
2019-12-30,0.031035897801884094,13.646333333333333,15.187666666666667,-0.010245445728859548,False,True,True,2,True
2020-01-31,0.06100819380121125,13.239333333333331,14.802416666666668,0.01090888458248207,False,True,False,1,False
2020-02-28,0.07942036196280866,15.168666666666667,15.073374999999999,0.024420005236973186,False,False,False,0,False
2020-03-31,0.07531207269198537,31.135833333333334,19.034125,0.0775338651302997,False,False,False,0,False
2020-04-29,0.06646139850597432,40.79883333333333,21.454291666666666,0.07493199406810525,False,False,False,0,False
2020-05-29,0.03537459392477982,44.36483333333333,22.546875,0.04067097564247657,False,False,False,0,False
2020-06-30,0.0383690556506997,34.5565,24.028875000000003,0.0507507551962465,False,False,False,0,False
2020-07-31,0.0097445752939882,29.201833333333333,25.185916666666667,0.018718609970532096,False,False,False,0,False
2020-08-31,-0.01901693515076408,27.141333333333332,25.574833333333334,-0.012086322107641934,True,False,True,2,True
2020-09-29,-0.025413066482248392,25.858833333333333,26.605500000000003,0.0033705075894003844,True,True,False,2,True
2020-10-30,-0.033413172631884036,26.6395,27.876208333333334,0.00213943645710013,True,True,False,2,True
2020-11-30,-0.062357440241493034,27.564833333333336,28.969416666666667,-0.03050448204825107,True,True,True,3,True
2020-12-30,-0.06618885565982624,25.610166666666665,29.77104166666667,-0.03665002876646295,True,True,True,3,True
2021-01-29,-0.04281997295400486,23.669,30.575875,-0.027956916459901504,True,True,True,3,True
2021-02-26,-0.06256988834554467,23.317666666666664,30.413124999999997,-0.041595130793977586,True,True,True,3,True
2021-03-31,-0.11089366739001771,23.2025,26.870875,-0.08590944818235224,True,True,True,3,True
2021-04-30,-0.09231595391525094,20.417666666666666,25.042875,-0.09827832183180885,True,True,True,3,True
2021-05-31,-0.09870363032033191,19.428833333333333,24.370625000000004,-0.09453397655841878,True,True,True,3,True
2021-06-30,-0.05762994456254422,17.94633333333333,23.016875000000002,-0.05922474513632536,True,True,True,3,True
2021-07-30,-0.042645677668160076,17.887333333333334,22.287,-0.047245795192836226,True,True,True,3,True
2021-08-31,-0.02513087242673684,17.34033333333333,21.628833333333333,-0.03135691802381291,True,True,True,3,True
2021-09-30,0.014527533747589416,17.948666666666668,20.967750000000002,-0.004601720764147776,False,True,True,2,True
2021-10-29,0.034952345718161526,18.09766666666667,19.951833333333333,-0.012809065814527343,False,True,True,2,True
2021-11-30,0.06457657205357625,18.22683333333333,19.550583333333332,0.027244931226814817,False,True,False,1,False
2021-12-30,0.07378130307519948,19.190333333333335,19.409333333333333,0.028282084626100934,False,True,False,1,False
2022-01-28,0.09810902617572803,21.005,19.219375000000003,0.03968029145256535,False,False,False,0,False
2022-02-28,0.08161502752887828,23.21333333333333,19.391125,0.03179691654327721,False,False,False,0,False
2022-03-31,0.06899898530903958,24.899,20.044500000000003,0.015801701096992193,False,False,False,0,False
2022-04-29,0.12402219636624001,25.44633333333333,20.573083333333333,0.07033877680917056,False,False,False,0,False
2022-05-31,0.10124553734386277,26.567833333333333,21.516916666666667,0.06646362244594362,False,False,False,0,False
2022-06-30,0.14236590535323246,27.524333333333335,22.506666666666668,0.07198302715991178,False,False,False,0,False
2022-07-29,0.12666626193594266,27.681,23.144375000000004,0.07354624431429557,False,False,False,0,False
2022-08-31,0.14441794260213903,25.171,23.586666666666666,0.08020810316774796,False,False,False,0,False
2022-09-30,0.22002079285543852,24.74233333333333,24.196458333333332,0.1225234835063187,False,False,False,0,False
2022-10-31,0.21051960742660492,26.445833333333333,25.302583333333335,0.11965185339046003,False,False,False,0,False
2022-11-30,0.10630003948551225,26.904333333333337,25.50575,0.06929123781540736,False,False,False,0,False
2022-12-29,0.0633249594609353,24.790000000000003,25.724416666666666,0.05080230714441347,False,True,False,1,False
2023-01-31,0.03354978354978355,21.732833333333335,25.454416666666663,0.037382133811007634,False,True,False,1,False
2023-02-28,0.11021164864479438,20.73616666666667,24.67845833333333,0.057456475798401074,False,True,False,1,False
2023-03-31,0.06392701516165356,20.745333333333335,24.585541666666664,0.031225791742269138,False,True,False,1,False
2023-04-28,0.07083936729419871,20.047,23.748375,0.011957437217523292,False,True,False,1,False
2023-05-31,0.046272818471211785,19.141000000000002,22.92479166666667,0.015479683179058679,False,True,False,1,False
2023-06-30,0.014699201515349758,16.475,21.646708333333333,-0.010228366160934477,False,True,True,2,True
2023-07-31,-0.030016675931072823,15.100333333333333,20.807791666666667,-0.03808053833778402,True,True,True,3,True
2023-08-31,-0.00975693768439334,14.632666666666667,20.116833333333332,-0.026929793922458867,True,True,True,3,True
2023-09-27,-0.04283322217649821,14.9065,18.939541666666667,-0.029266835068207486,True,True,True,3,True
2023-10-31,-0.06122406437177763,16.522333333333332,18.231416666666668,-0.03341257191194724,True,True,True,3,True
2023-11-30,-0.046240637638725546,15.918333333333333,17.505083333333335,-0.03558213568476254,True,True,True,3,True
2023-12-28,-0.0015188970947218605,15.316,16.771083333333333,-0.0330913468405053,True,True,True,3,True
2024-01-31,0.08039204577644332,13.309833333333334,16.202166666666667,0.008291900306578004,False,True,False,1,False
2024-02-29,0.02813899447530832,13.407333333333332,15.717958333333334,0.0047730202417866074,False,True,False,1,False
2024-03-29,0.027795368710181734,13.746166666666666,15.039916666666667,0.00040821689373382597,False,True,False,1,False
2024-04-30,0.04273813835566842,14.699666666666667,14.900374999999999,0.028882103087278566,False,True,False,1,False
2024-05-31,0.04472445932494806,14.342833333333335,14.571833333333332,0.015584326905301538,False,True,False,1,False
2024-06-28,0.08161517427790166,13.985333333333333,14.483208333333332,0.049988008620281965,False,True,False,1,False
2024-07-31,0.07880970014023925,13.305333333333333,14.47625,0.059135276642959145,False,True,False,1,False
2024-08-30,-0.004804648217810792,15.645333333333333,14.819333333333335,0.014956145413058453,True,False,False,1,False
2024-09-30,-0.008251123781941039,17.165833333333335,14.971,0.00046425216988321694,True,False,False,1,False
2024-10-31,0.014784530386740213,19.020666666666667,15.073333333333332,0.008080617179852423,False,False,False,0,False
2024-11-29,0.07774974734032303,17.918833333333335,15.320333333333334,0.04658618828574124,False,False,False,0,False
2024-12-30,0.13611951355021912,17.279833333333332,15.554916666666667,0.07428139398151523,False,False,False,0,False
2025-01-31,0.10693538194470875,16.389666666666667,15.820625000000001,0.0716649656164774,False,False,False,0,False
2025-02-28,0.09286474016149082,16.353666666666665,16.046583333333334,0.05307924114673934,False,False,False,0,False
2025-03-31,0.11852526172052791,18.4305,16.71633333333333,0.053803551392832105,False,False,False,0,False
2025-04-30,0.022784664830119317,23.933666666666667,18.149874999999998,0.0013837043087603362,False,False,False,0,False
2025-05-30,0.026747946325688554,24.956833333333336,18.74116666666667,0.0017090453325510069,False,False,False,0,False
2025-06-30,-0.016430372571960006,23.921166666666668,19.202666666666666,-0.033679373654904476,True,False,True,2,True
2025-07-31,0.008086700987010698,18.148833333333336,19.395083333333336,-0.010033864803354886,False,True,True,2,True
2025-08-29,0.016441401907436592,16.821166666666667,19.07675,-0.024029300343125004,False,True,True,2,True
2025-09-30,0.05670072070174381,15.940666666666665,18.855708333333332,-0.01900732018264939,False,True,True,2,True
2025-10-31,0.0417845785803892,16.589333333333332,18.741458333333334,-0.021305886292753318,False,True,True,2,True
2025-11-28,0.046251345552015044,17.909333333333336,19.083291666666664,-0.04500335546152556,False,True,True,2,True
2025-12-30,0.0032059770563555023,17.89833333333333,19.061750000000004,-0.058017921226003466,False,True,True,2,True
2026-01-30,-0.008000494451159246,17.134166666666665,18.996208333333335,-0.09108948898375668,True,True,True,3,True
2026-02-27,-4.861482474372014e-05,16.717000000000002,19.0825,-0.07810350988442694,True,True,True,3,True
2026-03-31,0.04976296786285217,20.137166666666666,19.425083333333337,-0.032573495159880284,False,False,True,1,False
2026-04-30,0.04263117011510498,21.763166666666667,18.351791666666667,-0.03386727280396917,False,False,True,1,False
2026-05-04,0.037218385798284404,21.755666666666666,18.328916666666665,-0.038473220942452646,False,False,True,1,False
