signal_date,sector_rank,sector_code,sector_name,rs_score,n_holdings,tickers
2013-06-28,3,05,조선/기계/산업재,0.6088613978696134,0,
2013-09-30,1,05,조선/기계/산업재,2.268178877316422,0,
2013-09-30,2,12,건설/부동산,0.7911913109537175,0,
2013-09-30,3,03,2차전지/화학/소재,0.6445419490725698,0,
2013-12-30,1,06,금융,1.3291195483906977,0,
2013-12-30,2,08,인터넷/게임/SW,1.2365625446409296,0,
2013-12-30,3,09,소비재/유통,0.9285198969632177,0,
2014-03-31,1,07,헬스케어,2.185025076288811,0,
2014-03-31,2,05,조선/기계/산업재,1.6453728462014587,0,
2014-03-31,3,10,음식료,0.345551990748601,0,
2014-06-30,1,10,음식료,0.9779379596656803,0,
2014-06-30,2,12,건설/부동산,0.6283968576175647,0,
2014-06-30,3,04,철강금속,0.5887127888920825,0,
2014-09-30,1,05,조선/기계/산업재,1.5535080380805775,0,
2014-09-30,2,08,인터넷/게임/SW,1.0102489955999574,0,
2014-09-30,3,09,소비재/유통,0.4745819017871297,0,
2014-12-30,1,05,조선/기계/산업재,1.6411618647074029,0,
2014-12-30,2,01,반도체/IT하드웨어,1.525567358285857,0,
2014-12-30,3,09,소비재/유통,1.0502421658603593,0,
2015-03-31,1,07,헬스케어,2.962547559960243,0,
2015-03-31,2,03,2차전지/화학/소재,0.33362070087354945,0,
2015-03-31,3,10,음식료,0.2709880968360542,0,
2015-06-30,1,07,헬스케어,2.9257956663086007,0,
2015-06-30,2,09,소비재/유통,0.3177268063285732,0,
2015-06-30,3,03,2차전지/화학/소재,0.23022782177324996,0,
2015-09-30,1,02,자동차/운송장비,1.4225864434931348,0,
2015-09-30,2,10,음식료,1.2841217548135204,0,
2015-09-30,3,05,조선/기계/산업재,0.4963651503703457,0,
2015-12-30,1,07,헬스케어,1.4250743030794917,0,
2015-12-30,2,03,2차전지/화학/소재,1.0061465209450162,0,
2015-12-30,3,05,조선/기계/산업재,0.5521462547782885,0,
2017-03-31,1,08,인터넷/게임/SW,1.3663841758511932,2,017670 035420
2017-03-31,2,07,헬스케어,1.1048228461975502,2,128940 207940
2017-03-31,3,01,반도체/IT하드웨어,0.959762878567176,1,005930
2017-06-30,1,07,헬스케어,2.6513064288341726,2,008930 207940
2017-06-30,2,01,반도체/IT하드웨어,0.5363016226915699,2,000660 005930
2017-06-30,3,09,소비재/유통,0.2467370161399824,1,028260
2017-09-29,1,07,헬스케어,2.0471161898042274,0,
2017-09-29,2,01,반도체/IT하드웨어,1.215238732645781,0,
2017-09-29,3,03,2차전지/화학/소재,0.8504374869306585,0,
2017-12-28,1,07,헬스케어,1.9704407245972346,2,008930 207940
2017-12-28,2,09,소비재/유통,1.135471640724856,2,028260 139480
2017-12-28,3,08,인터넷/게임/SW,0.8590177001219774,1,035420
2018-03-30,1,05,조선/기계/산업재,1.760654220730771,0,
2018-03-30,2,09,소비재/유통,1.118221436671449,0,
2018-03-30,3,07,헬스케어,1.0893147945878923,0,
2018-06-29,1,10,음식료,2.735306551501294,0,
2018-06-29,2,12,건설/부동산,0.39990162713136795,0,
2018-06-29,3,03,2차전지/화학/소재,0.19532527625087198,0,
2018-09-28,1,07,헬스케어,2.0402900189665836,0,
2018-09-28,2,05,조선/기계/산업재,1.6791129609106425,0,
2018-09-28,3,12,건설/부동산,0.40280693928446515,0,
2018-12-28,1,05,조선/기계/산업재,1.8421084737422173,0,
2018-12-28,2,07,헬스케어,0.9335418619495859,0,
2018-12-28,3,10,음식료,0.6835361771978938,0,
2019-03-29,1,09,소비재/유통,1.5830457345941062,0,
2019-03-29,2,01,반도체/IT하드웨어,1.4224276194794667,0,
2019-03-29,3,03,2차전지/화학/소재,0.5403908197861711,0,
2019-06-28,1,05,조선/기계/산업재,1.6403577340787439,2,000120 086280
2019-06-28,2,12,건설/부동산,1.2470061845118183,2,000210 000720
2019-06-28,3,02,자동차/운송장비,1.2078237051222986,1,005380
2019-09-30,1,05,조선/기계/산업재,1.8351288909663497,2,018880 086280
2019-09-30,2,01,반도체/IT하드웨어,1.1403489417973645,2,000660 005930
2019-09-30,3,10,음식료,1.102075899090694,1,033780
2019-12-30,1,07,헬스케어,1.7387416541467626,2,128940 207940
2019-12-30,2,09,소비재/유통,1.1368203849687646,2,008770 028260
2019-12-30,3,01,반도체/IT하드웨어,1.0674801769386397,1,005930
2020-03-31,1,07,헬스케어,2.169107583558928,2,128940 207940
2020-03-31,2,10,음식료,0.9572663012333837,2,033780 271560
2020-03-31,3,05,조선/기계/산업재,0.8877028918573936,1,003490
2020-06-30,1,05,조선/기계/산업재,2.4168194970499575,2,017800 086280
2020-06-30,2,07,헬스케어,1.0833280846930824,2,003000 207940
2020-06-30,3,03,2차전지/화학/소재,0.06401726669333327,1,051910
2020-09-29,1,05,조선/기계/산업재,2.4890644455405173,2,000120 034020
2020-09-29,2,02,자동차/운송장비,0.679601524473472,2,005380 012330
2020-09-29,3,03,2차전지/화학/소재,0.060559385108467916,1,051910
2020-12-30,1,12,건설/부동산,1.833384349479901,2,000720 006360
2020-12-30,2,05,조선/기계/산업재,1.0779616745322986,2,034020 086280
2020-12-30,3,01,반도체/IT하드웨어,0.6148596494703442,1,005930
2021-03-31,1,05,조선/기계/산업재,2.46219763198807,2,003490 011200
2021-03-31,2,04,철강금속,0.3582652337252187,2,004020 005490
2021-03-31,3,06,금융,0.1088891982998282,1,068270
2021-06-30,1,05,조선/기계/산업재,1.8052033004382204,2,003490 011200
2021-06-30,2,12,건설/부동산,0.8786364028320802,2,000720 006360
2021-06-30,3,08,인터넷/게임/SW,0.7665113521178076,1,035720
2021-09-30,1,09,소비재/유통,1.4244078056073242,2,028260 139480
2021-09-30,2,03,2차전지/화학/소재,1.1305475587906342,2,051910 096770
2021-09-30,3,06,금융,0.6479836149242441,1,068270
2021-12-30,1,12,건설/부동산,2.4251210239139103,2,000720 006360
2021-12-30,2,09,소비재/유통,0.5881961129278538,2,028260 383220
2021-12-30,3,01,반도체/IT하드웨어,0.31525773270694607,1,005930
2022-03-31,1,10,음식료,2.8089909339024697,0,
2022-03-31,2,05,조선/기계/산업재,0.4605694079932748,0,
2022-03-31,3,12,건설/부동산,0.2881537454361086,0,
2022-06-30,1,09,소비재/유통,1.8235017526451254,0,
2022-06-30,2,02,자동차/운송장비,1.0688407625224559,0,
2022-06-30,3,05,조선/기계/산업재,0.8967001072220948,0,
2022-09-30,1,10,음식료,2.7886382290913256,0,
2022-09-30,2,03,2차전지/화학/소재,0.27922378570673684,0,
2022-09-30,3,07,헬스케어,0.20582800935702347,0,
2022-12-29,1,09,소비재/유통,1.5842157573219522,0,
2022-12-29,2,05,조선/기계/산업재,1.1289760131193731,0,
2022-12-29,3,11,에너지/유틸리티,0.48982640472314515,0,
2023-03-31,1,03,2차전지/화학/소재,1.6403021771247146,0,
2023-03-31,2,04,철강금속,1.5860558495252255,0,
2023-03-31,3,01,반도체/IT하드웨어,0.3951514561134701,0,
2023-06-30,1,12,건설/부동산,2.580830369593214,0,
2023-06-30,2,05,조선/기계/산업재,0.6689748277917523,0,
2023-06-30,3,02,자동차/운송장비,0.19168037971277438,0,
2023-09-27,1,10,음식료,2.0978669318393766,2,033780 271560
2023-09-27,2,04,철강금속,1.0000475100729083,2,005490 010130
2023-09-27,3,09,소비재/유통,0.9591729091950713,1,028260
2023-12-28,1,12,건설/부동산,2.4863427807927363,2,000720 210980
2023-12-28,2,05,조선/기계/산업재,1.1142864451217462,2,011200 329180
2023-12-28,3,06,금융,-0.06806368811000323,1,068270
2024-03-29,1,07,헬스케어,1.0403153727386565,2,012450 207940
2024-03-29,2,01,반도체/IT하드웨어,1.0285774142894333,2,000660 005930
2024-03-29,3,05,조선/기계/산업재,0.864056083055774,1,042700
2024-06-28,1,10,음식료,2.108561797970688,0,
2024-06-28,2,05,조선/기계/산업재,1.024894450132385,0,
2024-06-28,3,02,자동차/운송장비,0.37264329219214787,0,
2024-09-30,1,04,철강금속,1.0636893596906885,2,005490 010130
2024-09-30,2,07,헬스케어,1.055947868612534,2,012450 207940
2024-09-30,3,03,2차전지/화학/소재,0.8950104125971875,1,373220
2024-12-30,1,10,음식료,1.82940341954544,0,
2024-12-30,2,05,조선/기계/산업재,1.0425467978951295,0,
2024-12-30,3,02,자동차/운송장비,0.4394526396072363,0,
2025-03-31,1,07,헬스케어,1.1228149929991447,0,
2025-03-31,2,04,철강금속,1.0033828345048783,0,
2025-03-31,3,09,소비재/유통,0.6434056249283314,0,
2025-06-30,1,12,건설/부동산,2.3663991618831437,2,000720 051600
2025-06-30,2,05,조선/기계/산업재,1.031753556992614,2,034020 329180
2025-06-30,3,08,인터넷/게임/SW,0.4388601168486442,1,035420
2025-09-30,1,01,반도체/IT하드웨어,2.429364894903139,2,000660 005930
2025-09-30,2,07,헬스케어,0.25287530913663936,2,012450 207940
2025-09-30,3,05,조선/기계/산업재,0.19862583868749692,1,329180
2025-12-30,1,01,반도체/IT하드웨어,2.5144613673154788,2,000660 005930
2025-12-30,2,09,소비재/유통,0.5712264386945665,2,028260 047050
2025-12-30,3,04,철강금속,0.40710469616593886,1,005490
2026-03-31,1,12,건설/부동산,2.9222489607757276,2,000720 047040
2026-03-31,2,01,반도체/IT하드웨어,0.004272203766985752,2,000660 005930
2026-03-31,3,03,2차전지/화학/소재,-0.022355273956214398,1,373220
2026-05-04,1,12,건설/부동산,2.2451266420244256,0,
2026-05-04,2,01,반도체/IT하드웨어,0.6919355915444311,0,
2026-05-04,3,04,철강금속,0.39596379159298917,0,
