date,ticker,market,official_limit_status,proxy_limit_status,upper_or_lower,source,source_confidence,close_at_limit_flag,lock_evidence_flag,tradable_state,requires_manual_review
2025-08-06,012170,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-08-21,012170,,,rule_derived,lower,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-18,012200,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-19,012200,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-22,012200,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-23,012200,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-29,012200,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-01-08,012200,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-02-25,012200,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-01,013360,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-04,013360,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-18,013580,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-21,013580,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-01-09,013700,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-08,014160,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-05-12,014160,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-03-26,014160,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-10-17,014280,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-03-03,014530,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-08,014710,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-30,014910,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-03-26,015020,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-01,015020,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-30,016880,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-22,017860,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-03,017900,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-06,017900,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-07,017900,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-09,017900,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-13,017900,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-15,017900,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-03-31,018470,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
