rcept_no,rcept_dt,stock_code,corp_name,event_category,report_nm,source_period,prior_body_status,prior_parse_status,correction_flag,correction_pass3_confidence,is_period_change,manual_review_required,priority_bucket,attempt_status,body_format,http_detail,retries
20100113800379,20100113,004820,조인에너지,resumption_related,매매거래정지및정지해제(불성실공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1241,0
20100118900325,20100118,048510,테스텍,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1269,0
20100120800351,20100120,011760,현대코퍼레이션,resumption_related,채권은행등의관리절차해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1257,0
20100121800416,20100121,008320,한국기술산업,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1248,0
20100121900307,20100121,005990,매일홀딩스,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1364,0
20100122800037,20100122,000270,기아,resumption_related,생산재개,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1689,0
20100125900458,20100125,104200,NHN벅스,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1370,0
20100125900423,20100125,030790,비케이탑스,resumption_related,주권매매거래정지해제(우회상장 미해당 ),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1371,0
20100126800113,20100126,009320,아진전자부품,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1244,0
20100201900480,20100201,047440,디케이씨,resumption_related,주권매매거래정지해제(주요사항보고서 제출(우회상장 미해당 - 합병)),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1362,0
20100202800237,20100202,002880,디와이에이,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1349,0
20100203900266,20100203,080440,에스제이케이,resumption_related,주권매매거래정지해제(우회상장 해당 및 요건 중족 확인),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1354,0
20100203800092,20100203,001790,대한제당,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1248,0
20100204900237,20100204,065340,쓰리디월드,resumption_related,주권매매거래정지해제(감자 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1277,0
20100204900181,20100204,037440,희림,resumption_related,단일판매ㆍ공급계약체결(자율공시)(부광초교 서측 주택재개발정비사업 건축설계 용역),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1709,0
20100205900570,20100205,066410,버킷스튜디오,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1365,0
20100205900339,20100205,064060,사이노젠,resumption_related,주권매매거래정지해제(감자 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1271,0
20100205800312,20100205,088790,진도,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1325,0
20100205800148,20100205,003120,일성아이에스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1233,0
20100208900556,20100208,047600,세계투어,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1367,0
20100208800525,20100208,002990,금호건설,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1367,0
20100208800004,20100208,002990,금호건설,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1249,0
20100209800515,20100209,009320,아진전자부품,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1320,0
20100210900610,20100210,053950,경남제약,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1369,0
20100210900464,20100210,047450,이앤텍,resumption_related,주권매매거래정지해제(감자주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1340,0
20100210800399,20100210,012410,글로스텍,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1400,0
20100211900743,20100211,047080,한빛소프트,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1371,0
20100211800199,20100211,003350,한국화장품제조,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1348,0
20100216800240,20100216,025530,에스제이엠홀딩스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1345,0
20100217800296,20100217,035510,신세계I&C,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1360,0
20100219900750,20100219,047820,초록뱀미디어,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1279,0
20100222800152,20100222,101140,인바이오젠,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1404,0
20100224900646,20100224,060570,드림어스컴퍼니,resumption_related,주권매매거래정지해제(우회상장 미해당),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1362,0
20100302900842,20100302,060670,유퍼트,resumption_related,주권매매거래정지해제(감자 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1271,0
20100303900793,20100303,038120,에이디모터스,resumption_related,주권매매거래정지해제(액면분할 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1275,0
20100304901044,20100304,013990,아가방컴퍼니,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1359,0
20100305901213,20100305,053040,블루젬디앤씨,resumption_related,주권매매거래정지해제(우회상장 미해당)),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1371,0
20100305800964,20100305,012170,아센디오,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1359,0
20100305800323,20100305,069470,제로원인터랙티브,resumption_related,매매거래정지및정지해제(우회상장심사),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1387,0
20100308800776,20100308,012090,성원건설,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1241,0
20100309800711,20100309,084680,이월드,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1411,0
20100309900621,20100309,041450,인네트,resumption_related,주권매매거래정지해제(감자 주권 및 액면분할 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1282,0
20100309800323,20100309,007490,태창기업,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1351,0
20100310801098,20100310,002990,금호건설,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1360,0
20100310800213,20100310,004550,대우송도개발,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1268,0
20100310800118,20100310,004550,대우송도개발,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1289,0
20100311901779,20100311,052290,트레이스,resumption_related,주권매매거래정지해제(상장폐지사유 해소),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1333,0
20100311801588,20100311,002540,고제,resumption_related,매매거래정지및정지해제(불성실공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1234,0
20100312801443,20100312,002460,HS화성,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1348,0
20100312801049,20100312,017300,에이치비이에너지,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1407,0
20100312800840,20100312,069470,제로원인터랙티브,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1431,0
20100312800823,20100312,088010,동북아21호선박투자회사,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1379,0
20100315900340,20100315,053050,지에스이,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1294,0
20100315900311,20100315,038710,콜마파마,resumption_related,주권매매거래정지해제(감자주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1272,0
20100315800308,20100315,074610,이엔플러스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1402,0
20100316900868,20100316,031330,에스에이엠티,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1344,0
20100316800729,20100316,012400,허메스홀딩스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1456,0
20100316800495,20100316,004820,조인에너지,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1430,0
20100317900753,20100317,054020,지케이파워,resumption_related,주권매매거래정지해제(풍문 등 조회결과 공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1288,0
20100318801208,20100318,012410,글로스텍,resumption_related,매매거래정지및정지해제(불성실공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1315,0
20100318801207,20100318,069470,제로원인터랙티브,resumption_related,매매거래정지및정지해제(불성실공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1319,0
20100318900291,20100318,050470,씨티앤티,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1352,0
20100319802052,20100319,069470,제로원인터랙티브,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1260,0
20100322900906,20100322,039350,헤파호프코리아,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1372,0
20100322800900,20100322,001600,서광건설산업,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1257,0
20100322900507,20100322,032930,에이스앤파트너스,resumption_related,주권매매거래정지해제(인적분할후 존속법인에 대한 감자주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1313,0
20100322900504,20100322,088800,에이스테크,resumption_related,주권매매거래정지해제(인적분할후 존속법인에 대한 감자주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1307,0
20100322800327,20100322,024870,유성티에스아이,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1258,0
20100323900695,20100323,015390,엘앤씨피,resumption_related,주권매매거래정지해제(감자 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1273,0
20100323800471,20100323,017300,에이치비이에너지,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1260,0
20100323800109,20100323,011400,아진카인텍,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1332,0
20100323900006,20100323,060900,에이전트AI,resumption_related,기타경영사항(자율공시)(광업권 매매계약 해제 등),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_2111,0
20100323800024,20100323,073240,금호타이어,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1294,0
20100324800664,20100324,101140,인바이오젠,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1328,0
20100324800564,20100324,084680,이월드,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1259,0
20100324800285,20100324,004820,조인에너지,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1254,0
20100324800036,20100324,011330,유니켐,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1296,0
20100325800898,20100325,011050,케드콤,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1251,0
20100326801884,20100326,013240,셀런,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1247,0
20100326901372,20100326,037550,클라스타,resumption_related,주권매매거래정지해제(상장폐지 실질심사대상 제외결정 ),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1352,0
20100326900072,20100326,024840,KBI메탈,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1340,0
20100326800034,20100326,008930,한미사이언스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1235,0
20100329800189,20100329,004870,티웨이홀딩스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1281,0
20100329800028,20100329,013240,셀런,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1284,0
20100329800013,20100329,018410,현대금속,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1251,0
20100330901313,20100330,034510,무한투자,resumption_related,기타경영사항(자율공시)(타법인 주식 및 출자증권 취득결정 계약 해제),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1410,0
20100330901163,20100330,073570,리튬포어스,resumption_related,주권매매거래정지해제(풍문 등 조회결과 공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1353,0
20100330801097,20100330,010420,한솔피엔에스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1353,0
20100402800211,20100402,900030,연합과기공고유한공사,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1259,0
20100406900218,20100406,052510,에코솔루션,resumption_related,기타주요경영사항(영업양도계약 해제 통지서 접수),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1422,0
20100406900143,20100406,001540,안국약품,resumption_related,생산재개,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1537,0
20100407900451,20100407,036840,휴코드홀딩스,resumption_related,주권매매거래정지해제(감자주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1269,0
20100408900602,20100408,053440,성우몰드,resumption_related,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1276,0
20100408800593,20100408,012170,아센디오,resumption_related,매매거래정지및정지해제(불성실공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1315,0
20100408800591,20100408,005350,심팩인더스트리,resumption_related,매매거래정지및정지해제(불성실공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1303,0
20100412900535,20100412,058820,CMG제약,resumption_related,주권매매거래정지해제(감사의견거절 사유해소),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1367,0
20100412800112,20100412,005620,대성합동지주,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1307,0
20100413900477,20100413,066700,테라젠이텍스,resumption_related,주권매매거래정지해제(우회상장 미해당),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1365,0
20100413900476,20100413,060300,레드로버,resumption_related,주권매매거래정지해제(우회상장 해당 및 요건 중족 확인),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1280,0
20100413800050,20100413,005440,현대지에프홀딩스,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1234,0
20100413800055,20100413,114410,현대푸드시스템,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1241,0
20100414800426,20100414,900030,연합과기공고유한공사,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1653,0
20100414900412,20100414,073010,케이에스피,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1354,0
20100414900244,20100414,089790,제이티,resumption_related,주권매매거래정지해제(감자 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1271,0
20100414800079,20100414,004550,대우송도개발,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1260,0
20100415900438,20100415,036260,이매진아시아,resumption_related,기타시장안내(매매거래 재개 관련),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1321,0
20100415800106,20100415,027840,한국고덴시,resumption_related,매매거래정지및정지해제(중요내용공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1237,0
20100416900495,20100416,046940,우원개발,resumption_related,주권매매거래정지해제(우회상장 해당 및 요건 중족 확인),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1355,0
20100416900478,20100416,069080,웹젠,resumption_related,주권매매거래정지해제(우회상장 해당 및 요건충족 확인),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1275,0
20100420900471,20100420,050090,비케이홀딩스,resumption_related,주권매매거래정지해제(우회상장 미해당),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1371,0
20100420900404,20100420,036260,이매진아시아,resumption_related,기타시장안내(매매거래정지해제 관련),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1371,0
20100420900392,20100420,036260,이매진아시아,resumption_related,주권매매거래정지해제(투자자보호(감자 철회)),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1286,0
20100420800008,20100420,000240,한국앤컴퍼니,resumption_related,생산재개,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1559,0
20100420800006,20100420,004550,대우송도개발,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1247,0
20100421900494,20100421,065180,해피드림,resumption_related,주권매매거래정지해제(우회상장 해당 및 요건 충족 확인),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1280,0
20100421900492,20100421,030520,한글과컴퓨터,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1303,0
20100422900234,20100422,067130,클루넷,resumption_related,주권매매거래정지해제(액면병합 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1276,0
20100423800002,20100423,004550,대우송도개발,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1247,0
20100426800488,20100426,900030,연합과기공고유한공사,resumption_related,매매거래정지및정지해제(불성실공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1315,0
20100426800466,20100426,005110,한창,resumption_related,매매거래정지및정지해제(우회상장심사),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1310,0
20100427900326,20100427,066410,버킷스튜디오,resumption_related,주권매매거래정지해제(우회상장 해당 및 요건 중족 확인),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1278,0
20100503800090,20100503,011400,아진카인텍,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1240,0
20100503800018,20100503,004550,대우송도개발,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1246,0
20100503800015,20100503,000000,유가증권시장본부,resumption_related,매매거래정지및정지해제(풍문등조회공시),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1246,0
20100504900609,20100504,019550,SBI인베스트먼트,resumption_related,주권매매거래정지해제,pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1303,0
20100504900337,20100504,080440,에스제이케이,resumption_related,주권매매거래정지해제(감자 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1273,0
20100504900234,20100504,065060,지엔코,resumption_related,주권매매거래정지해제(액면병합 주권 변경상장),pre_2018,body_unavailable,body_unavailable,False,,False,True,P1_resumption,download_success,html_inline,http_200_size_1273,0
