candidate,method,sleeve,sleeve_type,q_weight,stress_window,measurement_type,total_return,baseline_total_return,delta_return,delta_return_pp,daily_max_drawdown,baseline_daily_max_drawdown,delta_mdd,delta_mdd_pp
Q008-B-Q002-20,Method B,Q002,direct_q_diagnostic,0.2,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.25871339454266695,0.284136674326545,-0.02542327978387804,-2.542327978387804,-0.10486044094196934,-0.10890239353547282,0.004041952593503484,0.4041952593503484
Q008-B-Q002-20,Method B,Q002,direct_q_diagnostic,0.2,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.18150429797358925,0.19948106505096974,-0.017976767077380496,-1.7976767077380496,-0.17100910414073867,-0.16916305005760357,-0.0018460540831350958,-0.18460540831350958
Q008-B-Q002-20,Method B,Q002,direct_q_diagnostic,0.2,covid_2020_02_2020_03,exact_net_2010_2026,-0.06716799229898762,-0.07585940848689066,0.008691416187903034,0.8691416187903034,-0.16412583413165804,-0.16475735041820638,0.0006315162865483392,0.06315162865483392
Q008-B-Q002-20,Method B,Q002,direct_q_diagnostic,0.2,rate_shock_2022,exact_net_2010_2026,-0.14150246760985452,-0.14961585619891582,0.008113388589061299,0.8113388589061299,-0.14645370602756258,-0.15318811081382866,0.006734404786266079,0.6734404786266079
Q008-B-Q006-10,Method B,Q006,direct_q_diagnostic,0.1,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.2713947751493544,0.284136674326545,-0.012741899177190597,-1.2741899177190597,-0.10691078694444178,-0.10890239353547282,0.0019916065910310365,0.19916065910310365
Q008-B-Q006-10,Method B,Q006,direct_q_diagnostic,0.1,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.1905092383203828,0.19948106505096974,-0.00897182673058694,-0.897182673058694,-0.1700865195348542,-0.16916305005760357,-0.000923469477250638,-0.0923469477250638
Q008-B-Q006-10,Method B,Q006,direct_q_diagnostic,0.1,covid_2020_02_2020_03,exact_net_2010_2026,-0.07238890226168915,-0.07585940848689066,0.0034705062252015084,0.34705062252015084,-0.16463186713201472,-0.16475735041820638,0.00012548328619166327,0.012548328619166327
Q008-B-Q006-10,Method B,Q006,direct_q_diagnostic,0.1,rate_shock_2022,exact_net_2010_2026,-0.13978304585340284,-0.14961585619891582,0.009832810345512977,0.9832810345512977,-0.14432944335158748,-0.15318811081382866,0.008858667462241177,0.8858667462241177
Q008-B-Q006-20,Method B,Q006,direct_q_diagnostic,0.2,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.25871339454266695,0.284136674326545,-0.02542327978387804,-2.542327978387804,-0.10486044094196934,-0.10890239353547282,0.004041952593503484,0.4041952593503484
Q008-B-Q006-20,Method B,Q006,direct_q_diagnostic,0.2,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.18150429797358925,0.19948106505096974,-0.017976767077380496,-1.7976767077380496,-0.17100910414073867,-0.16916305005760357,-0.0018460540831350958,-0.18460540831350958
Q008-B-Q006-20,Method B,Q006,direct_q_diagnostic,0.2,covid_2020_02_2020_03,exact_net_2010_2026,-0.06888691588477935,-0.07585940848689066,0.006972492602111302,0.6972492602111302,-0.16450841594667664,-0.16475735041820638,0.00024893447152973813,0.024893447152973813
Q008-B-Q006-20,Method B,Q006,direct_q_diagnostic,0.2,rate_shock_2022,exact_net_2010_2026,-0.13035303828264166,-0.14961585619891582,0.019262817916274155,1.9262817916274155,-0.13617026399856524,-0.15318811081382866,0.017017846815263415,1.7017846815263415
Q008-C-SCHD-10,Method C,SCHD,etf_proxy,0.1,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.2538983834455697,0.284136674326545,-0.030238290880975294,-3.0238290880975294,-0.10406355698153202,-0.10890239353547282,0.004838836553940795,0.4838836553940795
Q008-C-SCHD-10,Method C,SCHD,etf_proxy,0.1,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.17806530604942927,0.19948106505096974,-0.02141575900154047,-2.141575900154047,-0.17136033245315996,-0.16916305005760357,-0.002197282395556388,-0.2197282395556388
Q008-C-SCHD-10,Method C,SCHD,etf_proxy,0.1,covid_2020_02_2020_03,exact_net_2010_2026,-0.08177579650536526,-0.07585940848689066,-0.005916388018474605,-0.5916388018474605,-0.16676195953354844,-0.16475735041820638,-0.0020046091153420598,-0.20046091153420598
Q008-C-SCHD-10,Method C,SCHD,etf_proxy,0.1,rate_shock_2022,exact_net_2010_2026,-0.11916384123011359,-0.14961585619891582,0.030452014968802232,3.0452014968802232,-0.12150054905664087,-0.15318811081382866,0.03168756175718779,3.1687561757187788
Q008-C-SCHD-15,Method C,SCHD,etf_proxy,0.15,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.23890861095766747,0.284136674326545,-0.045228063368877525,-4.5228063368877525,-0.10151572364709371,-0.10890239353547282,0.007386669888379105,0.7386669888379105
Q008-C-SCHD-15,Method C,SCHD,etf_proxy,0.15,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.16728875345407568,0.19948106505096974,-0.03219231159689406,-3.2192311596894063,-0.1724570952054182,-0.16916305005760357,-0.003294045147814617,-0.3294045147814617
Q008-C-SCHD-15,Method C,SCHD,etf_proxy,0.15,covid_2020_02_2020_03,exact_net_2010_2026,-0.08475270957935077,-0.07585940848689066,-0.008893301092460115,-0.8893301092460115,-0.16777710960307124,-0.16475735041820638,-0.0030197591848648564,-0.30197591848648564
Q008-C-SCHD-15,Method C,SCHD,etf_proxy,0.15,rate_shock_2022,exact_net_2010_2026,-0.10363197634868082,-0.14961585619891582,0.045983879850235,4.5983879850235,-0.10760293910285468,-0.15318811081382866,0.04558517171097398,4.558517171097398
Q008-C-COWZ-10,Method C,COWZ,etf_proxy,0.1,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.2538983834455697,0.284136674326545,-0.030238290880975294,-3.0238290880975294,-0.10406355698153202,-0.10890239353547282,0.004838836553940795,0.4838836553940795
Q008-C-COWZ-10,Method C,COWZ,etf_proxy,0.1,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.17806530604942927,0.19948106505096974,-0.02141575900154047,-2.141575900154047,-0.17136033245315996,-0.16916305005760357,-0.002197282395556388,-0.2197282395556388
Q008-C-COWZ-10,Method C,COWZ,etf_proxy,0.1,covid_2020_02_2020_03,exact_net_2010_2026,-0.08508851484161839,-0.07585940848689066,-0.009229106354727734,-0.9229106354727734,-0.17282426145680574,-0.16475735041820638,-0.008066911038599356,-0.8066911038599356
Q008-C-COWZ-10,Method C,COWZ,etf_proxy,0.1,rate_shock_2022,exact_net_2010_2026,-0.1162779337720844,-0.14961585619891582,0.03333792242683142,3.3337922426831423,-0.11920597290453605,-0.15318811081382866,0.03398213790929261,3.398213790929261
Q008-C-COWZ-15,Method C,COWZ,etf_proxy,0.15,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.23890861095766747,0.284136674326545,-0.045228063368877525,-4.5228063368877525,-0.10151572364709371,-0.10890239353547282,0.007386669888379105,0.7386669888379105
Q008-C-COWZ-15,Method C,COWZ,etf_proxy,0.15,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.16728875345407568,0.19948106505096974,-0.03219231159689406,-3.2192311596894063,-0.1724570952054182,-0.16916305005760357,-0.003294045147814617,-0.3294045147814617
Q008-C-COWZ-15,Method C,COWZ,etf_proxy,0.15,covid_2020_02_2020_03,exact_net_2010_2026,-0.08973578639433544,-0.07585940848689066,-0.013876377907444781,-1.3876377907444781,-0.17687418707868618,-0.16475735041820638,-0.012116836660479802,-1.2116836660479802
Q008-C-COWZ-15,Method C,COWZ,etf_proxy,0.15,rate_shock_2022,exact_net_2010_2026,-0.09902866007572053,-0.14961585619891582,0.05058719612319529,5.058719612319528,-0.10451385672457691,-0.15318811081382866,0.048674254089251745,4.8674254089251745
