correction_rcept_no,correction_rcept_dt,corp_name,stock_code,event_category,correction_report_nm,confidence_5tier,evidence_state,body_format_cache,blocked_overlay,residual_action_class,residual_action_note,root_cause,candidate_rcept_no,candidate_rcept_dt_iso,title_similarity,pass3_score,manual_review_required,downstream_authoritative,supersession_ready,supersession_wired
20190304900009,2019-03-04,일월지엠엘,178780,suspension_related,[기재정정]주권매매거래정지(관리종목지정우려),no_link,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at no_link; needs source recovery (separate verdict + download approval),original_not_in_raw_pool,,,,,True,False,,False
20190117900312,2019-01-17,이엠앤아이,083470,suspension_related,[기재정정]기타시장안내(상장적격성 실질심사관련 매매거래정지 안내 ),medium_needs_manual,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at medium_needs_manual; needs source recovery (separate verdict + download approval),body_blocked_zip_unparseable,20190116900624,2019-01-16,0.912,14.864,True,False,blocked,False
20200514900567,2020-05-14,비디아이,148140,suspension_related,[기재정정]주권매매거래정지(무상증자),no_link,no_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,,,,,True,False,,False
20200512900593,2020-05-12,코다코,046070,suspension_related,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20200511900737,2020-05-11,0.936,14.9,True,False,yes,False
20200506900190,2020-05-06,현진소재,053660,suspension_related,[기재정정]주권매매거래정지기간변경(개선기간 부여),high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20200429901137,2020-04-29,0.875,15.284,True,False,yes,False
20200506900186,2020-05-06,강원에너지,114190,suspension_related,[기재정정]주권매매거래정지기간변경(개선기간 부여),high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20200429901103,2020-04-29,0.875,15.284,True,False,yes,False
20200416900247,2020-04-16,피씨엘,241820,suspension_related,[기재정정]주권매매거래정지(단일판매공급계약),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20200414800366,2020-04-14,동북아13호선박투자회사,083380,resumption_related,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20200406900994,2020-04-06,앤로보틱스,138360,suspension_related,[기재정정]주권매매거래정지기간변경(사업보고서 미제출),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20200206900937,2020-02-06,0.476,9.468,True,False,,False
20210520900119,2021-05-20,와이엠,007530,suspension_related,[기재정정]주권매매거래정지(무상증자),no_link,no_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,,,,,True,False,,False
20210430901247,2021-04-30,지더블유바이텍,036180,suspension_related,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20201008900858,2020-10-08,0.214,5.983,True,False,,False
20210413900608,2021-04-13,앤에스,126870,suspension_related,"[기재정정]주권매매거래정지기간변경(개선기간 부여, 상장적격성 실질심사 대상 (사유발생))",medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20210412900767,2021-04-12,0.6,9.896,True,False,blocked,False
20180402900901,2018-04-02,엠에스씨,009780,suspension_related,[기재정정]주권매매거래정지(무상증자),no_link,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at no_link; needs source recovery (separate verdict + download approval),insufficient_evidence,,,,,True,False,,False
20240913900202,2024-09-13,드래곤플라이,030350,suspension_related,[기재정정]주권매매거래정지              (자본감소),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20220330900712,2022-03-30,스마트솔루션즈,136510,suspension_related,[기재정정]주권매매거래정지기간변경(투자자보호),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20220329902747,2022-03-29,0.864,15.291,True,False,,False
20220329900679,2022-03-29,수젠텍,253840,suspension_related,[기재정정]주권매매거래정지(단일판매공급계약),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20220328901608,2022-03-28,애닉,299910,suspension_related,[기재정정]주권매매거래정지기간변경(개선기간 부여),high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20220324901340,2022-03-24,0.875,15.296,True,False,yes,False
20220104900567,2022-01-04,나노캠텍,091970,suspension_related,[기재정정]주권매매거래정지기간변경(개선기간 부여),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20211116900479,2021-11-16,0.526,9.588,True,False,blocked,False
20180321900419,2018-03-21,수성웹툰,084180,suspension_related,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),medium_needs_manual,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at medium_needs_manual; needs source recovery (separate verdict + download approval),body_blocked_zip_unparseable,20180316901538,2018-03-16,0.889,15.313,True,False,blocked,False
20240610900602,2024-06-10,대양제지공업,006580,resumption_related,[기재정정]기타시장안내              (상장폐지결정 및 주권매매거래정지의 해제),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20240417900706,2024-04-17,0.537,7.583,True,False,blocked,False
20240402900836,2024-04-02,디에이테크놀로지,196490,suspension_related,[기재정정]주권매매거래정지              (풍문 또는 보도 관련),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20240306900791,2024-03-06,0.607,9.799,True,False,blocked,False
20181008900702,2018-10-08,지디,155960,resumption_related,[기재정정]주권매매거래정지해제,low_needs_manual,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at low_needs_manual; needs source recovery (separate verdict + download approval),body_blocked_zip_unparseable,20180927900044,2018-09-27,0.455,10.637,True,False,blocked,False
20181008900701,2018-10-08,우성아이비,194610,resumption_related,[기재정정]주권매매거래정지해제,no_link,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at no_link; needs source recovery (separate verdict + download approval),insufficient_evidence,20180927900051,2018-09-27,0.444,10.621,True,False,,False
20250626900815,2025-06-26,푸른소나무,057880,resumption_related,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20250624900626,2025-06-24,0.635,5.945,True,False,,False
20250620900644,2025-06-20,엔케이젠바이오텍코리아,182400,suspension_related,[기재정정]기타시장안내              (감사의견 관련 형식적 상장폐지 사유 해소 및 매매거래정지 지속 안내),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20250321902323,2025-03-21,0.505,6.882999999999999,True,False,,False
20250612900585,2025-06-12,세토피아,222810,resumption_related,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20250424900608,2025-04-24,0.617,5.724,True,False,,False
20250407601332,2025-04-07,나라소프트,288490,suspension_related,[기재정정]주권매매거래정지기간변경              (사업보고서 미제출),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20250310600141,2025-03-10,0.682,9.908,True,False,,False
20250407601118,2025-04-07,엘리비젼,276240,suspension_related,[기재정정]주권매매거래정지              (상장폐지 사유발생),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20250123900765,2025-01-23,캔버스엔,210120,resumption_related,[기재정정]주권매매거래정지해제              (액면분할 주권 변경상장),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20241230900744,2024-12-30,0.652,5.88,True,False,blocked,False
20190424600679,2019-04-24,로지스몬,223220,suspension_related,[기재정정]주권매매거래정지기간변경,low_needs_manual,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at low_needs_manual; needs source recovery (separate verdict + download approval),body_blocked_zip_unparseable,20190321601781,2019-03-21,0.8,14.06,True,False,blocked,False
20190415900808,2019-04-15,모다,149940,suspension_related,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),medium_needs_manual,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at medium_needs_manual; needs source recovery (separate verdict + download approval),body_blocked_zip_unparseable,20190321901780,2019-03-21,0.889,15.231,True,False,blocked,False
20190411900687,2019-04-11,에스마크,030270,suspension_related,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),medium_needs_manual,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at medium_needs_manual; needs source recovery (separate verdict + download approval),body_blocked_zip_unparseable,20190321901751,2019-03-21,0.889,15.247,True,False,blocked,False
20221027800436,2022-10-27,포스코스틸리온,058430,resumption_related,[기재정정]생산재개(자율공시),no_link,html_inline_body_confirms_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,20220913800077,2022-09-13,0.769,11.973,True,False,,False
20230518900519,2023-05-18,오스템임플란트,048260,suspension_related,[기재정정]주권매매거래정지(투자자보호사유 : 자진 상장폐지 결정),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20230227901180,2023-02-27,0.577,9.537,True,False,blocked,False
20230407901311,2023-04-07,비디아이,148140,suspension_related,"[기재정정]주권매매거래정지기간변경(상장폐지 사유 해소, 사업보고서 미제출)",rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20220826900407,2022-08-26,0.677,9.095,True,False,,False
20230407901054,2023-04-07,노블엠앤비,106520,suspension_related,[기재정정]주권매매거래정지(풍문 또는 보도 관련),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20230316902288,2023-03-16,0.489,9.643,True,False,blocked,False
20251219900832,2025-12-19,파두,440110,suspension_related,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20251218900793,2025-12-18,0.583,7.869999999999999,True,False,blocked,False
20251029900260,2025-10-29,디앤디파마텍,347850,suspension_related,[기재정정]주권매매거래정지              (무상증자),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20180724800459,2018-07-24,금호타이어,073240,resumption_related,[기재정정]채권은행등의관리절차해제,no_link,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at no_link; needs source recovery (separate verdict + download approval),insufficient_evidence,20180723800527,2018-07-23,0.8,11.196,True,False,,False
20260323801944,2026-03-23,핸즈코퍼레이션,143210,resumption_related,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20260323801642,2026-03-23,핸즈코퍼레이션,143210,resumption_related,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20260323901219,2026-03-23,롤링스톤,214610,suspension_related,[기재정정]주권매매거래정지              (풍문 또는 보도 관련),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20250409900688,2025-04-09,0.607,8.48,True,False,blocked,False
20260319902113,2026-03-19,케이이엠텍,106080,suspension_related,"[기재정정]주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20260309901397,2026-03-09,0.941,15.371,True,False,yes,False
20260223900512,2026-02-23,에어레인,163280,suspension_related,[기재정정]주권매매거래정지              (무상증자),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20260205600092,2026-02-05,이앤에치,341310,suspension_related,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20260204601223,2026-02-04,0.936,15.4,True,False,yes,False
20260123900670,2026-01-23,케이에이치미래물산,111870,resumption_related,[기재정정]기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각결정에 따른 정리매매절차 재개),no_link,html_inline_body_confirms_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,20251230900736,2025-12-30,0.953,12.331,True,False,,False
20260123900664,2026-01-23,케이에이치건설,226360,resumption_related,[기재정정]기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각에 따른 정리매매절차 재개 ),no_link,html_inline_body_confirms_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,20251230900883,2025-12-30,0.952,12.33,True,False,,False
20260506900571,2026-05-06,딥커머스,900110,suspension_related,[기재정정]주권매매거래정지              ,medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20260430901775,2026-04-30,0.579,10.844,True,False,blocked,False
20260401901549,2026-04-01,이화공영,001840,suspension_related,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20260325901509,2026-03-25,0.75,10.096,True,False,blocked,False
20210323901856,2021-03-23,에스디시스템,121890,suspension_related,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20200402900823,2020-04-02,0.889,13.874,True,False,yes,False
20210315901847,2021-03-15,지스마트글로벌,114570,suspension_related,"[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생, 상장적격성 실질심사대상(사유발생))",rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20200323902004,2020-03-23,0.54,8.343,True,False,,False
20210217900273,2021-02-17,엔텔스,069410,suspension_related,[기재정정]주권매매거래정지(무상증자),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20210217900264,2021-02-17,엔텔스,069410,suspension_related,[기재정정]주권매매거래정지(무상증자),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20210120900703,2021-01-20,이엠네트웍스,087730,suspension_related,[기재정정]주권매매거래정지기간변경(회생절차 개시신청),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20210107900567,2021-01-07,0.448,9.618,True,False,,False
20210104900051,2021-01-04,디모아,016670,suspension_related,[기재정정]주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20231207900088,2023-12-07,한화플러스제2호기업인수목적,386580,suspension_related,[기재정정]주권매매거래정지(SPAC 합병(예비심사청구대상)),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20231205900605,2023-12-05,리메드,302550,suspension_related,"[기재정정]주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20191230800862,2019-12-30,씨아이테크,004920,resumption_related,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at no_link; needs source recovery (separate verdict + download approval),original_not_in_raw_pool,,,,,True,False,,False
20191004900529,2019-10-04,글로앤웰,035480,resumption_related,[기재정정]주권매매거래정지해제(상장폐지에 따른 정리매매 개시),medium_needs_manual,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at medium_needs_manual; needs source recovery (separate verdict + download approval),body_blocked_zip_unparseable,20191002900616,2019-10-02,0.903,15.347,True,False,blocked,False
20240328800097,2024-03-28,한창,005110,resumption_related,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20230707800120,2023-07-07,0.508,8.174,True,False,blocked,False
20240214901016,2024-02-14,NPX,222160,suspension_related,[기재정정]주권매매거래정지              (상장적격성 실질심사 대상(사유대상)),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20200907900245,2020-09-07,푸른소나무,057880,suspension_related,[기재정정]주권매매거래정지(단일판매공급계약),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20200312902348,2020-03-12,0.476,8.979,True,False,blocked,False
20200904900564,2020-09-04,인콘,083640,suspension_related,"[기재정정]주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",no_link,no_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,,,,,True,False,,False
20200814902049,2020-08-14,세중,039310,suspension_related,[기재정정]주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20200805900060,2020-08-05,KD,044180,suspension_related,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),high_validated,html_inline_body_confirms_candidate,html_inline,,accepted_high_validated_design_only,body confirms candidate title/date; design-only; still manual_review_required,,20200804900490,2020-08-04,0.936,14.9,True,False,yes,False
20200728800110,2020-07-28,다이나믹디자인,145210,resumption_related,[기재정정]채권은행등의관리절차해제,no_link,html_inline_body_confirms_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,20200727800505,2020-07-27,0.8,11.196,True,False,,False
20200713900454,2020-07-13,베노티앤알,206400,suspension_related,[기재정정]주권매매거래정지(주권매매거래정지 사유취소),no_link,no_candidate,html_inline,,no_link_insufficient_evidence,root_cause=insufficient_evidence,insufficient_evidence,,,,,True,False,,False
20210907900509,2021-09-07,에스에이치엔엘,050320,suspension_related,[기재정정]주권매매거래정지기간변경(개선기간 부여),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20200907900640,2020-09-07,0.875,13.812,True,False,,False
20210825800494,2021-08-25,에이치디현대인프라코어,042670,resumption_related,[기재정정]매매거래정지및정지해제(중요내용공시),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20220906900550,2022-09-06,지나인제약,078650,suspension_related,[기재정정]주권매매거래정지기간변경(개선기간 부여),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20220408900716,2022-04-08,0.875,14.692,True,False,,False
20220906900547,2022-09-06,일월지엠엘,178780,suspension_related,[기재정정]주권매매거래정지기간변경(개선기간 부여),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20220816902814,2022-08-16,0.588,9.796,True,False,blocked,False
20220905900418,2022-09-05,피에스케이,319660,suspension_related,[기재정정]주권매매거래정지(무상증자),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20220816903047,2022-08-16,비보존 제약,082800,resumption_related,[기재정정]주권매매거래정지해제(풍문 등 조회결과 공시),no_link,no_candidate,html_inline,,no_link_original_not_found,root_cause=original_not_in_raw_pool,original_not_in_raw_pool,,,,,True,False,,False
20220816902970,2022-08-16,오성첨단소재,052420,suspension_related,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20220323900366,2022-03-23,0.324,6.386,True,False,blocked,False
20190828900580,2019-08-28,모다,149940,resumption_related,[기재정정]주권매매거래정지해제,no_link,source_blocked_zip_unparseable,zip_unparseable,source_blocked_zip_unparseable,zip_unparseable_requires_source_recovery,cached body corrupt; capped at no_link; needs source recovery (separate verdict + download approval),insufficient_evidence,20190827900423,2019-08-27,0.357,10.532,True,False,,False
20241106900580,2024-11-06,대산F&B,065150,suspension_related,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),rejected_wrong_candidate,html_inline_body_no_candidate_ref,html_inline,source_blocked_non_extracted,rejected_wrong_candidate_quarantined,html_inline body present but candidate not referenced; quarantined,,20240405901013,2024-04-05,0.769,9.27,True,False,,False
20241029900334,2024-10-29,주성엔지니어링,036930,suspension_related,[기재정정]주권매매거래정지              (매매거래정지 취소),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20241025900577,2024-10-25,0.598,9.88,True,False,blocked,False
20201223900861,2020-12-23,제이시스메디칼,287410,resumption_related,[기재정정]주권매매거래정지해제(상장예비심사결과 통지(승인)),medium_needs_manual,html_inline_body_confirms_candidate,html_inline,other_manual_review_required,body_confirms_candidate_but_below_high,body references candidate but below high bar (medium_needs_manual),needs_manual_adjudication,20200921900372,2020-09-21,0.5,5.368,True,False,blocked,False
