ticker_panel,stock_code_padded,corp_code_dart,corp_name_dart,mapped
004310,004310,00164706,현대약품,True
004370,004370,00108241,농심,True
004410,004410,00130879,서울식품공업,True
004430,004430,00134963,송원산업,True
004440,004440,00109806,삼일씨엔에스,True
004540,004540,00113492,깨끗한나라,True
004560,004560,00125743,현대비앤지스틸,True
004720,004720,00135050,팜젠사이언스,True
004770,004770,00138057,써니전자,True
004800,004800,00117188,효성,True
004830,004830,00114093,덕성,True
004870,004870,00109514,티웨이홀딩스,True
004910,004910,00148920,조광페인트,True
004920,004920,00127158,씨아이테크,True
004960,004960,00162063,한신공영,True
004980,004980,00132804,성신양회,True
004990,004990,00120562,롯데지주,True
005010,005010,00156488,휴스틸,True
005030,005030,00124151,부산주공,True
005070,005070,00129989,코스모신소재,True
005090,005090,00125150,SGC에너지,True
005110,005110,00163716,한창,True
005250,005250,00108135,녹십자홀딩스,True
005320,005320,00168331,온타이드,True
005380,005380,00164742,현대자동차,True
005390,005390,,,False
005420,005420,00160302,코스모화학,True
005440,005440,00105280,현대지에프홀딩스,True
005450,005450,,,False
005490,005490,00155319,POSCO홀딩스,True
005500,005500,00128412,삼진제약,True
005610,005610,00125530,삼립,True
005680,005680,00127200,삼영전자공업,True
005690,005690,00145163,파미셀,True
005740,005740,00153126,크라운해태홀딩스,True
005820,005820,00143794,원림,True
005830,005830,00159102,DB손해보험,True
005880,005880,00113535,대한해운,True
005930,005930,00126380,삼성전자,True
005940,005940,00120182,NH투자증권,True
005980,005980,,,False
006040,006040,00118026,동원산업,True
006060,006060,00166227,화승인더스트리,True
006090,006090,00141875,사조오양,True
006110,006110,00126779,삼아알미늄,True
006120,006120,00131832,SK디스커버리,True
006260,006260,00105952,LS,True
006280,006280,00129679,녹십자,True
006340,006340,00260392,대원전선,True
006360,006360,00120030,GS건설,True
006380,006380,00159810,카프로,True
006390,006390,,,False
006400,006400,00126362,삼성SDI,True
006490,006490,00122825,인스코비,True
006650,006650,00260383,대한유화,True
006740,006740,00141404,블루산업개발,True
006880,006880,00136402,신송홀딩스,True
006890,006890,00109161,태경케미컬,True
006980,006980,00142661,우성,True
007070,007070,00140177,GS리테일,True
007110,007110,00146296,일신석재,True
007210,007210,00122898,벽산,True
007280,007280,00124090,한국특강,True
007310,007310,00141529,오뚜기,True
007460,007460,00152385,에이프로젠,True
007540,007540,00130091,샘표,True
007570,007570,00146454,일양약품,True
007590,007590,00115384,동방아그로,True
007610,007610,00131939,선도전기,True
007630,007630,,,False
007660,007660,00107613,이수페타시스,True
007700,007700,00126487,F&F 홀딩스,True
007810,007810,00152686,코리아써키트,True
008060,008060,00109189,대덕,True
008250,008250,00145446,이건산업,True
008260,008260,00116301,NI스틸,True
008350,008350,00107224,남선알미늄,True
008420,008420,00121570,문배철강,True
008490,008490,00131692,서흥,True
008600,008600,00104999,윌비스,True
008700,008700,00138516,아남전자,True
008770,008770,00165680,호텔신라,True
008930,008930,00161426,한미사이언스,True
008970,008970,00117629,KBI동양철관,True
009070,009070,00103042,케이씨티시,True
009150,009150,00126371,삼성전기,True
009160,009160,00138260,SIMPAC,True
009180,009180,00140946,한솔로지스틱스,True
009240,009240,00161693,한샘,True
009270,009270,00136864,신원,True
009290,009290,00103592,광동제약,True
009320,009320,00111689,아진전자부품,True
009410,009410,00153861,태영건설,True
009420,009420,00162586,한올바이오파마,True
009450,009450,00101488,경동나비엔,True
009460,009460,00163761,한창제지,True
009470,009470,00129271,삼화전기,True
009540,009540,00164830,HD한국조선해양,True
009580,009580,00119007,무림P&P,True
009680,009680,00151128,모토닉,True
009810,009810,00103130,플레이그램,True
009830,009830,00162461,한화솔루션,True
010040,010040,00160205,한국내화,True
010050,010050,,,False
010060,010060,00148896,OCI홀딩스,True
010100,010100,00160418,한국무브넥스,True
010120,010120,00105855,엘에스일렉트릭,True
010130,010130,00102858,고려아연,True
010140,010140,00126478,삼성중공업,True
010600,010600,,,False
010620,010620,,,False
010690,010690,00166315,화신,True
010770,010770,00155124,평화홀딩스,True
010820,010820,00148522,퍼스텍,True
010950,010950,00138279,S-Oil,True
010960,010960,00128980,삼호개발,True
011000,011000,00118521,진원생명과학,True
011070,011070,00105961,LG이노텍,True
011090,011090,00139764,에넥스,True
011150,011150,00129013,CJ씨푸드,True
011170,011170,00165413,롯데케미칼,True
011200,011200,00164645,HMM,True
011210,011210,00106623,현대위아,True
011230,011230,00129280,삼화전자공업,True
011300,011300,00132868,우성머티리얼스,True
011330,011330,00137207,유니켐,True
011390,011390,00124027,부산산업,True
011500,011500,00160861,한농화성,True
011690,011690,00144720,와이투솔루션,True
011700,011700,00162072,한신기계공업,True
011760,011760,00164812,현대코퍼레이션,True
011780,011780,00106368,금호석유화학,True
011790,011790,00139889,SKC,True
011810,011810,00138297,STX,True
011930,011930,00136271,신성이엔지,True
012030,012030,00163345,DB,True
012160,012160,00141477,영흥,True
012170,012170,00145437,아센디오,True
012280,012280,00141413,영화금속,True
012320,012320,00143527,경동인베스트,True
012330,012330,00164788,현대모비스,True
012450,012450,00126566,한화에어로스페이스,True
012510,012510,00172291,더존비즈온,True
012600,012600,,,False
012610,012610,00102113,경인양행,True
012630,012630,00164636,HDC,True
012690,012690,00173102,모나리자,True
012750,012750,00158501,에스원,True
012800,012800,00112651,대창,True
013000,013000,00134176,세우글로벌,True
013360,013360,00146232,일성건설,True
013570,013570,00117179,디와이,True
013580,013580,00102432,계룡건설산업,True
013700,013700,00129420,까뮤이앤씨,True
013870,013870,00156354,지엠비코리아,True
014130,014130,00129509,한익스프레스,True
014160,014160,00111458,대영포장,True
014530,014530,00105156,극동유화,True
014580,014580,00122481,태경비케이,True
014680,014680,00140955,한솔케미칼,True
014790,014790,00161116,HL D&I,True
014820,014820,00132637,동원시스템즈,True
014910,014910,00132628,성문전자,True
014990,014990,00106881,인디에프,True
015020,015020,00134565,이스타코,True
015590,015590,00108746,DKME,True
015760,015760,00159193,한국전력공사,True
015860,015860,00146649,일진홀딩스,True
015890,015890,00153339,태경산업,True
016360,016360,00104856,삼성증권,True
016450,016450,00161976,한세예스24홀딩스,True
016580,016580,00166573,환인제약,True
016590,016590,00135777,신대양제지,True
016740,016740,00119672,두올,True
016880,016880,00143651,웅진,True
017040,017040,00103662,광명전기,True
017180,017180,00121039,명문제약,True
017550,017550,00135111,수산세보틱스,True
017670,017670,00159023,SK텔레콤,True
017800,017800,00164724,현대엘리베이터,True
017900,017900,00152729,광전자,True
017960,017960,00159795,한국카본,True
018260,018260,00126186,삼성에스디에스,True
018470,018470,00149239,조일알미늄,True
018500,018500,00118008,동원금속,True
018880,018880,00161125,한온시스템,True
019170,019170,00137359,신풍제약,True
020000,020000,00188089,한섬,True
020120,020120,00140131,키다리스튜디오,True
020150,020150,00113997,롯데에너지머티리얼즈,True
020560,020560,00138792,아시아나항공,True
020760,020760,00198697,일진디스플,True
021240,021240,00170558,코웨이,True
023350,023350,00159500,한국종합기술,True
023450,023450,00115065,동남합성,True
023530,023530,00120526,롯데쇼핑,True
023590,023590,00176914,다우기술,True
023800,023800,00103510,인지컨트롤스,True
024110,024110,00149646,기업은행,True
024720,024720,00203290,콜마홀딩스,True
024890,024890,00112022,대원화성,True
024900,024900,00114154,디와이덕양,True
025540,025540,00157070,한국단자공업,True
025560,025560,00197759,미래산업,True
025620,025620,00136776,차AI헬스케어,True
025750,025750,00203582,한솔홈데코,True
025820,025820,00145464,이구산업,True
025860,025860,00107987,남해화학,True
026890,026890,00117498,스틱인베스트먼트,True
026940,026940,00123781,부국철강,True
026960,026960,00144395,동서,True
027390,027390,,,False
027410,027410,00219097,BGF,True
027740,027740,00204208,마니커,True
027970,027970,00133706,한국제지,True
028050,028050,00126308,삼성E&A,True
028100,028100,00178754,동아지질,True
028260,028260,00149655,삼성물산,True
028670,028670,00122737,팬오션,True
029780,029780,00126292,삼성카드,True
030000,030000,00148276,제일기획,True
030200,030200,00190321,케이티,True
030210,030210,00156859,다올투자증권,True
030720,030720,00118044,동원수산,True
030790,030790,,,False
031430,031430,00234412,신세계인터내셔날,True
031440,031440,00274933,신세계푸드,True
031820,031820,00186559,아이티센씨티에스,True
032350,032350,00231372,롯데관광개발,True
032560,032560,00218575,황금에스티,True
032640,032640,00231363,LG유플러스,True
032830,032830,00126256,삼성생명,True
033180,033180,,,False
033240,033240,00146861,자화전자,True
033250,033250,00125576,체시스,True
033270,033270,00158963,유나이티드,True
033780,033780,00244455,케이티앤지,True
034020,034020,00159616,두산에너빌리티,True
034220,034220,00105873,LG디스플레이,True
034300,034300,,,False
034310,034310,00158316,NICE,True
034730,034730,00181712,SK,True
034830,034830,00233653,한국토지신탁,True
035250,035250,00255619,강원랜드,True
035420,035420,00266961,NAVER,True
035510,035510,00219486,신세계I&C,True
035720,035720,00258801,카카오,True
036460,036460,00261285,한국가스공사,True
036570,036570,00261443,NC,True
037560,037560,00222532,LG헬로비전,True
039130,039130,00269940,하나투어,True
039490,039490,00296290,키움증권,True
039570,039570,00350312,HDC랩스,True
042660,042660,00111704,한화오션,True
042670,042670,,,False
042700,042700,00161383,한미반도체,True
044380,044380,00269241,주연테크,True
047040,047040,00124540,대우건설,True
047400,047400,00369833,유니온머티리얼,True
047810,047810,00309503,한국항공우주,True
049800,049800,00303217,우진플라임,True
051600,051600,00159218,한전KPS,True
051630,051630,00347734,진양화학,True
051900,051900,00356370,LG생활건강,True
051910,051910,00356361,LG화학,True
052690,052690,00159209,한전기술,True
053690,053690,00413523,한미글로벌,True
055550,055550,00382199,신한지주,True
057050,057050,00412597,현대홈쇼핑,True
058730,058730,00353878,다스코,True
058850,058850,00372882,KTcs,True
063160,063160,00390055,종근당바이오,True
064350,064350,00302926,현대로템,True
064960,064960,00398792,SNT모티브,True
066570,066570,00401731,LG전자,True
068270,068270,00413046,셀트리온,True
068290,068290,00423690,삼성출판사,True
068400,068400,,,False
069260,069260,00426086,티케이지휴켐스,True
069460,069460,00428729,대호에이엘,True
069620,069620,00427483,대웅제약,True
069730,069730,00151298,DSR제강,True
069960,069960,00428251,현대백화점,True
070960,070960,00365989,모나용평,True
071050,071050,00432102,한국금융지주,True
071090,071090,00435312,하이스틸,True
071840,071840,00158307,롯데하이마트,True
071950,071950,00210856,코아스,True
071970,071970,00406046,HD현대마린엔진,True
072130,072130,00416654,유엔젤,True
073240,073240,00481454,금호타이어,True
074610,074610,00469799,이엔플러스,True
077970,077970,00480455,STX엔진,True
078000,078000,00361488,텔코웨어,True
078520,078520,00400857,에이블씨엔씨,True
078930,078930,00500254,GS,True
079160,079160,00303873,CJ CGV,True
079440,079440,,,False
079550,079550,00503668,LIG디펜스앤에어로스페이스,True
079660,079660,,,False
079980,079980,00362238,휴비스,True
081000,081000,00508274,일진다이아,True
081660,081660,00195229,미스토홀딩스,True
082740,082740,00361008,한화엔진,True
084670,084670,00540641,동양고속,True
084680,084680,00540605,이월드,True
085310,085310,00172228,엔케이,True
086280,086280,00360595,현대글로비스,True
086790,086790,00547583,하나금융지주,True
088350,088350,00113058,한화생명,True
088980,088980,00435297,맥쿼리인프라,True
089590,089590,00555874,제주항공,True
090080,090080,00573579,평화산업,True
090350,090350,00583442,노루페인트,True
090370,090370,00442835,메타랩스,True
090430,090430,00583424,아모레퍼시픽,True
091090,091090,,,False
092200,092200,00112165,디아이씨,True
092220,092220,00589127,KEC,True
093230,093230,,,False
093240,093240,00441243,형지엘리트,True
093370,093370,00595191,후성,True
095720,095720,00628189,웅진씽크빅,True
096760,096760,00632304,JW홀딩스,True
096770,096770,00631518,SK이노베이션,True
097950,097950,00635134,CJ제일제당,True
100220,100220,00520887,비상교육,True
100250,100250,00646732,진양홀딩스,True
101140,101140,00652423,인바이오젠,True
102280,102280,,,False
102460,102460,00145598,이연제약,True
103130,103130,,,False
103140,103140,00684714,풍산,True
105560,105560,00688996,KB금융,True
105630,105630,00728638,한세실업,True
105840,105840,00173944,우진,True
108670,108670,00759513,LX하우시스,True
109070,109070,00753643,주성코퍼레이션,True
111770,111770,00776820,영원무역,True
112610,112610,00670340,씨에스윈드,True
114090,114090,00557508,GKL,True
115390,115390,,,False
118000,118000,00791209,메타케어,True
119650,119650,00797364,KC코트렐,True
120030,120030,00796994,조선선재,True
120110,120110,00795135,코오롱인더,True
122900,122900,00360142,아이마켓코리아,True
123690,123690,00823429,한국화장품,True
126560,126560,00403632,현대퓨처넷,True
128940,128940,00828497,한미약품,True
130660,130660,00194947,한전산업,True
133820,133820,00661847,화인베스틸,True
138490,138490,,,False
139130,139130,00878915,iM금융지주,True
139480,139480,00872984,이마트,True
143210,143210,00119140,핸즈코퍼레이션,True
144620,144620,,,False
145210,145210,00453488,다이나믹디자인,True
145720,145720,00526599,덴티움,True
145990,145990,00896285,삼양사,True
161000,161000,00936787,애경케미칼,True
161390,161390,00937324,한국타이어앤테크놀로지,True
161890,161890,00939331,한국콜마,True
170900,170900,00956930,동아에스티,True
175330,175330,00980122,JB금융지주,True
180640,180640,00983040,한진칼,True
181710,181710,00983271,NHN,True
183190,183190,00990165,아세아시멘트,True
185750,185750,00992871,종근당,True
192400,192400,00132354,쿠쿠홀딩스,True
192820,192820,01009789,코스맥스,True
195870,195870,01032413,해성디에스,True
204320,204320,01042775,HL만도,True
207940,207940,00877059,삼성바이오로직스,True
210540,210540,01059605,디와이파워,True
214330,214330,00105606,금호에이치티,True
214390,214390,00101664,경보제약,True
214420,214420,00816544,토니모리,True
226320,226320,00911955,잇츠한불,True
227840,227840,01108099,현대코퍼레이션홀딩스,True
229640,229640,01093007,LS에코에너지,True
234080,234080,00225706,JW생명과학,True
241560,241560,01032486,두산밥캣,True
241590,241590,01128613,화승엔터프라이즈,True
248170,248170,01167056,샘표식품,True
249420,249420,01168383,일동제약,True
251270,251270,00904672,넷마블,True
264900,264900,01205329,크라운제과,True
267250,267250,01205709,HD현대,True
267260,267260,01205851,HD현대일렉트릭,True
267270,267270,01205842,HD건설기계,True
271560,271560,01238169,오리온,True
271980,271980,01236897,제일약품,True
272450,272450,00653024,진에어,True
281820,281820,01261893,케이씨텍,True
282330,282330,01263022,BGF리테일,True
900140,900140,00838500,엘브이엠씨,True
285130,285130,01267170,SK케미칼,True
284740,284740,01267684,쿠쿠홈시스,True
018250,018250,00139454,애경산업,True
294870,294870,01310269,IPARK현대산업개발,True
298000,298000,01316236,효성화학,True
298020,298020,01316227,효성티앤씨,True
298040,298040,01316245,효성중공업,True
298050,298050,01316254,HS효성첨단소재,True
286940,286940,01262032,롯데이노베이트,True
091810,091810,00671376,트리니티항공,True
300720,300720,01319808,한일시멘트,True
010400,010400,00143262,우진아이엔에스,True
293480,293480,00248974,하나제약,True
306200,306200,01325979,세아제강,True
267850,267850,00458234,아시아나IDT,True
298690,298690,00651901,에어부산,True
000050,000050,00101628,경방,True
000140,000140,00148993,하이트진로홀딩스,True
000230,000230,00146083,일동홀딩스,True
000430,000430,00111847,대원강업,True
000480,000480,00148984,시알홀딩스,True
000670,000670,00141307,영풍,True
000680,000680,00104698,LS네트웍스,True
000850,000850,00166519,화천기공,True
001210,001210,00106395,금호전기,True
001270,001270,00123772,부국증권,True
001460,001460,00122579,BYC,True
001560,001560,00148461,제일연마,True
001570,001570,00106119,금양,True
001630,001630,00149354,종근당홀딩스,True
001770,001770,00137809,SHD,True
001790,001790,00113234,대한제당,True
001800,001800,00117577,오리온홀딩스,True
002070,002070,00107677,비비안,True
002420,002420,00133618,세기상사,True
002920,002920,00174004,유성기업,True
003120,003120,00146214,일성아이에스,True
003240,003240,00153393,태광산업,True
003670,003670,00155276,포스코퓨처엠,True
003960,003960,00109718,사조대림,True
004710,004710,00157399,한솔테크닉스,True
005300,005300,00120571,롯데칠성음료,True
005360,005360,00121288,모나미,True
005870,005870,00111421,휴니드테크놀러지스,True
006370,006370,00108977,대구백화점,True
006840,006840,00125080,AK홀딩스,True
007860,007860,00163114,서연,True
008040,008040,00137252,사조동아원,True
008730,008730,00145260,율촌화학,True
009190,009190,00111111,대양금속,True
009310,009310,00153621,참엔지니어링,True
010420,010420,,,False
010640,010640,00160375,진양폴리우레탄,True
010660,010660,00166500,화천기계,True
011160,011160,,,False
011280,011280,00153524,태림포장,True
011420,011420,00129554,갤럭시아에스엠,True
012200,012200,00102618,계양전기,True
014280,014280,00105299,금강공업,True
014440,014440,00140779,영보화학,True
014710,014710,00124780,사조씨푸드,True
015260,015260,00143314,에이엔피,True
016380,016380,00115676,KG스틸,True
017810,017810,00155355,풀무원,True
017940,017940,00165583,E1,True
018670,018670,00144164,SK가스,True
019180,019180,00118965,티에이치엔,True
021050,021050,00131197,서원,True
021820,021820,00134316,세원정공,True
033530,033530,00134510,SJG세종,True
033920,033920,00121543,무학,True
034120,034120,00130772,SBS,True
035150,035150,00122551,백산,True
036420,036420,00203315,콘텐트리중앙,True
036580,036580,00260408,팜스코,True
047050,047050,00124504,포스코인터내셔널,True
055490,055490,00256955,테이팩스,True
058860,058860,00372873,KTis,True
069640,069640,00357360,한세엠케이,True
077500,077500,00414601,유니퀘스트,True
084690,084690,00539274,대상홀딩스,True
084870,084870,00409672,티비에이치글로벌,True
089470,089470,00357935,HDC현대EP,True
092780,092780,00117726,DYP,True
096300,096300,,,False
097230,097230,00633835,HJ중공업,True
099340,099340,,,False
099350,099350,,,False
100840,100840,00648721,SNT에너지,True
101060,101060,,,False
101530,101530,00428321,해태제과식품,True
103590,103590,00683469,일진전기,True
129260,129260,00151368,인터지스,True
136490,136490,00855093,선진,True
138250,138250,,,False
152330,152330,,,False
155660,155660,00110608,DSR,True
163560,163560,00939687,동일고무벨트,True
192080,192080,01010110,더블유게임즈,True
200880,200880,01036446,서연이화,True
213500,213500,01060744,한솔제지,True
214320,214320,00565154,이노션,True
316140,316140,01350869,우리금융지주,True
192650,192650,00415646,드림텍,True
307950,307950,00362441,현대오토에버,True
00104K,00104K,,,False
336260,336260,01412725,두산퓨얼셀,True
336370,336370,01412822,솔루스첨단소재,True
013890,013890,00150633,지누스,True
317400,317400,00367844,자이에스앤디,True
272210,272210,00339391,한화시스템,True
322000,322000,01199550,HD현대에너지솔루션,True
308170,308170,00450010,씨티알모빌리티,True
00279K,00279K,,,False
000240,000240,00160047,한국앤컴퍼니,True
000370,000370,00135917,한화손해보험,True
000540,000540,00103176,흥국화재,True
000950,000950,00147222,전방,True
001430,001430,00106669,세아베스틸지주,True
001520,001520,00117337,동양,True
001750,001750,00162416,한양증권,True
002270,002270,,,False
002460,002460,00174527,HS화성,True
002710,002710,00117300,TCC스틸,True
003200,003200,00146269,일신방직,True
003480,003480,00163673,한진중공업홀딩스,True
003610,003610,00122348,방림,True
003920,003920,00107598,남양유업,True
004490,004490,00133858,세방전지,True
004840,004840,00118266,DRB동일,True
005180,005180,00124726,빙그레,True
005430,005430,00156691,한국공항,True
005850,005850,00125521,에스엘,True
005950,005950,00145552,이수화학,True
006200,006200,00159254,한국전자홀딩스,True
007980,007980,00154329,TP,True
009200,009200,00136086,무림페이퍼,True
009440,009440,00159971,KC그린홀딩스,True
010580,010580,00147860,에스엠벡셀,True
010780,010780,00115977,아이에스동서,True
015540,015540,,,False
016090,016090,00113614,대현,True
016710,016710,00108940,대성홀딩스,True
017370,017370,00142883,우신시스템,True
019680,019680,00108913,대교,True
023150,023150,00121534,MH에탄올,True
025000,025000,00191472,KPX케미칼,True
025890,025890,00159564,한국주강,True
029460,029460,00209780,케이씨,True
033660,033660,,,False
044450,044450,00160232,KSS해운,True
053210,053210,00349097,케이티스카이라이프,True
058430,058430,00155258,포스코스틸리온,True
075580,075580,00415628,세진중공업,True
079430,079430,00300548,현대리바트,True
083420,083420,00454946,그린케미칼,True
088790,088790,00557933,진도,True
092230,092230,00587466,KPX홀딩스,True
095570,095570,00365387,AJ네트웍스,True
104700,104700,00687711,한국철강,True
117580,117580,00787376,대성에너지,True
123890,123890,00404701,한국자산신탁,True
128820,128820,00828789,대성산업,True
210980,210980,00508344,SK디앤디,True
344820,344820,01428203,케이씨씨글라스,True
353200,353200,01478712,대덕전자,True
326030,326030,00878696,에스케이바이오팜,True
363280,363280,01497869,티와이홀딩스,True
352820,352820,01204056,하이브,True
339770,339770,00453284,교촌에프앤비,True
244920,244920,00684802,에이플러스에셋,True
009900,009900,00173078,명신산업,True
000320,000320,00113508,노루홀딩스,True
000590,000590,00149026,CS홀딩스,True
000860,000860,00100939,강남제비스코,True
002220,002220,00163196,한일철강,True
002350,002350,00173874,넥센타이어,True
003080,003080,00132725,SB성보,True
003530,003530,00148610,한화투자증권,True
004150,004150,00171636,한솔홀딩스,True
004250,004250,00108038,엔피씨,True
004360,004360,00133812,세방,True
005750,005750,00109754,대림바스,True
005810,005810,00155531,풍산홀딩스,True
006220,006220,00148832,제주은행,True
006660,006660,00126201,삼성공조,True
006800,006800,00111722,미래에셋증권,True
007120,007120,00104786,미래아이앤지,True
007160,007160,00124799,사조산업,True
007340,007340,00116949,DN오토모티브,True
007690,007690,00104388,국도화학,True
008110,008110,,,False
013520,013520,00166272,화승코퍼레이션,True
014830,014830,00159786,유니드,True
017390,017390,00130684,서울도시가스,True
023000,023000,00191588,삼원강재,True
023810,023810,00180795,인팩,True
023960,023960,00121969,에쓰씨엔지니어링,True
024070,024070,00142865,WISCOM,True
024090,024090,00177199,디씨엠,True
037710,037710,00220561,광주신세계,True
041650,041650,00129642,상신브레이크,True
060980,060980,00299002,HL홀딩스,True
082640,082640,00117267,동양생명,True
084010,084010,00113225,대한제강,True
092440,092440,00106614,기신정기,True
093050,093050,00593032,LF,True
094280,094280,00414850,효성 ITX,True
097520,097520,00564562,엠씨넥스,True
123700,123700,00815369,에스제이엠,True
178920,178920,00767460,PI첨단소재,True
194370,194370,00332927,제이에스코퍼레이션,True
272550,272550,01060814,삼양패키징,True
375500,375500,01524093,DL이앤씨,True
248070,248070,01159233,솔루엠,True
950210,950210,01510489,프레스티지바이오파마,True
378850,378850,01532603,화승알앤에이,True
302440,302440,01319899,SK바이오사이언스,True
361610,361610,01386916,SK아이이테크놀로지,True
383220,383220,01568413,F&F,True
383800,383800,01562589,LX홀딩스,True
137310,137310,00854997,에스디바이오센서,True
323410,323410,01133217,카카오뱅크,True
259960,259960,00760971,크래프톤,True
372910,372910,00534598,한컴라이프케어,True
089860,089860,00545716,롯데렌탈,True
139990,139990,00486705,아주스틸,True
271940,271940,00972503,일진하이솔루스,True
329180,329180,01390344,HD현대중공업,True
381970,381970,01323032,케이카,True
377300,377300,01244601,카카오페이,True
402340,402340,01596425,SK스퀘어,True
001130,001130,00113243,대한제분,True
003570,003570,00134477,SNT다이내믹스,True
004450,004450,00129235,삼화왕관,True
004690,004690,00128555,삼천리,True
005960,005960,00115612,동부건설,True
008870,008870,00168401,금비,True
015230,015230,00112679,대창단조,True
019440,019440,,,False
025530,025530,00181943,에스제이엠홀딩스,True
067830,067830,00422895,세이브존I&C,True
102260,102260,00679314,동성케미컬,True
108320,108320,00525934,LX세미콘,True
111110,111110,00226316,호전실업,True
134790,134790,00852087,시디즈,True
267290,267290,01208885,경동도시가스,True
373220,373220,01515323,LG에너지솔루션,True
126720,126720,00193328,수산인더스트리,True
403550,403550,01026157,쏘카,True
446070,446070,01702017,유니드비티플러스,True
377740,377740,00622787,바이오노트,True
002200,002200,00158112,한국수출포장공업,True
004890,004890,00172936,동일산업,True
006570,006570,00109824,대림통상,True
009140,009140,00102140,경인전자,True
030190,030190,00158325,NICE평가정보,True
035000,035000,00140168,HS애드,True
090460,090460,00447609,비에이치,True
100090,100090,00480367,SK오션플랜트,True
152550,152550,,,False
450140,450140,,,False
