종목코드,first_seen,last_seen,last_name,n_rows,days_before_panel_end,stock_code_padded,corp_code_dart,corp_name_dart,in_dart,cause_candidate
029780,2018-01-02,2021-12-30,삼성카드,986,1588,029780,00126292,삼성카드,True,long_inactive_likely_delisted
025890,2020-01-02,2021-12-30,한국주강,496,1588,025890,00159564,한국주강,True,long_inactive_likely_delisted
024070,2021-01-04,2021-12-30,WISCOM,248,1588,024070,00142865,WISCOM,True,long_inactive_likely_delisted
101060,2019-01-02,2021-12-30,SBS미디어홀딩스,742,1588,101060,,,False,long_inactive_likely_delisted
016580,2018-01-02,2021-12-30,환인제약,492,1588,016580,00166573,환인제약,True,long_inactive_likely_delisted
060980,2021-01-04,2021-12-30,한라홀딩스,248,1588,060980,00299002,HL홀딩스,True,long_inactive_likely_delisted
037710,2021-01-04,2021-12-30,광주신세계,248,1588,037710,00220561,광주신세계,True,long_inactive_likely_delisted
144620,2018-01-02,2021-11-04,코오롱머티리얼,946,1644,144620,,,False,long_inactive_likely_delisted
033660,2020-01-02,2021-08-26,우리금융캐피탈,411,1714,033660,,,False,long_inactive_likely_delisted
000950,2020-01-02,2020-12-30,전방,248,1953,000950,00147222,전방,True,long_inactive_likely_delisted
00279K,2019-12-26,2020-12-30,아모레G3우(전환),251,1953,00279K,,,False,long_inactive_likely_delisted
084870,2019-01-02,2020-12-30,TBH글로벌,494,1953,084870,00409672,티비에이치글로벌,True,long_inactive_likely_delisted
234080,2018-01-02,2020-12-30,JW생명과학,738,1953,234080,00225706,JW생명과학,True,long_inactive_likely_delisted
092230,2020-01-02,2020-12-30,KPX홀딩스,248,1953,092230,00587466,KPX홀딩스,True,long_inactive_likely_delisted
123890,2020-01-02,2020-12-30,한국자산신탁,248,1953,123890,00404701,한국자산신탁,True,long_inactive_likely_delisted
002270,2020-01-02,2020-12-30,롯데푸드,248,1953,002270,,,False,long_inactive_likely_delisted
025000,2020-01-02,2020-12-30,KPX케미칼,248,1953,025000,00191472,KPX케미칼,True,long_inactive_likely_delisted
006390,2018-01-02,2020-12-30,한일현대시멘트,738,1953,006390,,,False,long_inactive_likely_delisted
009680,2018-01-02,2020-12-30,모토닉,738,1953,009680,00151128,모토닉,True,long_inactive_likely_delisted
012600,2018-01-02,2020-12-30,센트럴인사이트,738,1953,012600,,,False,long_inactive_likely_delisted
002300,2018-01-02,2020-07-10,한국제지,375,2126,002300,,,False,long_inactive_likely_delisted
099340,2019-01-02,2020-06-30,하나니켈1호,369,2136,099340,,,False,long_inactive_likely_delisted
099350,2019-01-02,2020-06-30,하나니켈2호,369,2136,099350,,,False,long_inactive_likely_delisted
079440,2018-01-02,2020-02-13,오렌지라이프,519,2274,079440,,,False,long_inactive_likely_delisted
006370,2019-01-02,2019-12-30,대구백화점,246,2319,006370,00108977,대구백화점,True,long_inactive_likely_delisted
003690,2018-01-02,2019-12-30,코리안리,490,2319,003690,00113191,코리안리,True,long_inactive_likely_delisted
007630,2018-01-02,2019-12-30,폴루스바이오팜,490,2319,007630,,,False,long_inactive_likely_delisted
027390,2018-01-02,2019-12-30,한화갤러리아타임월드,490,2319,027390,,,False,long_inactive_likely_delisted
023450,2018-01-02,2019-12-30,동남합성,490,2319,023450,00115065,동남합성,True,long_inactive_likely_delisted
011160,2019-01-02,2019-12-30,두산건설,246,2319,011160,,,False,long_inactive_likely_delisted
000140,2019-01-02,2019-12-30,하이트진로홀딩스,246,2319,000140,00148993,하이트진로홀딩스,True,long_inactive_likely_delisted
103130,2018-01-02,2019-12-30,웅진에너지,490,2319,103130,,,False,long_inactive_likely_delisted
152330,2019-01-02,2019-12-30,코리아오토글라스,246,2319,152330,,,False,long_inactive_likely_delisted
001460,2019-01-02,2019-12-30,BYC,246,2319,001460,00122579,BYC,True,long_inactive_likely_delisted
006840,2019-01-02,2019-12-30,AK홀딩스,246,2319,006840,00125080,AK홀딩스,True,long_inactive_likely_delisted
00104K,2019-08-09,2019-12-30,CJ4우(전환),96,2319,00104K,,,False,long_inactive_likely_delisted
021820,2019-01-02,2019-12-30,세원정공,246,2319,021820,00134316,세원정공,True,long_inactive_likely_delisted
079660,2018-01-02,2019-06-25,사조해표,362,2507,079660,,,False,long_inactive_likely_delisted
000030,2018-01-02,2019-02-12,우리은행,271,2640,000030,,,False,long_inactive_likely_delisted
005820,2018-01-02,2018-12-28,원림,244,2686,005820,00143794,원림,True,long_inactive_likely_delisted
005450,2018-01-02,2018-12-28,신한,244,2686,005450,,,False,long_inactive_likely_delisted
003300,2018-01-02,2018-12-28,한일홀딩스,244,2686,003300,00162993,한일홀딩스,True,long_inactive_likely_delisted
004130,2018-01-02,2018-12-18,대덕GDS,237,2696,004130,,,False,long_inactive_likely_delisted
002000,2018-01-02,2018-12-12,한국유리,233,2702,002000,,,False,long_inactive_likely_delisted
005980,2018-01-02,2018-10-02,성지건설,184,2773,005980,,,False,long_inactive_likely_delisted
