date,F1_value,F2_value,F3_value
2018-06-12,0.9115566936295584,0.9115566936295584,0.9848549744736531
2018-06-14,0.906751439865873,0.906751439865873,0.9798121054121898
2018-06-15,0.8944365274806749,0.8944365274806749,0.966382027821028
2018-06-18,0.8800065627752667,0.8800065627752667,0.9504773598701786
2018-06-19,0.8586225027574704,0.8586225027574704,0.9269418157334981
2018-06-20,0.8731472857011604,0.8731472857011604,0.9426310015854189
2018-06-21,0.8778629570995399,0.8778629570995399,0.9477195061254755
2018-06-22,0.8922354449533656,0.8922354449533656,0.9632216600385786
2018-06-25,0.8835023661030317,0.8835023661030317,0.9538041806144244
2018-06-26,0.8773854969700963,0.8773854969700963,0.9471989970313017
2018-06-27,0.8678170190421766,0.8678170190421766,0.9368726756422668
2018-06-28,0.8837869217358317,0.8837869217358317,0.9448549686308065
2018-06-29,0.8968058571660605,0.8968058571660605,0.9577635190765194
2018-07-02,0.8673544660340687,0.8673544660340687,0.9269578523880995
2018-07-03,0.871644677293771,0.871644677293771,0.9370172251083297
2018-07-04,0.8657776768312776,0.8657776768312776,0.935312794666685
2018-07-05,0.8458681406318269,0.8458681406318269,0.9150705263293996
2018-07-06,0.8703362235694856,0.8703362235694856,0.9415283002340836
2018-07-09,0.8610837196129393,0.8610837196129393,0.931521094052636
2018-07-10,0.8571418552796782,0.8571418552796782,0.9272516336364666
2018-07-11,0.8538181965879797,0.8538181965879797,0.9236560984075515
2018-07-12,0.8579140653230906,0.8579140653230906,0.9292329343907241
2018-07-13,0.8478688475509892,0.8478688475509892,0.936194929779045
2018-07-16,0.828697048570107,0.828697048570107,0.9165862721422051
2018-07-17,0.8187662376733706,0.8187662376733706,0.9019983122967066
2018-07-18,0.8020896122453705,0.8020896122453705,0.8968201769622843
2018-07-19,0.7940482733482326,0.7940482733482326,0.8966299750657248
2018-07-20,0.793731523309714,0.793731523309714,0.8931160856982556
2018-07-23,0.7877435352908808,0.7877435352908808,0.8736544792521579
2018-07-24,0.7830589754178673,0.7830589754178673,0.8665174392196502
2018-07-25,0.7848416963152826,0.7848416963152826,0.8644724832871609
2018-07-26,0.7883186164214573,0.7883186164214573,0.8557632449258122
2018-07-27,0.7940549437751269,0.7940549437751269,0.8621055512127713
2018-07-30,0.7980757309136337,0.7980757309136337,0.8784069988094211
2018-07-31,0.795287495944137,0.795287495944137,0.8824353809206649
2018-08-01,0.7990484386420962,0.7990484386420962,0.8776913454074647
2018-08-02,0.78672023330005,0.78672023330005,0.8678365905132693
2018-08-03,0.8027987951178113,0.8027987951178113,0.876158261888041
2018-08-06,0.800960277886972,0.800960277886972,0.8679551788023607
2018-08-07,0.80679849876443,0.80679849876443,0.8677901257028982
2018-08-08,0.8059055091148575,0.8059055091148575,0.8600706447227627
2018-08-09,0.8094432736130106,0.8094432736130106,0.8639827023764216
2018-08-10,0.8085076217764822,0.8085076217764822,0.8615908293130691
2018-08-13,0.784559609355582,0.784559609355582,0.8440556205652163
2018-08-14,0.7910183596452519,0.7910183596452519,0.8521060733764344
2018-08-16,0.7880407784991461,0.7880407784991461,0.8488809368633943
2018-08-17,0.7972428640468897,0.7972428640468897,0.8587501738484655
2018-08-20,0.7947190233013103,0.7947190233013103,0.8560232087367876
2018-08-21,0.7924300775860791,0.7924300775860791,0.8540563432805939
2018-08-22,0.7938037952636348,0.7938037952636348,0.8507685225880726
2018-08-23,0.7938162499095056,0.7938162499095056,0.8498146857316258
2018-08-24,0.7938373275028733,0.7938373275028733,0.8486823834555196
2018-08-27,0.7948825685052262,0.7948825685052262,0.8500659972738239
2018-08-28,0.7926539808034802,0.7926539808034802,0.8475208813288143
2018-08-29,0.8098887522861266,0.8098887522861266,0.866049702473367
2018-08-30,0.8129545602705675,0.8152640778604212,0.8692972869083218
2018-08-31,0.8268554112305913,0.8133518499395425,0.8841709911599489
2018-09-03,0.8330410567773452,0.8160424323356059,0.8907890346878102
2018-09-04,0.8311938234290278,0.8208556354110246,0.888813002508296
2018-09-05,0.8319573327521996,0.8161641162441281,0.8896261921913351
2018-09-06,0.8330462317158948,0.816425809204649,0.8907820740006935
2018-09-07,0.834499500903763,0.816661468903606,0.8923335645508218
2018-09-10,0.8287710113563922,0.8088705888481031,0.8870786025632608
2018-09-11,0.8334228676773308,0.8133848652711757,0.8877483379397597
2018-09-12,0.8408385688979547,0.820654464997212,0.8971288384396122
2018-09-13,0.8482031947621591,0.8278657990835903,0.8993552417437621
2018-09-14,0.8510711478168888,0.8306691229670844,0.9031645420059411
2018-09-17,0.8500329580701147,0.8296689707234679,0.9021161699102234
2018-09-18,0.8559894791604141,0.8354528985284846,0.9083896884260982
2018-09-19,0.8436581617067546,0.8233710088471742,0.8952261408505476
2018-09-20,0.8539799759674119,0.8334312579836853,0.9028735085159036
2018-09-21,0.8539605490789118,0.8334136256759542,0.898661144772039
2018-09-27,0.8674343140204688,0.8465559855386969,0.9113637859814485
2018-09-28,0.877395394218666,0.8562744694449902,0.9139623597472456
2018-10-01,0.879935597613794,0.8587529471135742,0.9149002735886549
2018-10-02,0.877306002630516,0.8561793737194392,0.9140931301361404
2018-10-04,0.8676032091450416,0.8467045171480749,0.9040361530903598
2018-10-05,0.8549437819479541,0.8343625784400657,0.8906272108640494
2018-10-08,0.8280025334856164,0.8080965524472206,0.8621533442613778
2018-10-10,0.8263774185942723,0.8065106660605235,0.8605668637804968
2018-10-11,0.7816777482067152,0.7629003803456245,0.8137047492371162
2018-10-12,0.7825127118677975,0.7637110795627026,0.8126884953007334
2018-10-15,0.7837134172578272,0.7648839192270058,0.8091028942030865
2018-10-16,0.7916176177972751,0.7725982331360379,0.8170071497609054
2018-10-17,0.7990099448779273,0.7798129319344149,0.8204417188731271
2018-10-18,0.7896097863129293,0.7706386183122892,0.8180929976054443
2018-10-19,0.7923818470427054,0.7733440774902625,0.8152857987609947
2018-10-22,0.7767097938079305,0.7580485610714901,0.8106170589045556
2018-10-23,0.7627835905689258,0.7444569488494173,0.7916876427750379
2018-10-24,0.7627310509863275,0.744405671583049,0.7908068983128849
2018-10-25,0.7654769176204657,0.7470855660140151,0.7981941467352538
2018-10-26,0.7391241929090673,0.7213659919761366,0.7707956791395275
2018-10-29,0.727801243996252,0.7103150882809941,0.7589822322898682
2018-10-30,0.7380000720327352,0.7207410570965542,0.7696528992127718
2018-10-31,0.7427606080742145,0.7349891004594298,0.774620388709949
2018-11-01,0.7313881385818728,0.7217680363470085,0.7627777375607729
2018-11-02,0.7530170793399509,0.7430707093769222,0.7853349359068492
2018-11-05,0.7473159336176254,0.737444642702617,0.779389109346944
2018-11-06,0.7488658617773579,0.7389742714381227,0.78100555709566
2018-11-07,0.7462907263253076,0.7364334015300223,0.7783199024854948
2018-11-08,0.7596709371738561,0.7496368180598978,0.7922743628914677
2018-11-09,0.7680229966084892,0.7578785574287008,0.8009848745660305
2018-11-12,0.7677138777209481,0.7575733586217509,0.8006624889292873
2018-11-13,0.7685107334859562,0.7583597637996757,0.8014935440295822
2018-11-14,0.7773382052395629,0.7670714716984932,0.8106998718832628
2018-11-15,0.7673784934748769,0.7572433169076433,0.8003127109348902
2018-11-16,0.7733374532119293,0.7631238193974956,0.8065274163331405
2018-11-19,0.7779318077149402,0.767657261412226,0.8113189504934236
2018-11-20,0.7797194196529413,0.769421350912811,0.8131832828719844
2018-11-21,0.7819928275020559,0.7716648932692816,0.8155542604837471
2018-11-22,0.7666896462963647,0.7565635512419104,0.7973388868462925
2018-11-23,0.7626528737228503,0.7525801095694458,0.7940771212318906
2018-11-26,0.7721725533629227,0.7619741642604339,0.8018130289140915
2018-11-27,0.7595925700076771,0.7495603301633449,0.7887399457330908
2018-11-28,0.768953341398448,0.7587974704299325,0.7994826959816614
2018-11-29,0.7647302337876122,0.7546301388087071,0.7918283557070133
2018-11-30,0.7697887585440695,0.7541268659754763,0.7873577555397131
2018-12-03,0.7744050728452827,0.7592412050217099,0.7942134940806559
2018-12-04,0.7662496619887664,0.7585580647786867,0.7873564589580799
2018-12-05,0.755305618120664,0.7502347209432321,0.7740387541321967
2018-12-06,0.7469672092168772,0.7376891006011677,0.7694636136959121
2018-12-07,0.7584104057816516,0.7509408024435942,0.7772010550668627
2018-12-10,0.7537631842033612,0.7488075611068472,0.7758370657878108
2018-12-11,0.7456655191770729,0.7413564215496364,0.7706710951676592
2018-12-12,0.7541371193604594,0.74903662760058,0.7782290585653894
2018-12-13,0.7669430765394262,0.7637068547268269,0.7935807195442021
2018-12-14,0.7567200623059838,0.7513096702492282,0.7806129615876647
2018-12-17,0.7611475303556428,0.7545414272445111,0.7840291085673675
2018-12-18,0.767858600214911,0.7529618978957934,0.7824451051321546
2018-12-19,0.7601235171179705,0.7418242499984716,0.7709283576507819
2018-12-20,0.7637825786854651,0.7463890650800884,0.7756774301558174
2018-12-21,0.748871765828949,0.7276930848400875,0.7562387274068519
2018-12-24,0.7389639976026701,0.714563874078088,0.7425908445652165
2018-12-26,0.7257784013415648,0.6985998395664446,0.7259971227885558
2018-12-27,0.7336046447159885,0.7069196665617026,0.7346402340050575
2018-12-28,0.716409468186365,0.6923386315714054,0.7194848750334081
2019-01-02,0.7121038179491923,0.6881247461516194,0.7107752966939956
2019-01-03,0.6982551461845738,0.6746033208831651,0.699133645025325
2019-01-04,0.7062830816809944,0.6823344994960256,0.704973304829988
2019-01-07,0.7010793271354789,0.6773451334654635,0.6969815195381304
2019-01-08,0.7039888883562342,0.6801562001068734,0.7009738306728603
2019-01-09,0.7051802088102808,0.6813073055030759,0.7097290305382419
2019-01-10,0.7038614333455326,0.6800331774189101,0.7174613621685305
2019-01-11,0.707251868436845,0.6833089176520647,0.7238342081469216
2019-01-14,0.7106986025842572,0.6866389144790949,0.7265917881364864
2019-01-15,0.7214871710688756,0.697062223763621,0.7339364688810163
2019-01-16,0.726429452152961,0.701837135659857,0.7369420116386856
2019-01-17,0.7243379719040126,0.6998164309925101,0.7273129001629123
2019-01-18,0.7242037492129665,0.6996867381512784,0.7280622713660657
2019-01-21,0.7251780960274171,0.7006281281164587,0.7291270731859367
2019-01-22,0.7225155873321902,0.6980557687462244,0.7264808479452205
2019-01-23,0.7241479215336536,0.6996327734699489,0.7280593452923263
2019-01-24,0.7263078452947375,0.7017194224481722,0.7301793306070745
2019-01-25,0.7195216572826216,0.6951630821308821,0.7235835802191117
2019-01-28,0.7157249735258107,0.6914949579757008,0.717101445836252
2019-01-29,0.7091008625623464,0.6850949481479225,0.7143582696407579
2019-01-30,0.7187495261348802,0.694417258822423,0.7226487543057706
2019-01-31,0.7211677823647173,0.6967534997263294,0.7162695242198102
2019-02-01,0.7143819309453951,0.6901970162493694,0.7158175298833794
2019-02-07,0.7217033392537766,0.6972705101912581,0.7275024613574743
2019-02-08,0.7169361269591814,0.6926646862017004,0.7213532269476399
2019-02-11,0.7245409733272841,0.7000121998488199,0.7255205629039996
2019-02-12,0.7147424199686562,0.6905454549769127,0.7038491950607016
2019-02-13,0.7187257916590819,0.6943940264539075,0.7079414323944331
2019-02-14,0.7233189017812125,0.6988317054235419,0.7153573003275068
2019-02-15,0.719674340385515,0.6953105277321155,0.7024144644546004
2019-02-18,0.7328936176338381,0.708082279720685,0.707200545789118
2019-02-19,0.736891285957241,0.7119446109092712,0.7053474673610924
2019-02-20,0.743113429459766,0.7179561103247644,0.7144866383190462
2019-02-21,0.7403946007428239,0.7153293246519825,0.7132898853290202
2019-02-22,0.7410901840613027,0.7160013596803955,0.7152830260363368
2019-02-25,0.7446373916277755,0.7194284802079675,0.7166057701597206
2019-02-26,0.750161175258933,0.724765262065627,0.7167717468907225
2019-02-27,0.7562056874446597,0.7306051434737126,0.7236519512666556
2019-02-28,0.7586249940774029,0.7329425465395643,0.7245576982462614
2019-03-04,0.7620791917276084,0.736279805720084,0.7280102368462433
2019-03-05,0.7582885234951149,0.7326174666825864,0.724332953807368
2019-03-06,0.754797022680394,0.7292441671203977,0.7208647860073519
2019-03-07,0.7417290898518372,0.7166186357095545,0.7082530753834975
2019-03-08,0.7347203648245985,0.7098471834759761,0.7016234647881321
2019-03-11,0.7636454093648068,0.7377930009454576,0.7293349436254584
2019-03-12,0.7540306821797389,0.7285037701467203,0.7201668634037006
2019-03-13,0.7534120483968649,0.727906079556579,0.7195761169251832
2019-03-14,0.7524730418198369,0.7269988620549868,0.7207617088923051
2019-03-15,0.7597877122621393,0.7340659020587543,0.7185256252679652
2019-03-18,0.7730049160932667,0.7468356514220664,0.7401701752445669
2019-03-19,0.7660466319252739,0.7401129326098245,0.7353463907952259
2019-03-20,0.7725966960064526,0.7464412511940889,0.7418327357631079
2019-03-21,0.7578638856207747,0.7322072045355996,0.7266804501774987
2019-03-22,0.7381312028602343,0.713142550898258,0.7157955371262226
2019-03-25,0.7261486659458289,0.7015656701100785,0.7029350791238658
2019-03-26,0.7340252107065469,0.7091755627702774,0.710642931888841
2019-03-27,0.7286385483988413,0.7039712602234427,0.7054218561897059
2019-03-28,0.7299229227541034,0.7052121534419782,0.7066499535585948
2019-03-29,0.7343783280140495,0.7095167256644369,0.711021214772205
2019-04-01,0.7308559343894492,0.7061135789542309,0.7076215136809549
2019-04-02,0.7300928736141264,0.7053763507952054,0.7067834622638794
2019-04-03,0.7398150747749219,0.7147694171081953,0.716197144172831
2019-04-04,0.7392576475017144,0.7142308609463438,0.7156771634410781
2019-04-05,0.744126653218854,0.7189350316195287,0.7203911574396041
2019-04-08,0.737947470807935,0.7129650389001976,0.7144081506143664
2019-04-09,0.7418519738266289,0.7167373590946977,0.7181879404965696
2019-04-10,0.7524264293399153,0.7269538275895682,0.7284250688097276
2019-04-11,0.7571171021784744,0.7314857026553501,0.7329660748415904
2019-04-12,0.7552611519713808,0.7296925836815178,0.731169249396959
2019-04-15,0.7537097991305421,0.7281937502519438,0.729667388239821
2019-04-16,0.7535748276588108,0.7280633480967769,0.72953672174612
2019-04-17,0.7686937104084872,0.7426703970455986,0.7441733337304308
2019-04-18,0.7559607663561958,0.7303685133605486,0.7318465493043753
2019-04-19,0.7550895942342075,0.7295268338502684,0.7310031653775492
2019-04-22,0.7562148073138779,0.7306139540300283,0.730447236594037
2019-04-23,0.7564483586573034,0.7308395987394929,0.7315662662049826
2019-04-24,0.7545767898625954,0.7290313899288273,0.7309169814559234
2019-04-25,0.7416032708904293,0.7164970757336232,0.721325223650631
2019-04-26,0.7439234107570214,0.7187386697164952,0.7236079403422585
2019-04-29,0.7605734259601497,0.734825016247354,0.7401818112160229
2019-04-30,0.7637886206454788,0.7379313639137911,0.7387241191623315
2019-05-02,0.7668051168637666,0.7408457398398435,0.7481502108737585
2019-05-03,0.7700606302559839,0.7439910412659478,0.7472302477665157
2019-05-07,0.7614312352254127,0.7356537852863041,0.7391179342425467
2019-05-08,0.7643464745331408,0.7384703322475157,0.738922817240834
2019-05-09,0.7406296685594567,0.715556433680856,0.7145895047063295
2019-05-10,0.7477453402164631,0.7224312117923443,0.7198913706131691
2019-05-13,0.73479685341633,0.709921082331438,0.7093169317171997
2019-05-14,0.7460166820863671,0.7207610755567396,0.7207761754845076
2019-05-15,0.7406158403931143,0.7155430736524742,0.7243170161673864
2019-05-16,0.7371923132158311,0.7122354463704736,0.7089905124810072
2019-05-17,0.7367759434535146,0.7006608481591573,0.7009998431721709
2019-05-20,0.7302093501301001,0.6969074616898753,0.6995015826876507
2019-05-21,0.7235351031436921,0.6975264475597852,0.6967105223587173
2019-05-22,0.7284812788606057,0.6934449074523361,0.7078525673449911
2019-05-23,0.7335655189085751,0.705241218426178,0.7129647253645535
2019-05-24,0.7313433904374985,0.7048548121591024,0.7107669034878399
2019-05-27,0.7198527405660846,0.6937905383585631,0.6998042283821316
2019-05-28,0.731027682136075,0.7045858199430617,0.7106093020646178
2019-05-29,0.7232873923471956,0.6971274582509441,0.7030746650401961
2019-05-30,0.7223357154132408,0.6962101692015144,0.7021496531320329
2019-05-31,0.7241069926982432,0.6979174509077141,0.7018901574035781
2019-06-03,0.7346086287014278,0.7080392880800742,0.7039457493019403
2019-06-04,0.7340586805089995,0.7075092429367541,0.7009007753518594
2019-06-05,0.7306669077273407,0.7042401489188514,0.6958540143895435
2019-06-07,0.7284622511289451,0.7021152266175112,0.6964136209900623
2019-06-10,0.7335924528010778,0.7070598811633309,0.7038380815104813
2019-06-11,0.7430164667523416,0.7161430225325637,0.7177557295925462
2019-06-12,0.7405458549592173,0.7137617709807912,0.7197237421174257
2019-06-13,0.7496420930089478,0.7225290167226048,0.7259499812650428
2019-06-14,0.7435950987603296,0.7167007365607029,0.7172580658185393
2019-06-17,0.7373090938996509,0.7106420840581088,0.7143696195471327
2019-06-18,0.7348791848293185,0.7083000568199292,0.7117806941361124
2019-06-19,0.7398127692055027,0.7130552007016594,0.7192716460937896
2019-06-20,0.7412408095411478,0.7144315916891101,0.7241950660417664
2019-06-21,0.7405756691805672,0.7137905080712535,0.7255198535036909
2019-06-24,0.7376605529940266,0.7109808258036131,0.7205373609784398
2019-06-25,0.7370014546159005,0.7103455657751373,0.7216428366569805
2019-06-26,0.7364551852398249,0.7098190538726327,0.7221842936864804
2019-06-27,0.7341021924298363,0.7075511641707404,0.7188746357411595
2019-06-28,0.7326334916238961,0.7061355833756162,0.715582254797903
2019-07-01,0.7329763599461636,0.7089486798473476,0.7133712021988705
2019-07-02,0.7327219303761459,0.7110937057128572,0.7043458422592389
2019-07-03,0.7231107701172586,0.7037132549446377,0.6917359703014039
2019-07-04,0.7171254793085424,0.6978949043075349,0.6885693920708279
2019-07-05,0.7229019763277402,0.7035179031699752,0.6953222688060844
2019-07-08,0.696417970355417,0.6777636346248392,0.6709643433553231
2019-07-09,0.6945601930443859,0.6759555224787708,0.6691642677970336
2019-07-10,0.7072140798496778,0.6882702079797067,0.6769396461937753
2019-07-11,0.7193029475005259,0.7000351836913984,0.68364791948031
2019-07-12,0.7220456523553078,0.7027042912608112,0.6870940630107762
2019-07-15,0.7231239790479993,0.7037537281102262,0.6845135804105708
2019-07-16,0.7250945959038722,0.7056716471115149,0.684877754901156
2019-07-17,0.7200910597241688,0.7008021739294534,0.6808808603947
2019-07-18,0.7203553978538728,0.7010594592727424,0.6811045136090462
2019-07-19,0.7309103069121907,0.7113315147635424,0.6910695883984408
2019-07-22,0.7280736064903485,0.7085708447498651,0.6883127751858746
2019-07-23,0.7309810132602731,0.7114003830788052,0.6910325904236188
2019-07-24,0.7234262098093457,0.7040479488371745,0.6839271717141304
2019-07-25,0.7067543588579418,0.6878226836713673,0.6682165540656327
2019-07-26,0.7153280510094373,0.6961667142483423,0.6763318091487454
2019-07-29,0.7001183387791188,0.6813644211843602,0.6619617204271324
2019-07-30,0.7113288334723405,0.692274623101674,0.6689246220243332
2019-07-31,0.7121521135458561,0.693075850235076,0.6664642249639247
2019-08-01,0.7106182114110443,0.6915830364660466,0.6649297236546402
2019-08-02,0.7120956337772988,0.6930208835129188,0.6711632076689062
2019-08-05,0.693765700556005,0.67518194990658,0.6483919101697582
2019-08-06,0.6816543093599009,0.6642941570943628,0.6353537173739581
2019-08-07,0.6766816986908964,0.6656292738375048,0.6285743397738679
2019-08-08,0.6919134145866734,0.6844445330823502,0.6411206930196846
2019-08-09,0.6961910010058316,0.6944913246570541,0.6464278738530252
2019-08-12,0.6997407194030897,0.6986269233012846,0.6501338723131607
2019-08-13,0.7033166786950988,0.6967970017288059,0.6484354203917928
2019-08-14,0.701610297970481,0.6931020305631379,0.6433325410365727
2019-08-16,0.7045875045213497,0.6953274302825085,0.6435681447746286
2019-08-19,0.6995806840331575,0.6877635457664331,0.6386367291297286
2019-08-20,0.7019323422010288,0.6900764450330212,0.6389835927373212
2019-08-21,0.6992488281332578,0.6874512320505457,0.6385515325575084
2019-08-22,0.6958830096004353,0.6841193954216691,0.636030758277234
2019-08-23,0.6977103560211364,0.6859137730443334,0.637737033216751
2019-08-26,0.6857106548221579,0.6741119064710765,0.6247520070379955
2019-08-27,0.6872188980947673,0.6755946884340616,0.629599039752939
2019-08-28,0.6919522387578187,0.6802479730567014,0.633246408367371
2019-08-29,0.6879361238931734,0.6762998033440564,0.6276359149868718
2019-08-30,0.6912018906375398,0.679510343197263,0.6296840659269166
2019-09-02,0.690831875049178,0.6791465864248629,0.628932348194376
2019-09-03,0.6965395913012131,0.6847577574185456,0.6437909631887346
2019-09-04,0.7101806664375028,0.6981680961247336,0.6557199228168246
2019-09-05,0.7137868142852215,0.7017132467963652,0.6589415039189979
2019-09-06,0.7211311080618794,0.7089333130683877,0.6630076767999697
2019-09-09,0.7254633577573619,0.7131922836289064,0.66915474391895
2019-09-10,0.7184361649786825,0.7129091729987544,0.6622753781243786
2019-09-11,0.7232183433206593,0.7184554944654082,0.6666723049097865
2019-09-16,0.7184721687298857,0.7190288036133319,0.6622308421953309
2019-09-17,0.7225355332139821,0.7258821992980753,0.6659942362448227
2019-09-18,0.7169090099071372,0.7250774562625965,0.6608055917687614
2019-09-19,0.7188794192496931,0.7255902442571559,0.6626066676172738
2019-09-20,0.7246563310944907,0.736887181173969,0.66791991954943
2019-09-23,0.7148195797772712,0.7252088217412839,0.6588804711760926
