quarter,quarter_end_date,final_sector_code,final_sector_name,n_stocks,mcap,mcap_total,mcap_weight
2010Q4,2010-12-30,12,건설/부동산,5.0,24804570972100.0,927555489860200.0,0.02674187285101241
2010Q4,2010-12-30,99,기타,0.0,0.0,0.0,0.0
2011Q1,2011-03-31,01,반도체/IT하드웨어,8.0,204461685891000.0,946645711604510.0,0.21598543508368004
2011Q1,2011-03-31,02,자동차/운송장비,8.0,164799270262800.0,946645711604510.0,0.17408758973140515
2011Q1,2011-03-31,03,2차전지/화학/소재,19.0,136338882612650.0,946645711604510.0,0.1440231344644909
2011Q1,2011-03-31,04,철강금속,6.0,69795060487500.0,946645711604510.0,0.07372880860485956
2011Q1,2011-03-31,05,조선/기계/산업재,10.0,34052559549130.0,946645711604510.0,0.03597180986687498
2011Q1,2011-03-31,06,금융,18.0,151768476690070.0,946645711604510.0,0.16032236224134072
2011Q1,2011-03-31,07,헬스케어,2.0,4355473614800.0,946645711604510.0,0.004600954255016613
2011Q1,2011-03-31,08,인터넷/게임/SW,11.0,85531354398800.0,946645711604510.0,0.09035202225110098
2011Q1,2011-03-31,09,소비재/유통,11.0,48408274259260.0,946645711604510.0,0.051136632919628146
2011Q1,2011-03-31,10,음식료,3.0,11468525797700.0,946645711604510.0,0.012114908098259389
2011Q1,2011-03-31,11,에너지/유틸리티,1.0,17258171452800.0,946645711604510.0,0.01823086635394819
2011Q1,2011-03-31,12,건설/부동산,3.0,18407976588000.0,946645711604510.0,0.019445476129395376
2011Q1,2011-03-31,99,기타,0.0,0.0,0.0,0.0
2011Q2,2011-06-30,01,반도체/IT하드웨어,7.0,174378684173000.0,946556284495985.0,0.1842243161122234
2011Q2,2011-06-30,02,자동차/운송장비,9.0,180964687090150.0,946556284495985.0,0.19118217273947813
2011Q2,2011-06-30,03,2차전지/화학/소재,19.0,146257745345300.0,946556284495985.0,0.15451563498221155
2011Q2,2011-06-30,04,철강금속,7.0,67224105311200.0,946556284495985.0,0.07101965980501093
2011Q2,2011-06-30,05,조선/기계/산업재,9.0,31181137465010.0,946556284495985.0,0.03294166229281663
2011Q2,2011-06-30,06,금융,15.0,137032294385600.0,946556284495985.0,0.14476930387564424
2011Q2,2011-06-30,07,헬스케어,1.0,4935777000000.0,946556284495985.0,0.0052144569539551095
2011Q2,2011-06-30,08,인터넷/게임/SW,13.0,96113764236000.0,946556284495985.0,0.10154046390086345
2011Q2,2011-06-30,09,소비재/유통,11.0,47011576513875.0,946556284495985.0,0.0496659071244848
2011Q2,2011-06-30,10,음식료,3.0,15260610929800.0,946556284495985.0,0.01612224352609507
2011Q2,2011-06-30,11,에너지/유틸리티,2.0,21059208452950.0,946556284495985.0,0.022248236896090595
2011Q2,2011-06-30,12,건설/부동산,4.0,25136693593100.0,946556284495985.0,0.026555941791126126
2011Q2,2011-06-30,99,기타,0.0,0.0,0.0,0.0
2011Q3,2011-09-30,01,반도체/IT하드웨어,6.0,164222453921100.0,794125496584510.0,0.20679660157923618
2011Q3,2011-09-30,02,자동차/운송장비,8.0,143975181082900.0,794125496584510.0,0.18130028780353902
2011Q3,2011-09-30,03,2차전지/화학/소재,21.0,107561973263455.0,794125496584510.0,0.13544707193771402
2011Q3,2011-09-30,04,철강금속,6.0,50717805596145.0,794125496584510.0,0.06386623501484273
2011Q3,2011-09-30,05,조선/기계/산업재,7.0,24588263294200.0,794125496584510.0,0.030962692168873516
2011Q3,2011-09-30,06,금융,15.0,112412722190800.0,794125496584510.0,0.14155536206088448
2011Q3,2011-09-30,07,헬스케어,2.0,3338646465000.0,794125496584510.0,0.004204179917858493
2011Q3,2011-09-30,08,인터넷/게임/SW,14.0,88929884955900.0,794125496584510.0,0.11198467413322269
2011Q3,2011-09-30,09,소비재/유통,13.0,49290575205160.0,794125496584510.0,0.06206899969482915
2011Q3,2011-09-30,10,음식료,4.0,20414609547500.0,794125496584510.0,0.025707031993434427
2011Q3,2011-09-30,11,에너지/유틸리티,1.0,13513343820850.0,794125496584510.0,0.017016635127533555
2011Q3,2011-09-30,12,건설/부동산,3.0,15160037241500.0,794125496584510.0,0.019090228568031734
2011Q3,2011-09-30,99,기타,0.0,0.0,0.0,0.0
2011Q4,2011-12-29,01,반도체/IT하드웨어,9.0,200717155358675.0,799686303335995.0,0.2509948645129439
2011Q4,2011-12-29,02,자동차/운송장비,9.0,134164734855880.0,799686303335995.0,0.1677717053502035
2011Q4,2011-12-29,03,2차전지/화학/소재,20.0,105655601306230.0,799686303335995.0,0.132121309150193
2011Q4,2011-12-29,04,철강금속,4.0,47241100559710.0,799686303335995.0,0.059074540057317014
2011Q4,2011-12-29,05,조선/기계/산업재,8.0,29216241246450.0,799686303335995.0,0.03653462754654002
2011Q4,2011-12-29,06,금융,15.0,110398942480300.0,799686303335995.0,0.13805281148339857
2011Q4,2011-12-29,07,헬스케어,3.0,3757623029000.0,799686303335995.0,0.004698871311568785
2011Q4,2011-12-29,08,인터넷/게임/SW,12.0,78811049315700.0,799686303335995.0,0.09855245611551618
2011Q4,2011-12-29,09,소비재/유통,11.0,38700918658700.0,799686303335995.0,0.048395125059981774
2011Q4,2011-12-29,10,음식료,5.0,18959168502000.0,799686303335995.0,0.02370825712896341
2011Q4,2011-12-29,11,에너지/유틸리티,1.0,16402182167350.0,799686303335995.0,0.020510770409504542
2011Q4,2011-12-29,12,건설/부동산,3.0,15661585856000.0,799686303335995.0,0.019584661873869372
2011Q4,2011-12-29,99,기타,0.0,0.0,0.0,0.0
2012Q1,2012-03-30,01,반도체/IT하드웨어,9.0,245457263495980.0,900416280898978.0,0.2726042039698736
2012Q1,2012-03-30,02,자동차/운송장비,10.0,152306733642025.0,900416280898978.0,0.16915146568647288
2012Q1,2012-03-30,03,2차전지/화학/소재,20.0,114571165201330.0,900416280898978.0,0.12724244067082155
2012Q1,2012-03-30,04,철강금속,6.0,49617950666863.0,900416280898978.0,0.055105568079382466
2012Q1,2012-03-30,05,조선/기계/산업재,9.0,31180074105890.0,900416280898978.0,0.034628509909616176
2012Q1,2012-03-30,06,금융,13.0,118755296065910.0,900416280898978.0,0.1318893256209721
2012Q1,2012-03-30,07,헬스케어,4.0,5414159253055.0,900416280898978.0,0.006012951306977134
2012Q1,2012-03-30,08,인터넷/게임/SW,12.0,87303693487500.0,900416280898978.0,0.09695925688986405
2012Q1,2012-03-30,09,소비재/유통,7.0,37598709541325.0,900416280898978.0,0.04175702987487782
2012Q1,2012-03-30,10,음식료,4.0,20267670822800.0,900416280898978.0,0.022509222959145855
2012Q1,2012-03-30,11,에너지/유틸리티,2.0,17714821931300.0,900416280898978.0,0.01967403556232177
2012Q1,2012-03-30,12,건설/부동산,4.0,20228742685000.0,900416280898978.0,0.022465989469674593
2012Q1,2012-03-30,99,기타,0.0,0.0,0.0,0.0
2012Q2,2012-06-29,01,반도체/IT하드웨어,8.0,227778162274900.0,844703301254335.0,0.2696546372396826
2012Q2,2012-06-29,02,자동차/운송장비,8.0,143825624822510.0,844703301254335.0,0.17026762486773445
2012Q2,2012-06-29,03,2차전지/화학/소재,19.0,100466432525270.0,844703301254335.0,0.11893694789174285
2012Q2,2012-06-29,04,철강금속,5.0,49523759850300.0,844703301254335.0,0.05862858565458441
2012Q2,2012-06-29,05,조선/기계/산업재,10.0,32910708015750.0,844703301254335.0,0.038961263637634094
2012Q2,2012-06-29,06,금융,16.0,119122033682050.0,844703301254335.0,0.1410223370799673
2012Q2,2012-06-29,07,헬스케어,3.0,4238616148275.0,844703301254335.0,0.005017875675377263
2012Q2,2012-06-29,08,인터넷/게임/SW,12.0,78162126784800.0,844703301254335.0,0.09253204843491651
2012Q2,2012-06-29,09,소비재/유통,8.0,32123060117200.0,844703301254335.0,0.03802880854082035
2012Q2,2012-06-29,10,음식료,5.0,23897813951530.0,844703301254335.0,0.028291370373530144
2012Q2,2012-06-29,11,에너지/유틸리티,2.0,16566050409750.0,844703301254335.0,0.019611679491663384
2012Q2,2012-06-29,12,건설/부동산,4.0,16088912672000.0,844703301254335.0,0.019046821112346672
2012Q2,2012-06-29,99,기타,0.0,0.0,0.0,0.0
2012Q3,2012-09-28,01,반도체/IT하드웨어,7.0,249989136366150.0,883268013863025.0,0.28302749838387975
2012Q3,2012-09-28,02,자동차/운송장비,7.0,149447750673600.0,883268013863025.0,0.1691986444974741
2012Q3,2012-09-28,03,2차전지/화학/소재,16.0,98891798311150.0,883268013863025.0,0.1119612583712172
2012Q3,2012-09-28,04,철강금속,3.0,48618051335000.0,883268013863025.0,0.05504337366680592
2012Q3,2012-09-28,05,조선/기계/산업재,11.0,32497036453850.0,883268013863025.0,0.03679181850107113
2012Q3,2012-09-28,06,금융,12.0,100879845316800.0,883268013863025.0,0.11421204406077835
2012Q3,2012-09-28,07,헬스케어,4.0,3916500439449.0,883268013863025.0,0.004434101969027445
2012Q3,2012-09-28,08,인터넷/게임/SW,17.0,97720977781630.0,883268013863025.0,0.11063570314772468
2012Q3,2012-09-28,09,소비재/유통,13.0,38671257009696.0,883268013863025.0,0.04378201905055405
2012Q3,2012-09-28,10,음식료,5.0,24450200471900.0,883268013863025.0,0.027681519185740237
2012Q3,2012-09-28,11,에너지/유틸리티,2.0,23459825566300.0,883268013863025.0,0.026560257133842153
2012Q3,2012-09-28,12,건설/부동산,3.0,14725634137500.0,883268013863025.0,0.01667176203188494
2012Q3,2012-09-28,99,기타,0.0,0.0,0.0,0.0
2012Q4,2012-12-28,01,반도체/IT하드웨어,9.0,279633074879975.0,885646505384626.0,0.3157389242545858
2012Q4,2012-12-28,02,자동차/운송장비,8.0,139919105764000.0,885646505384626.0,0.1579852739363938
2012Q4,2012-12-28,03,2차전지/화학/소재,16.0,97252152239650.0,885646505384626.0,0.10980922032477791
2012Q4,2012-12-28,04,철강금속,5.0,49270294540040.0,885646505384626.0,0.055632009205120146
2012Q4,2012-12-28,05,조선/기계/산업재,11.0,26808631832980.0,885646505384626.0,0.03027012659112489
2012Q4,2012-12-28,06,금융,12.0,102348752339300.0,885646505384626.0,0.11556388662635904
2012Q4,2012-12-28,07,헬스케어,5.0,4176139325551.0,885646505384626.0,0.004715356860960402
2012Q4,2012-12-28,08,인터넷/게임/SW,14.0,87873370360450.0,885646505384626.0,0.09921946264812236
2012Q4,2012-12-28,09,소비재/유통,10.0,34183635198930.0,885646505384626.0,0.03859738054754074
2012Q4,2012-12-28,10,음식료,5.0,25084672508100.0,885646505384626.0,0.028323571939355214
2012Q4,2012-12-28,11,에너지/유틸리티,2.0,25351872845650.0,885646505384626.0,0.02862527282783098
2012Q4,2012-12-28,12,건설/부동산,3.0,13744803550000.0,885646505384626.0,0.015519514237828772
2012Q4,2012-12-28,99,기타,0.0,0.0,0.0,0.0
2013Q1,2013-03-29,01,반도체/IT하드웨어,10.0,285827479279800.0,886748729186875.0,0.3223319863586342
2013Q1,2013-03-29,02,자동차/운송장비,8.0,137586344765000.0,886748729186875.0,0.15515820912555806
2013Q1,2013-03-29,03,2차전지/화학/소재,12.0,80573849827800.0,886748729186875.0,0.09086435331199637
2013Q1,2013-03-29,04,철강금속,4.0,44673170685000.0,886748729186875.0,0.05037861258167701
2013Q1,2013-03-29,05,조선/기계/산업재,8.0,22123966746380.0,886748729186875.0,0.02494953307310301
2013Q1,2013-03-29,06,금융,17.0,117968300898285.0,886748729186875.0,0.13303464331599188
2013Q1,2013-03-29,07,헬스케어,4.0,5759708301100.0,886748729186875.0,0.006495310465662014
2013Q1,2013-03-29,08,인터넷/게임/SW,14.0,90964964582260.0,886748729186875.0,0.10258257112550075
2013Q1,2013-03-29,09,소비재/유통,12.0,41475842392450.0,886748729186875.0,0.046772936940639595
2013Q1,2013-03-29,10,음식료,5.0,19446168168200.0,886748729186875.0,0.021929738975810676
2013Q1,2013-03-29,11,에너지/유틸리티,2.0,24954168645100.0,886748729186875.0,0.028141194707978108
2013Q1,2013-03-29,12,건설/부동산,4.0,15394764895500.0,886748729186875.0,0.017360910017448335
2013Q1,2013-03-29,99,기타,0.0,0.0,0.0,0.0
2013Q2,2013-06-28,01,반도체/IT하드웨어,9.0,255869538773360.0,841023547962715.0,0.30423587947468916
2013Q2,2013-06-28,02,자동차/운송장비,7.0,135004843563700.0,841023547962715.0,0.16052445129596438
2013Q2,2013-06-28,03,2차전지/화학/소재,16.0,76499755797000.0,841023547962715.0,0.09096030186349961
2013Q2,2013-06-28,04,철강금속,4.0,39476299542500.0,841023547962715.0,0.04693839980833699
2013Q2,2013-06-28,05,조선/기계/산업재,11.0,27563085962150.0,841023547962715.0,0.032773263042299446
2013Q2,2013-06-28,06,금융,14.0,107172296778400.0,841023547962715.0,0.12743079196535323
2013Q2,2013-06-28,07,헬스케어,3.0,4939726528750.0,841023547962715.0,0.005873469941140093
2013Q2,2013-06-28,08,인터넷/게임/SW,16.0,100106513554550.0,841023547962715.0,0.11902938246740745
2013Q2,2013-06-28,09,소비재/유통,10.0,39594582261905.0,841023547962715.0,0.04707904119666854
2013Q2,2013-06-28,10,음식료,5.0,23028257768400.0,841023547962715.0,0.027381228295192645
2013Q2,2013-06-28,11,에너지/유틸리티,2.0,21092670168500.0,841023547962715.0,0.025079761701791374
2013Q2,2013-06-28,12,건설/부동산,3.0,10675977263500.0,841023547962715.0,0.012694028947657119
2013Q2,2013-06-28,99,기타,0.0,0.0,0.0,0.0
2013Q3,2013-09-30,01,반도체/IT하드웨어,9.0,260938923474450.0,899513988929065.0,0.2900887887081292
2013Q3,2013-09-30,02,자동차/운송장비,10.0,157193806733750.0,899513988929065.0,0.17475415465289243
2013Q3,2013-09-30,03,2차전지/화학/소재,16.0,91310369016650.0,899513988929065.0,0.10151078264537214
2013Q3,2013-09-30,04,철강금속,5.0,45652660357000.0,899513988929065.0,0.050752585194759135
2013Q3,2013-09-30,05,조선/기계/산업재,8.0,24750585020940.0,899513988929065.0,0.027515508736453694
2013Q3,2013-09-30,06,금융,13.0,110261045147480.0,899513988929065.0,0.12257846626571485
2013Q3,2013-09-30,07,헬스케어,3.0,5768569133250.0,899513988929065.0,0.0064129843496018215
2013Q3,2013-09-30,08,인터넷/게임/SW,16.0,107559968800550.0,899513988929065.0,0.11957564876629406
2013Q3,2013-09-30,09,소비재/유통,7.0,32492306317145.0,899513988929065.0,0.036122068936170065
2013Q3,2013-09-30,10,음식료,5.0,23081242056400.0,899513988929065.0,0.025659681050519127
2013Q3,2013-09-30,11,에너지/유틸리티,2.0,23696237583850.0,899513988929065.0,0.026343378619449874
2013Q3,2013-09-30,12,건설/부동산,6.0,16808275287600.0,899513988929065.0,0.0186859520746436
2013Q3,2013-09-30,99,기타,0.0,0.0,0.0,0.0
2013Q4,2013-12-30,01,반도체/IT하드웨어,10.0,265361518448500.0,924999768994380.0,0.2868773888851774
2013Q4,2013-12-30,02,자동차/운송장비,9.0,151949396496300.0,924999768994380.0,0.16426965885785338
2013Q4,2013-12-30,03,2차전지/화학/소재,12.0,81542159209210.0,924999768994380.0,0.08815370764671555
2013Q4,2013-12-30,04,철강금속,3.0,41829800820000.0,924999768994380.0,0.04522141758529903
2013Q4,2013-12-30,05,조선/기계/산업재,9.0,27175652481380.0,924999768994380.0,0.02937909110066503
2013Q4,2013-12-30,06,금융,16.0,129937392865620.0,924999768994380.0,0.1404728922331325
2013Q4,2013-12-30,07,헬스케어,2.0,3208389528500.0,924999768994380.0,0.0034685300862161545
2013Q4,2013-12-30,08,인터넷/게임/SW,17.0,116772231606850.0,924999768994380.0,0.12624028191250225
2013Q4,2013-12-30,09,소비재/유통,10.0,44700510086940.0,924999768994380.0,0.04832488783811965
2013Q4,2013-12-30,10,음식료,5.0,22391448190050.0,924999768994380.0,0.024206977061619183
2013Q4,2013-12-30,11,에너지/유틸리티,2.0,28456297475750.0,924999768994380.0,0.03076357252141421
2013Q4,2013-12-30,12,건설/부동산,5.0,11674971785280.0,924999768994380.0,0.012621594271285633
2013Q4,2013-12-30,99,기타,0.0,0.0,0.0,0.0
2014Q1,2014-03-31,01,반도체/IT하드웨어,8.0,258230722464105.0,896692502027880.0,0.2879813557937792
2014Q1,2014-03-31,02,자동차/운송장비,10.0,153737409018800.0,896692502027880.0,0.17144941958488685
2014Q1,2014-03-31,03,2차전지/화학/소재,15.0,77974291351675.0,896692502027880.0,0.08695767074591934
2014Q1,2014-03-31,04,철강금속,3.0,40062463299200.0,896692502027880.0,0.044678039805840127
2014Q1,2014-03-31,05,조선/기계/산업재,10.0,29369568113950.0,896692502027880.0,0.03275322147506575
2014Q1,2014-03-31,06,금융,15.0,122041957297550.0,896692502027880.0,0.13610235060686998
2014Q1,2014-03-31,07,헬스케어,3.0,4591836195250.0,896692502027880.0,0.005120859363567234
2014Q1,2014-03-31,08,인터넷/게임/SW,18.0,110722593766880.0,896692502027880.0,0.12347888882362641
2014Q1,2014-03-31,09,소비재/유통,8.0,40821385238020.0,896692502027880.0,0.04552439676444488
2014Q1,2014-03-31,10,음식료,3.0,16558767823000.0,896692502027880.0,0.018466495242853223
2014Q1,2014-03-31,11,에너지/유틸리티,2.0,29141459206650.0,896692502027880.0,0.03249883225380637
2014Q1,2014-03-31,12,건설/부동산,5.0,13440048252800.0,896692502027880.0,0.014988469539340613
2014Q1,2014-03-31,99,기타,0.0,0.0,0.0,0.0
2014Q2,2014-06-30,01,반도체/IT하드웨어,8.0,268144893386805.0,893291021683431.0,0.3001764115813889
2014Q2,2014-06-30,02,자동차/운송장비,9.0,136310889509910.0,893291021683431.0,0.15259404404740176
2014Q2,2014-06-30,03,2차전지/화학/소재,17.0,77446952383616.0,893291021683431.0,0.08669845605037553
2014Q2,2014-06-30,04,철강금속,5.0,43460021662960.0,893291021683431.0,0.048651582304116765
2014Q2,2014-06-30,05,조선/기계/산업재,6.0,18652921375540.0,893291021683431.0,0.020881124877297062
2014Q2,2014-06-30,06,금융,15.0,120158264210120.0,893291021683431.0,0.13451189063075827
2014Q2,2014-06-30,07,헬스케어,3.0,3676406036500.0,893291021683431.0,0.004115574820814513
2014Q2,2014-06-30,08,인터넷/게임/SW,18.0,115591643129500.0,893291021683431.0,0.1293997592315038
2014Q2,2014-06-30,09,소비재/유통,10.0,43081500068620.0,893291021683431.0,0.048227844031647996
2014Q2,2014-06-30,10,음식료,3.0,22341149648500.0,893291021683431.0,0.02500993417172995
2014Q2,2014-06-30,11,에너지/유틸리티,2.0,29040937672100.0,893291021683431.0,0.03251005211870547
2014Q2,2014-06-30,12,건설/부동산,4.0,15385442599260.0,893291021683431.0,0.01722332613425994
2014Q2,2014-06-30,99,기타,0.0,0.0,0.0,0.0
2014Q3,2014-09-30,01,반도체/IT하드웨어,8.0,246122367531800.0,903576198747390.0,0.2723869529465192
2014Q3,2014-09-30,02,자동차/운송장비,7.0,115292455711800.0,903576198747390.0,0.12759572006392783
2014Q3,2014-09-30,03,2차전지/화학/소재,13.0,76871772445950.0,903576198747390.0,0.08507503025479847
2014Q3,2014-09-30,04,철강금속,3.0,44648169270300.0,903576198747390.0,0.04941273279685198
2014Q3,2014-09-30,05,조선/기계/산업재,8.0,31268394397410.0,903576198747390.0,0.034605154983892626
2014Q3,2014-09-30,06,금융,14.0,130619189243200.0,903576198747390.0,0.14455802335682905
2014Q3,2014-09-30,07,헬스케어,2.0,2173763553950.0,903576198747390.0,0.002405733525256028
2014Q3,2014-09-30,08,인터넷/게임/SW,19.0,132152151657690.0,903576198747390.0,0.14625457359422475
2014Q3,2014-09-30,09,소비재/유통,16.0,51099841948390.0,903576198747390.0,0.05655288620841132
2014Q3,2014-09-30,10,음식료,5.0,27222217360000.0,903576198747390.0,0.03012719613214428
2014Q3,2014-09-30,11,에너지/유틸리티,1.0,30942668511400.0,903576198747390.0,0.03424466974041062
2014Q3,2014-09-30,12,건설/부동산,4.0,15163207115500.0,903576198747390.0,0.016781326396733843
2014Q3,2014-09-30,99,기타,0.0,0.0,0.0,0.0
2014Q4,2014-12-30,01,반도체/IT하드웨어,9.0,266786961173735.0,905225492939960.0,0.29471878913537175
2014Q4,2014-12-30,02,자동차/운송장비,8.0,106567323694800.0,905225492939960.0,0.11772461616021698
2014Q4,2014-12-30,03,2차전지/화학/소재,16.0,71968768197010.0,905225492939960.0,0.07950369135459534
2014Q4,2014-12-30,04,철강금속,3.0,39034929326500.0,905225492939960.0,0.043121774221938566
2014Q4,2014-12-30,05,조선/기계/산업재,11.0,34426607418280.0,905225492939960.0,0.03803097425644792
2014Q4,2014-12-30,06,금융,16.0,150210467360180.0,905225492939960.0,0.1659370715161055
2014Q4,2014-12-30,07,헬스케어,2.0,1311496757640.0,905225492939960.0,0.0014488066982963177
2014Q4,2014-12-30,08,인터넷/게임/SW,17.0,119562678965400.0,905225492939960.0,0.13208054777278586
2014Q4,2014-12-30,09,소비재/유통,8.0,49741952965615.0,905225492939960.0,0.054949792458964905
2014Q4,2014-12-30,10,음식료,4.0,21688787498700.0,905225492939960.0,0.023959541205871154
2014Q4,2014-12-30,11,에너지/유틸리티,2.0,31985975237900.0,905225492939960.0,0.03533481490232567
2014Q4,2014-12-30,12,건설/부동산,4.0,11939544344200.0,905225492939960.0,0.01318958031708007
2014Q4,2014-12-30,99,기타,0.0,0.0,0.0,0.0
2015Q1,2015-03-31,01,반도체/IT하드웨어,7.0,284133027976750.0,870549948031988.0,0.32638337250961463
2015Q1,2015-03-31,02,자동차/운송장비,8.0,102161958488650.0,870549948031988.0,0.11735335659901286
2015Q1,2015-03-31,03,2차전지/화학/소재,15.0,82644622468480.0,870549948031988.0,0.09493380897363887
2015Q1,2015-03-31,04,철강금속,4.0,31335180208500.0,870549948031988.0,0.035994695398395
2015Q1,2015-03-31,05,조선/기계/산업재,9.0,25907463069550.0,870549948031988.0,0.029759881243020925
2015Q1,2015-03-31,06,금융,19.0,122640241371985.0,870549948031988.0,0.14087674308548537
2015Q1,2015-03-31,07,헬스케어,4.0,3486349496093.0,870549948031988.0,0.004004766761487298
2015Q1,2015-03-31,08,인터넷/게임/SW,14.0,106426666120150.0,870549948031988.0,0.12225222270214804
2015Q1,2015-03-31,09,소비재/유통,11.0,51194174073790.0,870549948031988.0,0.058806705105803866
2015Q1,2015-03-31,10,음식료,4.0,17789419140700.0,870549948031988.0,0.020434690945551965
2015Q1,2015-03-31,11,에너지/유틸리티,1.0,29530347542000.0,870549948031988.0,0.03392148561809451
2015Q1,2015-03-31,12,건설/부동산,4.0,13300498075340.0,870549948031988.0,0.015278271057746682
2015Q1,2015-03-31,99,기타,0.0,0.0,0.0,0.0
2015Q2,2015-06-30,01,반도체/IT하드웨어,6.0,244555179104800.0,871934133682122.0,0.2804743726135128
