correction_rcept_no,correction_rcept_dt,correction_period,stock_code,corp_code,corp_name,correction_report_nm,correction_marker,event_category,normalized_base_form,event_type,paren_reason,candidate_count_in_window,link_confidence,link_confidence_reason,cached_body_available,candidate_rcept_no,candidate_rcept_dt,candidate_rcept_dt_iso,candidate_report_nm,candidate_event_type,days_prior,title_similarity,score,second_score
20220620900716,2022-06-20,post_2018,138690,670085,엘아이에스,[기재정정]주권매매거래정지해제,[기재정정],resumption_related,주권매매거래정지해제,주권매매거래정지해제,,0,no_link,no candidates within window,False,,,,,,,,,
20190322600250,2019-03-22,post_2018,242850,1113781,영현무역,[기재정정]주권매매거래정지(상장폐지 사유발생),[기재정정],suspension_related,주권매매거래정지(상장폐지 사유발생),주권매매거래정지,상장폐지 사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20190304900009,2019-03-04,post_2018,178780,923826,일월지엠엘,[기재정정]주권매매거래정지(관리종목지정우려),[기재정정],suspension_related,주권매매거래정지(관리종목지정우려),주권매매거래정지,관리종목지정우려,0,no_link,no candidates within window,False,,,,,,,,,
20190117900312,2019-01-17,post_2018,083470,475718,이엠앤아이,[기재정정]기타시장안내(상장적격성 실질심사관련 매매거래정지 안내 ),[기재정정],suspension_related,매매거래정지(상장적격성 실질심사관련 매매거래정지 안내),매매거래정지,상장적격성 실질심사관련 매매거래정지 안내,0,no_link,no candidates within window,False,,,,,,,,,
20200514900567,2020-05-14,post_2018,148140,610490,비디아이,[기재정정]주권매매거래정지(무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,False,,,,,,,,,
20200512900593,2020-05-12,post_2018,046070,295857,코다코,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),[기재정정],suspension_related,매매거래정지(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),매매거래정지,감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내,0,no_link,no candidates within window,False,,,,,,,,,
20200506900190,2020-05-06,post_2018,053660,188715,현진소재,[기재정정]주권매매거래정지기간변경(개선기간 부여),[기재정정],suspension_related,주권매매거래정지기간변경(개선기간 부여),주권매매거래정지기간변경,개선기간 부여,0,no_link,no candidates within window,False,,,,,,,,,
20200506900186,2020-05-06,post_2018,114190,100601,강원에너지,[기재정정]주권매매거래정지기간변경(개선기간 부여),[기재정정],suspension_related,주권매매거래정지기간변경(개선기간 부여),주권매매거래정지기간변경,개선기간 부여,0,no_link,no candidates within window,True,,,,,,,,,
20200416900247,2020-04-16,post_2018,241820,1051092,피씨엘,[기재정정]주권매매거래정지(단일판매공급계약),[기재정정],suspension_related,주권매매거래정지(단일판매공급계약),주권매매거래정지,단일판매공급계약,0,no_link,no candidates within window,False,,,,,,,,,
20200414800366,2020-04-14,post_2018,083380,526465,동북아13호선박투자회사,[기재정정]매매거래정지및정지해제(중요내용공시),[기재정정],resumption_related,매매거래정지(중요내용공시),매매거래정지,중요내용공시,0,no_link,no candidates within window,False,,,,,,,,,
20200406900994,2020-04-06,post_2018,138360,808068,앤로보틱스,[기재정정]주권매매거래정지기간변경(사업보고서 미제출),[기재정정],suspension_related,주권매매거래정지기간변경(사업보고서 미제출),주권매매거래정지기간변경,사업보고서 미제출,0,no_link,no candidates within window,False,,,,,,,,,
20210520900119,2021-05-20,post_2018,007530,140858,와이엠,[기재정정]주권매매거래정지(무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,False,,,,,,,,,
20210430901247,2021-04-30,post_2018,036180,257149,지더블유바이텍,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),[기재정정],suspension_related,매매거래정지(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),매매거래정지,감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내,0,no_link,no candidates within window,True,,,,,,,,,
20210413900608,2021-04-13,post_2018,126870,638539,앤에스,"[기재정정]주권매매거래정지기간변경(개선기간 부여, 상장적격성 실질심사 대상 (사유발생))",[기재정정],suspension_related,주권매매거래정지기간변경(사유발생),주권매매거래정지기간변경,사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20180402900901,2018-04-02,post_2018,009780,121154,엠에스씨,[기재정정]주권매매거래정지(무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,True,,,,,,,,,
20240913900202,2024-09-13,post_2018,030350,230036,드래곤플라이,[기재정정]주권매매거래정지              (자본감소),[기재정정],suspension_related,주권매매거래정지(자본감소),주권매매거래정지,자본감소,0,no_link,no candidates within window,False,,,,,,,,,
20220330900712,2022-03-30,post_2018,136510,763358,스마트솔루션즈,[기재정정]주권매매거래정지기간변경(투자자보호),[기재정정],suspension_related,주권매매거래정지기간변경(투자자보호),주권매매거래정지기간변경,투자자보호,0,no_link,no candidates within window,False,,,,,,,,,
20220329900679,2022-03-29,post_2018,253840,1063954,수젠텍,[기재정정]주권매매거래정지(단일판매공급계약),[기재정정],suspension_related,주권매매거래정지(단일판매공급계약),주권매매거래정지,단일판매공급계약,0,no_link,no candidates within window,True,,,,,,,,,
20220328901608,2022-03-28,post_2018,299910,1259056,애닉,[기재정정]주권매매거래정지기간변경(개선기간 부여),[기재정정],suspension_related,주권매매거래정지기간변경(개선기간 부여),주권매매거래정지기간변경,개선기간 부여,0,no_link,no candidates within window,False,,,,,,,,,
20220104900567,2022-01-04,post_2018,091970,542074,나노캠텍,[기재정정]주권매매거래정지기간변경(개선기간 부여),[기재정정],suspension_related,주권매매거래정지기간변경(개선기간 부여),주권매매거래정지기간변경,개선기간 부여,0,no_link,no candidates within window,False,,,,,,,,,
20180321900419,2018-03-21,post_2018,084180,243979,수성웹툰,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),[기재정정],suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),주권매매거래정지기간변경,상장폐지 사유 발생,0,no_link,no candidates within window,False,,,,,,,,,
20240610900602,2024-06-10,post_2018,006580,111227,대양제지공업,[기재정정]기타시장안내              (상장폐지결정 및 주권매매거래정지의 해제),[기재정정],resumption_related,주권매매거래정지(상장폐지결정 및 주권매매거래정지의 해제),주권매매거래정지,상장폐지결정 및 주권매매거래정지의 해제,0,no_link,no candidates within window,False,,,,,,,,,
20240402900836,2024-04-02,post_2018,196490,660121,디에이테크놀로지,[기재정정]주권매매거래정지              (풍문 또는 보도 관련),[기재정정],suspension_related,주권매매거래정지(풍문 또는 보도 관련),주권매매거래정지,풍문 또는 보도 관련,0,no_link,no candidates within window,False,,,,,,,,,
20181008900702,2018-10-08,post_2018,155960,676122,지디,[기재정정]주권매매거래정지해제,[기재정정],resumption_related,주권매매거래정지해제,주권매매거래정지해제,,0,no_link,no candidates within window,False,,,,,,,,,
20181008900701,2018-10-08,post_2018,194610,1011562,우성아이비,[기재정정]주권매매거래정지해제,[기재정정],resumption_related,주권매매거래정지해제,주권매매거래정지해제,,0,no_link,no candidates within window,False,,,,,,,,,
20250626900815,2025-06-26,post_2018,057880,410739,푸른소나무,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),[기재정정],resumption_related,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),주권매매거래정지해제,상장폐지에 따른 정리매매 개시,0,no_link,no candidates within window,False,,,,,,,,,
20250620900644,2025-06-20,post_2018,182400,977650,엔케이젠바이오텍코리아,[기재정정]기타시장안내              (감사의견 관련 형식적 상장폐지 사유 해소 및 매매거래정지 지속 안내),[기재정정],suspension_related,매매거래정지(감사의견 관련 형식적 상장폐지 사유 해소 및 매매거래정지 지속 안내),매매거래정지,감사의견 관련 형식적 상장폐지 사유 해소 및 매매거래정지 지속 안내,0,no_link,no candidates within window,False,,,,,,,,,
20250612900585,2025-06-12,post_2018,222810,1091382,세토피아,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),[기재정정],resumption_related,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),주권매매거래정지해제,상장폐지에 따른 정리매매 개시,0,no_link,no candidates within window,False,,,,,,,,,
20250407601332,2025-04-07,post_2018,288490,1267550,나라소프트,[기재정정]주권매매거래정지기간변경              (사업보고서 미제출),[기재정정],suspension_related,주권매매거래정지기간변경(사업보고서 미제출),주권매매거래정지기간변경,사업보고서 미제출,0,no_link,no candidates within window,False,,,,,,,,,
20250407601118,2025-04-07,post_2018,276240,1119651,엘리비젼,[기재정정]주권매매거래정지              (상장폐지 사유발생),[기재정정],suspension_related,주권매매거래정지(상장폐지 사유발생),주권매매거래정지,상장폐지 사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20250123900765,2025-01-23,post_2018,210120,550082,캔버스엔,[기재정정]주권매매거래정지해제              (액면분할 주권 변경상장),[기재정정],resumption_related,주권매매거래정지해제(액면분할 주권 변경상장),주권매매거래정지해제,액면분할 주권 변경상장,0,no_link,no candidates within window,False,,,,,,,,,
20190424600679,2019-04-24,post_2018,223220,1060735,로지스몬,[기재정정]주권매매거래정지기간변경,[기재정정],suspension_related,주권매매거래정지기간변경,주권매매거래정지기간변경,,0,no_link,no candidates within window,False,,,,,,,,,
20190415900808,2019-04-15,post_2018,149940,757816,모다,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),[기재정정],suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),주권매매거래정지기간변경,상장폐지 사유 발생,0,no_link,no candidates within window,False,,,,,,,,,
20190411900687,2019-04-11,post_2018,030270,100258,에스마크,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),[기재정정],suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),주권매매거래정지기간변경,상장폐지 사유 발생,0,no_link,no candidates within window,False,,,,,,,,,
20221027800436,2022-10-27,post_2018,058430,155258,포스코스틸리온,[기재정정]생산재개(자율공시),[기재정정],resumption_related,생산재개(자율공시),,자율공시,0,no_link,no candidates within window,False,,,,,,,,,
20230518900519,2023-05-18,post_2018,048260,341916,오스템임플란트,[기재정정]주권매매거래정지(투자자보호사유 : 자진 상장폐지 결정),[기재정정],suspension_related,주권매매거래정지(투자자보호사유 : 자진 상장폐지 결정),주권매매거래정지,투자자보호사유 : 자진 상장폐지 결정,0,no_link,no candidates within window,False,,,,,,,,,
20230407901311,2023-04-07,post_2018,148140,610490,비디아이,"[기재정정]주권매매거래정지기간변경(상장폐지 사유 해소, 사업보고서 미제출)",[기재정정],suspension_related,"주권매매거래정지기간변경(상장폐지 사유 해소, 사업보고서 미제출)",주권매매거래정지기간변경,"상장폐지 사유 해소, 사업보고서 미제출",0,no_link,no candidates within window,False,,,,,,,,,
20230407901054,2023-04-07,post_2018,106520,536329,노블엠앤비,[기재정정]주권매매거래정지(풍문 또는 보도 관련),[기재정정],suspension_related,주권매매거래정지(풍문 또는 보도 관련),주권매매거래정지,풍문 또는 보도 관련,0,no_link,no candidates within window,False,,,,,,,,,
20251219900832,2025-12-19,post_2018,440110,1292291,파두,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),[기재정정],suspension_related,주권매매거래정지기간변경(사유발생),주권매매거래정지기간변경,사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20251029900260,2025-10-29,post_2018,347850,1376715,디앤디파마텍,[기재정정]주권매매거래정지              (무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,False,,,,,,,,,
20180724800459,2018-07-24,post_2018,073240,481454,금호타이어,[기재정정]채권은행등의관리절차해제,[기재정정],resumption_related,채권은행등의관리절차해제,,,0,no_link,no candidates within window,False,,,,,,,,,
20260323801944,2026-03-23,post_2018,143210,119140,핸즈코퍼레이션,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,[기재정정],resumption_related,매매거래정지(풍문등조회공시),매매거래정지,풍문등조회공시,0,no_link,no candidates within window,False,,,,,,,,,
20260323801642,2026-03-23,post_2018,143210,119140,핸즈코퍼레이션,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,[기재정정],resumption_related,매매거래정지(풍문등조회공시),매매거래정지,풍문등조회공시,0,no_link,no candidates within window,False,,,,,,,,,
20260323901219,2026-03-23,post_2018,214610,1049167,롤링스톤,[기재정정]주권매매거래정지              (풍문 또는 보도 관련),[기재정정],suspension_related,주권매매거래정지(풍문 또는 보도 관련),주권매매거래정지,풍문 또는 보도 관련,0,no_link,no candidates within window,False,,,,,,,,,
20260319902113,2026-03-19,post_2018,106080,542898,케이이엠텍,"[기재정정]주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",[기재정정],suspension_related,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",주권매매거래정지,"주식의 병합, 분할 등 전자등록 변경, 말소",0,no_link,no candidates within window,False,,,,,,,,,
20260223900512,2026-02-23,post_2018,163280,1663116,에어레인,[기재정정]주권매매거래정지              (무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,False,,,,,,,,,
20260205600092,2026-02-05,post_2018,341310,1337017,이앤에치,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),[기재정정],suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),주권매매거래정지기간변경,상장적격성 실질심사 대상 결정,0,no_link,no candidates within window,False,,,,,,,,,
20260123900670,2026-01-23,post_2018,111870,125965,케이에이치미래물산,[기재정정]기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각결정에 따른 정리매매절차 재개),[기재정정],resumption_related,기타시장안내 (상장폐지결정 등 효력정지 가처분 신청 기각결정에 따른 정리매매절차 재개),,상장폐지결정 등 효력정지 가처분 신청 기각결정에 따른 정리매매절차 재개,0,no_link,no candidates within window,False,,,,,,,,,
20260123900664,2026-01-23,post_2018,226360,1097906,케이에이치건설,[기재정정]기타시장안내              (상장폐지결정 등 효력정지 가처분 신청 기각에 따른 정리매매절차 재개 ),[기재정정],resumption_related,기타시장안내 (상장폐지결정 등 효력정지 가처분 신청 기각에 따른 정리매매절차 재개 ),,상장폐지결정 등 효력정지 가처분 신청 기각에 따른 정리매매절차 재개,0,no_link,no candidates within window,False,,,,,,,,,
20260506900571,2026-05-06,post_2018,900110,799070,딥커머스,[기재정정]주권매매거래정지              ,[기재정정],suspension_related,주권매매거래정지,주권매매거래정지,,0,no_link,no candidates within window,False,,,,,,,,,
20260401901549,2026-04-01,post_2018,001840,145668,이화공영,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),[기재정정],suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),주권매매거래정지기간변경,상장적격성 실질심사 대상 결정,0,no_link,no candidates within window,False,,,,,,,,,
20210323901856,2021-03-23,post_2018,121890,604815,에스디시스템,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),[기재정정],suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),주권매매거래정지기간변경,상장폐지 사유 발생,0,no_link,no candidates within window,False,,,,,,,,,
20210315901847,2021-03-15,post_2018,114570,673976,지스마트글로벌,"[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생, 상장적격성 실질심사대상(사유발생))",[기재정정],suspension_related,주권매매거래정지기간변경(사유발생),주권매매거래정지기간변경,사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20210217900273,2021-02-17,post_2018,069410,415707,엔텔스,[기재정정]주권매매거래정지(무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,False,,,,,,,,,
20210217900264,2021-02-17,post_2018,069410,415707,엔텔스,[기재정정]주권매매거래정지(무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,False,,,,,,,,,
20210120900703,2021-01-20,post_2018,087730,496225,이엠네트웍스,[기재정정]주권매매거래정지기간변경(회생절차 개시신청),[기재정정],suspension_related,주권매매거래정지기간변경(회생절차 개시신청),주권매매거래정지기간변경,회생절차 개시신청,0,no_link,no candidates within window,True,,,,,,,,,
20210104900051,2021-01-04,post_2018,016670,125725,디모아,[기재정정]주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),[기재정정],suspension_related,주권매매거래정지(사유발생),주권매매거래정지,사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20231207900088,2023-12-07,post_2018,386580,1572489,한화플러스제2호기업인수목적,[기재정정]주권매매거래정지(SPAC 합병(예비심사청구대상)),[기재정정],suspension_related,주권매매거래정지(예비심사청구대상),주권매매거래정지,예비심사청구대상,0,no_link,no candidates within window,False,,,,,,,,,
20231205900605,2023-12-05,post_2018,302550,1275665,리메드,"[기재정정]주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",[기재정정],suspension_related,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",주권매매거래정지,"주식의 병합, 분할 등 전자등록 변경, 말소",0,no_link,no candidates within window,False,,,,,,,,,
20191230800862,2019-12-30,post_2018,004920,127158,씨아이테크,[기재정정]매매거래정지및정지해제(중요내용공시),[기재정정],resumption_related,매매거래정지(중요내용공시),매매거래정지,중요내용공시,0,no_link,no candidates within window,False,,,,,,,,,
20191004900529,2019-10-04,post_2018,035480,255141,글로앤웰,[기재정정]주권매매거래정지해제(상장폐지에 따른 정리매매 개시),[기재정정],resumption_related,주권매매거래정지해제(상장폐지에 따른 정리매매 개시),주권매매거래정지해제,상장폐지에 따른 정리매매 개시,0,no_link,no candidates within window,True,,,,,,,,,
20240328800097,2024-03-28,post_2018,005110,163716,한창,[기재정정]매매거래정지및정지해제(풍문등조회공시)              ,[기재정정],resumption_related,매매거래정지(풍문등조회공시),매매거래정지,풍문등조회공시,0,no_link,no candidates within window,False,,,,,,,,,
20240214901016,2024-02-14,post_2018,222160,1037542,NPX,[기재정정]주권매매거래정지              (상장적격성 실질심사 대상(사유대상)),[기재정정],suspension_related,주권매매거래정지(사유대상),주권매매거래정지,사유대상,0,no_link,no candidates within window,False,,,,,,,,,
20200907900245,2020-09-07,post_2018,057880,410739,푸른소나무,[기재정정]주권매매거래정지(단일판매공급계약),[기재정정],suspension_related,주권매매거래정지(단일판매공급계약),주권매매거래정지,단일판매공급계약,0,no_link,no candidates within window,False,,,,,,,,,
20200904900564,2020-09-04,post_2018,083640,475976,인콘,"[기재정정]주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",[기재정정],suspension_related,"주권매매거래정지(주식의 병합, 분할 등 전자등록 변경, 말소)",주권매매거래정지,"주식의 병합, 분할 등 전자등록 변경, 말소",0,no_link,no candidates within window,False,,,,,,,,,
20200814902049,2020-08-14,post_2018,039310,264671,세중,[기재정정]주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),[기재정정],suspension_related,주권매매거래정지(사유발생),주권매매거래정지,사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20200805900060,2020-08-05,post_2018,044180,111218,KD,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),[기재정정],suspension_related,매매거래정지(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),매매거래정지,감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내,0,no_link,no candidates within window,False,,,,,,,,,
20200728800110,2020-07-28,post_2018,145210,453488,다이나믹디자인,[기재정정]채권은행등의관리절차해제,[기재정정],resumption_related,채권은행등의관리절차해제,,,0,no_link,no candidates within window,False,,,,,,,,,
20200713900454,2020-07-13,post_2018,206400,1043853,베노티앤알,[기재정정]주권매매거래정지(주권매매거래정지 사유취소),[기재정정],suspension_related,주권매매거래정지(주권매매거래정지 사유취소),주권매매거래정지,주권매매거래정지 사유취소,0,no_link,no candidates within window,False,,,,,,,,,
20210907900509,2021-09-07,post_2018,050320,245898,에스에이치엔엘,[기재정정]주권매매거래정지기간변경(개선기간 부여),[기재정정],suspension_related,주권매매거래정지기간변경(개선기간 부여),주권매매거래정지기간변경,개선기간 부여,0,no_link,no candidates within window,False,,,,,,,,,
20210825800494,2021-08-25,post_2018,042670,344287,에이치디현대인프라코어,[기재정정]매매거래정지및정지해제(중요내용공시),[기재정정],resumption_related,매매거래정지(중요내용공시),매매거래정지,중요내용공시,0,no_link,no candidates within window,False,,,,,,,,,
20220906900550,2022-09-06,post_2018,078650,477257,지나인제약,[기재정정]주권매매거래정지기간변경(개선기간 부여),[기재정정],suspension_related,주권매매거래정지기간변경(개선기간 부여),주권매매거래정지기간변경,개선기간 부여,0,no_link,no candidates within window,False,,,,,,,,,
20220906900547,2022-09-06,post_2018,178780,923826,일월지엠엘,[기재정정]주권매매거래정지기간변경(개선기간 부여),[기재정정],suspension_related,주권매매거래정지기간변경(개선기간 부여),주권매매거래정지기간변경,개선기간 부여,0,no_link,no candidates within window,False,,,,,,,,,
20220905900418,2022-09-05,post_2018,319660,1365825,피에스케이,[기재정정]주권매매거래정지(무상증자),[기재정정],suspension_related,주권매매거래정지(무상증자),주권매매거래정지,무상증자,0,no_link,no candidates within window,True,,,,,,,,,
20220816903047,2022-08-16,post_2018,082800,533191,비보존 제약,[기재정정]주권매매거래정지해제(풍문 등 조회결과 공시),[기재정정],resumption_related,주권매매거래정지해제(풍문 등 조회결과 공시),주권매매거래정지해제,풍문 등 조회결과 공시,0,no_link,no candidates within window,False,,,,,,,,,
20220816902970,2022-08-16,post_2018,052420,350048,오성첨단소재,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),[기재정정],suspension_related,매매거래정지(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),매매거래정지,감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내,0,no_link,no candidates within window,False,,,,,,,,,
20190828900580,2019-08-28,post_2018,149940,757816,모다,[기재정정]주권매매거래정지해제,[기재정정],resumption_related,주권매매거래정지해제,주권매매거래정지해제,,0,no_link,no candidates within window,False,,,,,,,,,
20241106900580,2024-11-06,post_2018,065150,390860,대산F&B,[기재정정]주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),[기재정정],suspension_related,주권매매거래정지기간변경(사유발생),주권매매거래정지기간변경,사유발생,0,no_link,no candidates within window,False,,,,,,,,,
20241029900334,2024-10-29,post_2018,036930,252135,주성엔지니어링,[기재정정]주권매매거래정지              (매매거래정지 취소),[기재정정],suspension_related,주권매매거래정지(매매거래정지 취소),주권매매거래정지,매매거래정지 취소,0,no_link,no candidates within window,False,,,,,,,,,
20201223900861,2020-12-23,post_2018,287410,1267602,제이시스메디칼,[기재정정]주권매매거래정지해제(상장예비심사결과 통지(승인)),[기재정정],resumption_related,주권매매거래정지해제(승인),주권매매거래정지해제,승인,0,no_link,no candidates within window,False,,,,,,,,,
