days,total_return,cagr,sharpe,mdd,source,variant,sleeve_size,max_position,max_new_per_day,turnover_proxy,hit_rate,average_exposure,average_cash
3037,-0.7018801632293354,-0.13549820724853145,-1.0011885230370097,-0.7143820984344358,random_control,r1d_lt_m3_hold1,0.05,0.01,5,5.869999999999999,0.3696763202725724,0.038722423444188345,0.6388816521279345
3037,-0.6304945707427458,-0.11288065314898899,-1.003497358548632,-0.6720769129348663,random_control,r1d_lt_m3_hold1,0.05,0.02,5,3.7199999999999993,0.37967914438502676,0.024497859729996706,0.4672885206117011
3037,-0.36717779866779576,-0.05356033609003796,-1.058548335279015,-0.37669731919665994,random_control,r1d_lt_m3_hold1,0.1,0.01,5,6.029999999999999,0.36650082918739635,0.01988804741521238,0.8180844741609387
3037,-0.7018801632293354,-0.13549820724853145,-1.0011885230370097,-0.7143820984344358,random_control,r1d_lt_m3_hold1,0.1,0.02,5,11.739999999999998,0.3696763202725724,0.038722423444188345,0.6388816521279345
3031,-0.04509741627413322,-0.005547200164691235,-0.4823228259269386,-0.060846321870523856,random_control,r1d_lt_m3_hold3,1.0,0.01,5,5.220000000000001,0.4099616858237548,0.022316067304519956,0.9580407609584728
3031,-0.09019483254826821,-0.011329779507598614,-0.48183908026702454,-0.12031157734957765,random_control,r1d_lt_m3_hold3,1.0,0.02,5,10.440000000000001,0.4099616858237548,0.04463213460903991,0.9160815219169449
3031,-0.8240328320294783,-0.18896257731050836,-0.6363468412440821,-0.8264546152430075,random_control,r1d_lt_m3_hold3,0.05,0.01,5,2.6399999999999997,0.38257575757575757,0.24209831738700102,0.29592609727967767
3031,-0.7197168360550024,-0.14215104245145616,-0.34665981205719426,-0.7538132278874068,random_control,r1d_lt_m3_hold3,0.05,0.02,5,2.8266666666666667,0.38509316770186336,0.33291542945122615,0.3534559066657361
3031,-0.45097416274128943,-0.06972933106759771,-0.46876671935694075,-0.5514880343025923,random_control,r1d_lt_m3_hold3,0.1,0.01,5,5.220000000000001,0.4099616858237548,0.22316067304519954,0.5804076095847521
3031,-0.8240328320294783,-0.18896257731050836,-0.6363468412440821,-0.8264546152430075,random_control,r1d_lt_m3_hold3,0.1,0.02,5,5.279999999999999,0.38257575757575757,0.24209831738700102,0.29592609727967767
3033,-0.042589397491114234,-0.0052292707322327825,-0.4027788253510854,-0.08709897411295497,random_control,r1d_lt_m3_hold5,1.0,0.01,5,4.75,0.4105263157894737,0.038852621167161226,0.9477064687036394
3033,-0.08517879498222769,-0.010667293908852127,-0.40134523873173317,-0.16883218453593973,random_control,r1d_lt_m3_hold5,1.0,0.02,5,9.5,0.4105263157894737,0.07770524233432245,0.895412937407279
3033,-0.4481801018210062,-0.06911590862650108,-0.08984770054138662,-0.8016244554852167,random_control,r1d_lt_m3_hold5,0.05,0.01,5,2.3049999999999997,0.4291845493562232,0.4165182987141444,0.240874752298008
3033,-0.6221482581150155,-0.11063095568511572,-0.2692074257609803,-0.6588879672637482,random_control,r1d_lt_m3_hold5,0.05,0.02,5,1.5116666666666667,0.4444444444444444,0.3699197714034509,0.25653032533478926
3033,-0.4073320299422418,-0.06107322642937385,-0.3370551293946841,-0.6622885890171845,random_control,r1d_lt_m3_hold5,0.1,0.01,5,4.41,0.40589569160997735,0.37784371909000986,0.485143932961388
3033,-0.4481801018210062,-0.06911590862650108,-0.08984770054138662,-0.8016244554852167,random_control,r1d_lt_m3_hold5,0.1,0.02,5,4.609999999999999,0.4291845493562232,0.4165182987141444,0.240874752298008
3031,-0.048834266025674755,-0.00601712334117277,-0.5112521532867685,-0.06497874211961674,random_control,r3d_lt_m7_hold3_crisis_only,1.0,0.01,5,5.41,0.41035120147874304,0.02372154404486968,0.9559498855128414
3031,-0.09766853205135084,-0.012312342275830557,-0.5112516166012834,-0.12849708725014497,random_control,r3d_lt_m7_hold3_crisis_only,1.0,0.02,5,10.82,0.41035120147874304,0.04744308808973936,0.9118997710256822
3031,-0.47016937143934634,-0.07371160108608488,-0.2148765650988874,-0.6390621761676387,random_control,r3d_lt_m7_hold3_crisis_only,0.05,0.01,5,3.6799999999999997,0.4173441734417344,0.3278126031012867,0.3440378132244199
3031,-0.6170984033336542,-0.1092754354146146,-0.27121462598555124,-0.7382705036085133,random_control,r3d_lt_m7_hold3_crisis_only,0.05,0.02,5,3.808333333333333,0.3926940639269406,0.39816342241284497,0.3937884672676939
3031,-0.48111723630026115,-0.07604004501584383,-0.49042681429058066,-0.5830098286871994,random_control,r3d_lt_m7_hold3_crisis_only,0.1,0.01,5,5.379999999999999,0.4107806691449814,0.23695150115473437,0.5617662091741976
3031,-0.47016937143934634,-0.07371160108608488,-0.2148765650988874,-0.6390621761676387,random_control,r3d_lt_m7_hold3_crisis_only,0.1,0.02,5,7.359999999999999,0.4173441734417344,0.3278126031012867,0.3440378132244199
