signal_date,regime_on,execution_date,calendar_gap_days,carrier_executable_quarter,quarter,sector_code,sector_name,d013_eligible_universe_count,raw_dynamic_top100_count,eligible_sector_count,raw_dynamic_sector_count,layer3_required_holdings,e014_top4_rank,e014_carrier_min_sector_stocks,thin_for_layer3_allocation,thin_for_e014_min3,d013_direct_top5_possible
2011-03-31,False,2011-04-01,1,True,2011Q1,11,에너지/유틸리티,98,100,1,1,0,,3,False,False,True
2011-03-31,False,2011-04-01,1,True,2011Q1,12,건설/부동산,98,100,3,3,1,3,3,False,False,True
2011-03-31,False,2011-04-01,1,True,2011Q1,99,기타,98,100,0,0,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,01,반도체/IT하드웨어,94,100,7,7,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,02,자동차/운송장비,94,100,9,9,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,03,2차전지/화학/소재,94,100,18,19,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,04,철강금속,94,100,7,7,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,05,조선/기계/산업재,94,100,8,9,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,06,금융,94,100,15,15,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,07,헬스케어,94,100,1,1,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,08,인터넷/게임/SW,94,100,12,13,1,4,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,09,소비재/유통,94,100,8,11,1,2,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,10,음식료,94,100,3,3,2,1,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,11,에너지/유틸리티,94,100,2,2,0,,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,12,건설/부동산,94,100,4,4,1,3,3,False,False,True
2011-06-30,False,2011-07-01,1,True,2011Q2,99,기타,94,100,0,0,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,01,반도체/IT하드웨어,100,100,6,6,2,1,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,02,자동차/운송장비,100,100,8,8,1,4,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,03,2차전지/화학/소재,100,100,21,21,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,04,철강금속,100,100,6,6,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,05,조선/기계/산업재,100,100,7,7,1,3,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,06,금융,100,100,15,15,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,07,헬스케어,100,100,2,2,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,08,인터넷/게임/SW,100,100,14,14,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,09,소비재/유통,100,100,13,13,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,10,음식료,100,100,4,4,1,2,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,11,에너지/유틸리티,100,100,1,1,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,12,건설/부동산,100,100,3,3,0,,3,False,False,True
2011-09-30,False,2011-10-04,4,True,2011Q3,99,기타,100,100,0,0,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,01,반도체/IT하드웨어,97,100,8,9,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,02,자동차/운송장비,97,100,9,9,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,03,2차전지/화학/소재,97,100,20,20,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,04,철강금속,97,100,4,4,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,05,조선/기계/산업재,97,100,8,8,1,4,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,06,금융,97,100,14,15,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,07,헬스케어,97,100,3,3,1,3,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,08,인터넷/게임/SW,97,100,12,12,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,09,소비재/유통,97,100,10,11,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,10,음식료,97,100,5,5,1,2,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,11,에너지/유틸리티,97,100,1,1,0,,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,12,건설/부동산,97,100,3,3,2,1,3,False,False,True
2011-12-29,False,2012-01-02,4,True,2011Q4,99,기타,97,100,0,0,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,01,반도체/IT하드웨어,99,100,9,9,1,4,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,02,자동차/운송장비,99,100,10,10,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,03,2차전지/화학/소재,99,100,20,20,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,04,철강금속,99,100,6,6,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,05,조선/기계/산업재,99,100,9,9,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,06,금융,99,100,13,13,1,3,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,07,헬스케어,99,100,4,4,2,1,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,08,인터넷/게임/SW,99,100,12,12,1,2,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,09,소비재/유통,99,100,7,7,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,10,음식료,99,100,3,4,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,11,에너지/유틸리티,99,100,2,2,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,12,건설/부동산,99,100,4,4,0,,3,False,False,True
2012-03-30,False,2012-04-02,3,True,2012Q1,99,기타,99,100,0,0,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,01,반도체/IT하드웨어,95,100,8,8,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,02,자동차/운송장비,95,100,8,8,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,03,2차전지/화학/소재,95,100,18,19,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,04,철강금속,95,100,5,5,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,05,조선/기계/산업재,95,100,9,10,1,4,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,06,금융,95,100,15,16,1,3,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,07,헬스케어,95,100,3,3,2,1,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,08,인터넷/게임/SW,95,100,12,12,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,09,소비재/유통,95,100,8,8,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,10,음식료,95,100,4,5,1,2,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,11,에너지/유틸리티,95,100,1,2,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,12,건설/부동산,95,100,4,4,0,,3,False,False,True
2012-06-29,False,2012-07-02,3,True,2012Q2,99,기타,95,100,0,0,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,01,반도체/IT하드웨어,97,100,7,7,2,1,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,02,자동차/운송장비,97,100,7,7,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,03,2차전지/화학/소재,97,100,16,16,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,04,철강금속,97,100,3,3,1,3,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,05,조선/기계/산업재,97,100,10,11,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,06,금융,97,100,12,12,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,07,헬스케어,97,100,4,4,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,08,인터넷/게임/SW,97,100,16,17,1,4,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,09,소비재/유통,97,100,12,13,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,10,음식료,97,100,5,5,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,11,에너지/유틸리티,97,100,2,2,0,,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,12,건설/부동산,97,100,3,3,1,2,3,False,False,True
2012-09-28,False,2012-10-02,4,True,2012Q3,99,기타,97,100,0,0,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,01,반도체/IT하드웨어,91,100,7,9,1,2,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,02,자동차/운송장비,91,100,8,8,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,03,2차전지/화학/소재,91,100,16,16,1,4,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,04,철강금속,91,100,4,5,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,05,조선/기계/산업재,91,100,8,11,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,06,금융,91,100,12,12,1,3,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,07,헬스케어,91,100,4,5,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,08,인터넷/게임/SW,91,100,14,14,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,09,소비재/유통,91,100,8,10,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,10,음식료,91,100,5,5,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,11,에너지/유틸리티,91,100,2,2,0,,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,12,건설/부동산,91,100,3,3,2,1,3,False,False,True
2012-12-28,False,2013-01-02,5,True,2012Q4,99,기타,91,100,0,0,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,01,반도체/IT하드웨어,98,100,10,10,1,4,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,02,자동차/운송장비,98,100,8,8,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,03,2차전지/화학/소재,98,100,12,12,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,04,철강금속,98,100,4,4,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,05,조선/기계/산업재,98,100,8,8,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,06,금융,98,100,17,17,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,07,헬스케어,98,100,4,4,2,1,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,08,인터넷/게임/SW,98,100,14,14,1,3,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,09,소비재/유통,98,100,11,12,1,2,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,10,음식료,98,100,4,5,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,11,에너지/유틸리티,98,100,2,2,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,12,건설/부동산,98,100,4,4,0,,3,False,False,True
2013-03-29,False,2013-04-01,3,True,2013Q1,99,기타,98,100,0,0,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,01,반도체/IT하드웨어,95,100,9,9,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,02,자동차/운송장비,95,100,7,7,2,1,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,03,2차전지/화학/소재,95,100,14,16,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,04,철강금속,95,100,4,4,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,05,조선/기계/산업재,95,100,10,11,1,3,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,06,금융,95,100,14,14,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,07,헬스케어,95,100,3,3,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,08,인터넷/게임/SW,95,100,16,16,1,2,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,09,소비재/유통,95,100,8,10,1,4,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,10,음식료,95,100,5,5,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,11,에너지/유틸리티,95,100,2,2,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,12,건설/부동산,95,100,3,3,0,,3,False,False,True
2013-06-28,False,2013-07-01,3,True,2013Q2,99,기타,95,100,0,0,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,01,반도체/IT하드웨어,94,100,8,9,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,02,자동차/운송장비,94,100,8,10,1,4,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,03,2차전지/화학/소재,94,100,16,16,1,2,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,04,철강금속,94,100,5,5,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,05,조선/기계/산업재,94,100,8,8,1,3,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,06,금융,94,100,12,13,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,07,헬스케어,94,100,3,3,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,08,인터넷/게임/SW,94,100,16,16,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,09,소비재/유통,94,100,7,7,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,10,음식료,94,100,4,5,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,11,에너지/유틸리티,94,100,2,2,0,,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,12,건설/부동산,94,100,5,6,2,1,3,False,False,True
2013-09-30,False,2013-10-01,1,True,2013Q3,99,기타,94,100,0,0,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,01,반도체/IT하드웨어,92,100,8,10,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,02,자동차/운송장비,92,100,9,9,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,03,2차전지/화학/소재,92,100,11,12,1,3,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,04,철강금속,92,100,3,3,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,05,조선/기계/산업재,92,100,8,9,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,06,금융,92,100,16,16,2,1,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,07,헬스케어,92,100,2,2,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,08,인터넷/게임/SW,92,100,16,17,1,2,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,09,소비재/유통,92,100,7,10,1,4,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,10,음식료,92,100,5,5,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,11,에너지/유틸리티,92,100,2,2,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,12,건설/부동산,92,100,5,5,0,,3,False,False,True
2013-12-30,False,2014-01-02,3,True,2013Q4,99,기타,92,100,0,0,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,01,반도체/IT하드웨어,96,100,8,8,1,4,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,02,자동차/운송장비,96,100,10,10,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,03,2차전지/화학/소재,96,100,14,15,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,04,철강금속,96,100,3,3,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,05,조선/기계/산업재,96,100,9,10,1,3,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,06,금융,96,100,14,15,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,07,헬스케어,96,100,3,3,1,2,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,08,인터넷/게임/SW,96,100,18,18,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,09,소비재/유통,96,100,8,8,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,10,음식료,96,100,3,3,2,1,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,11,에너지/유틸리티,96,100,2,2,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,12,건설/부동산,96,100,4,5,0,,3,False,False,True
2014-03-31,False,2014-04-01,1,True,2014Q1,99,기타,96,100,0,0,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,01,반도체/IT하드웨어,93,100,8,8,1,3,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,02,자동차/운송장비,93,100,8,9,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,03,2차전지/화학/소재,93,100,16,17,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,04,철강금속,93,100,3,5,1,4,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,05,조선/기계/산업재,93,100,4,6,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,06,금융,93,100,15,15,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,07,헬스케어,93,100,2,3,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,08,인터넷/게임/SW,93,100,18,18,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,09,소비재/유통,93,100,10,10,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,10,음식료,93,100,3,3,2,1,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,11,에너지/유틸리티,93,100,2,2,0,,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,12,건설/부동산,93,100,4,4,1,2,3,False,False,True
2014-06-30,False,2014-07-01,1,True,2014Q2,99,기타,93,100,0,0,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,01,반도체/IT하드웨어,96,100,8,8,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,02,자동차/운송장비,96,100,7,7,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,03,2차전지/화학/소재,96,100,13,13,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,04,철강금속,96,100,3,3,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,05,조선/기계/산업재,96,100,8,8,1,2,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,06,금융,96,100,14,14,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,07,헬스케어,96,100,2,2,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,08,인터넷/게임/SW,96,100,16,19,1,4,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,09,소비재/유통,96,100,15,16,1,3,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,10,음식료,96,100,5,5,2,1,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,11,에너지/유틸리티,96,100,1,1,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,12,건설/부동산,96,100,4,4,0,,3,False,False,True
2014-09-30,False,2014-10-01,1,True,2014Q3,99,기타,96,100,0,0,0,,3,False,False,True
2014-12-30,False,2015-01-02,3,True,2014Q4,01,반도체/IT하드웨어,96,100,8,9,1,3,3,False,False,True
2014-12-30,False,2015-01-02,3,True,2014Q4,02,자동차/운송장비,96,100,8,8,0,,3,False,False,True
