cycle,bbs_seq,reg_dt,is_tier1,index_name,ticker,company_name,source_file,source_file_sha256,source_class,source_record_type,parse_status,caveat
2021-06,734,2021-05-25,yes,KOSPI 200,000720,현대건설,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,000810,삼성화재,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,000880,한화,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,000990,DB하이텍,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001040,CJ,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001060,JW중외제약,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001120,LG상사,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001230,동국제강,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001440,대한전선,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001450,현대해상,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001680,대상,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001740,SK네트웍스,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,001800,오리온홀딩스,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,002350,넥센타이어,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,002380,KCC,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,002790,아모레G,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003000,부광약품,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003090,대웅,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003230,삼양식품,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003240,태광산업,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003410,쌍용C&E,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003490,대한항공,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003520,영진약품,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003550,LG,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003670,포스코케미칼,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,003850,보령제약,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,004000,롯데정밀화학,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,004020,현대제철,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,004170,신세계,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,004370,농심,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,004490,세방전지,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,004800,효성,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,004990,롯데지주,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005250,녹십자홀딩스,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005300,롯데칠성,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005380,현대차,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005440,현대그린푸드,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005490,POSCO,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005830,DB손해보험,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005930,삼성전자,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,005940,NH투자증권,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006040,동원산업,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006120,SK디스커버리,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006260,LS,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006280,녹십자,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006360,GS건설,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006400,삼성SDI,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006650,대한유화,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,006800,미래에셋증권,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,007070,GS리테일,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,007310,오뚜기,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,007570,일양약품,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,007700,F&F 홀딩스,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,008560,메리츠증권,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,008770,호텔신라,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,008930,한미사이언스,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,009150,삼성전기,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,009240,한샘,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,009420,한올바이오파마,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,009540,한국조선해양,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
2021-06,734,2021-05-25,yes,KOSPI 200,009830,한화솔루션,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,B_snapshot_with_change_detail,snapshot_with_change_detail,parsed_snapshot_from_kospi200_구성종목_sheet,user_renamed_filename_authoritative_cycle_per_Referee_high_confidence_mapping; snapshot represents post-effective-date constituents for this cycle
