event_id,review_cycle,announcement_dt,announcement_time,effective_dt,index_name,side,ticker,company_name,source_class,source_record_type,source_id_or_url,source_file,source_file_sha256,prev_snapshot_file,prev_snapshot_sha256,prev_snapshot_cycle,tier1_status,parse_status,caveat
BX01-DIFF-774-0013,2021-12,2021-11-24,,,KOSPI 200,deletion,007570,일양약품,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0014,2021-12,2021-11-24,,,KOSPI 200,deletion,007700,F&F 홀딩스,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0015,2021-12,2021-11-24,,,KOSPI 200,deletion,012630,HDC,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0016,2021-12,2021-11-24,,,KOSPI 200,deletion,071840,롯데하이마트,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0017,2021-12,2021-11-24,,,KOSPI 200,deletion,108670,LG하우시스,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0018,2021-12,2021-11-24,,,KOSPI 200,deletion,115390,락앤락,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0019,2021-12,2021-11-24,,,KOSPI 200,deletion,214320,이노션,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0020,2021-12,2021-11-24,,,KOSPI 200,deletion,383800,LX홀딩스,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-00789-SPECIAL,,2022-02-22,,,,addition,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=789,,,,,,out_of_tier1,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-DIFF-799-0021,2022-06,2022-05-24,,,KOSPI 200,addition,000060,메리츠화재,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0022,2022-06,2022-05-24,,,KOSPI 200,addition,039130,하나투어,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0023,2022-06,2022-05-24,,,KOSPI 200,addition,137310,에스디바이오센서,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0024,2022-06,2022-05-24,,,KOSPI 200,addition,271940,일진하이솔루스,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0025,2022-06,2022-05-24,,,KOSPI 200,addition,300720,한일시멘트,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0026,2022-06,2022-05-24,,,KOSPI 200,addition,373220,LG에너지솔루션,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0027,2022-06,2022-05-24,,,KOSPI 200,addition,381970,케이카,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0028,2022-06,2022-05-24,,,KOSPI 200,addition,383220,F&F,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0029,2022-06,2022-05-24,,,KOSPI 200,deletion,002350,넥센타이어,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0030,2022-06,2022-05-24,,,KOSPI 200,deletion,003000,부광약품,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0031,2022-06,2022-05-24,,,KOSPI 200,deletion,003520,영진약품,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0032,2022-06,2022-05-24,,,KOSPI 200,deletion,006120,SK디스커버리,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0033,2022-06,2022-05-24,,,KOSPI 200,deletion,049770,동원F&B,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0034,2022-06,2022-05-24,,,KOSPI 200,deletion,064960,SNT모티브,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0035,2022-06,2022-05-24,,,KOSPI 200,deletion,079160,CJ CGV,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-799-0036,2022-06,2022-05-24,,,KOSPI 200,deletion,192400,쿠쿠홀딩스,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=799,22.6.xlsx,62f5385fc780f73c28146d2b471edfd35d49fec0a6e7eb9ac6cb98672ca9bd30,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,2021-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-861-0039,2023-06,2023-05-18,,,KOSPI 200,addition,001570,금양,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=861,23.6.xlsx,2af53cd63d996c3fb11acda60a9ec3848d93df35465b583e02984a04ffe41ee5,22.12.xlsx,a80b67a937f65fd4a0bc2a4b62ee8fa5f6707ebc999bec2893a93a1c08e64718,2022-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-861-0040,2023-06,2023-05-18,,,KOSPI 200,addition,003230,삼양식품,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=861,23.6.xlsx,2af53cd63d996c3fb11acda60a9ec3848d93df35465b583e02984a04ffe41ee5,22.12.xlsx,a80b67a937f65fd4a0bc2a4b62ee8fa5f6707ebc999bec2893a93a1c08e64718,2022-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-861-0041,2023-06,2023-05-18,,,KOSPI 200,addition,005420,코스모화학,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=861,23.6.xlsx,2af53cd63d996c3fb11acda60a9ec3848d93df35465b583e02984a04ffe41ee5,22.12.xlsx,a80b67a937f65fd4a0bc2a4b62ee8fa5f6707ebc999bec2893a93a1c08e64718,2022-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-861-0042,2023-06,2023-05-18,,,KOSPI 200,addition,139130,DGB금융지주,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=861,23.6.xlsx,2af53cd63d996c3fb11acda60a9ec3848d93df35465b583e02984a04ffe41ee5,22.12.xlsx,a80b67a937f65fd4a0bc2a4b62ee8fa5f6707ebc999bec2893a93a1c08e64718,2022-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-861-0043,2023-06,2023-05-18,,,KOSPI 200,addition,175330,JB금융지주,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=861,23.6.xlsx,2af53cd63d996c3fb11acda60a9ec3848d93df35465b583e02984a04ffe41ee5,22.12.xlsx,a80b67a937f65fd4a0bc2a4b62ee8fa5f6707ebc999bec2893a93a1c08e64718,2022-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-861-0044,2023-06,2023-05-18,,,KOSPI 200,deletion,000060,메리츠화재,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=861,23.6.xlsx,2af53cd63d996c3fb11acda60a9ec3848d93df35465b583e02984a04ffe41ee5,22.12.xlsx,a80b67a937f65fd4a0bc2a4b62ee8fa5f6707ebc999bec2893a93a1c08e64718,2022-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-861-0045,2023-06,2023-05-18,,,KOSPI 200,deletion,005440,현대그린푸드,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=861,23.6.xlsx,2af53cd63d996c3fb11acda60a9ec3848d93df35465b583e02984a04ffe41ee5,22.12.xlsx,a80b67a937f65fd4a0bc2a4b62ee8fa5f6707ebc999bec2893a93a1c08e64718,2022-12,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
