event_id,review_cycle,announcement_dt,announcement_time,effective_dt,side,ticker,company_name,event_type,source_id_or_url,parse_status,caveat
BX01-00261-SPECIAL,,2013-03-28,,,deletion,,,special,KRX MDCINFO005 bbsSeq=261,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00262-SPECIAL,,2013-04-02,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=262,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00264-SPECIAL,,2013-04-18,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=264,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00265-SPECIAL,,2013-04-23,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=265,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00269-CYCLE,,2013-05-28,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=269,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00271-SPECIAL,,2013-06-07,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=271,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00274-SPECIAL,,2013-07-08,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=274,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00280-SPECIAL,,2013-08-16,,,deletion,,,special,KRX MDCINFO005 bbsSeq=280,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00282-SPECIAL,,2013-08-29,,,deletion,,,special,KRX MDCINFO005 bbsSeq=282,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00286-SPECIAL,,2013-09-30,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=286,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00294-SPECIAL,,2014-02-10,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=294,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00300-SPECIAL,,2014-03-24,,,deletion,,,special,KRX MDCINFO005 bbsSeq=300,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00301-SPECIAL,,2014-04-01,,,deletion,,,special,KRX MDCINFO005 bbsSeq=301,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00304-CYCLE,,2014-05-29,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=304,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00314-SPECIAL,,2014-06-27,,,deletion,,,special,KRX MDCINFO005 bbsSeq=314,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00319-SPECIAL,,2014-08-28,,,split_action,,,special,KRX MDCINFO005 bbsSeq=319,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00330-SPECIAL,,2014-10-22,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=330,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00362-SPECIAL,,2014-12-16,,,addition,,,special,KRX MDCINFO005 bbsSeq=362,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00367-SPECIAL,,2014-12-26,,,addition,,삼성에스디에스(주,special,KRX MDCINFO005 bbsSeq=367,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s*의\s+K; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00368-SPECIAL,,2015-01-12,,,addition,,제일모직(주,special,KRX MDCINFO005 bbsSeq=368,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s*의\s+K; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00381-SPECIAL,,2015-03-26,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=381,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00397-SPECIAL,,2015-06-22,,,deletion,,,special,KRX MDCINFO005 bbsSeq=397,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00407-SPECIAL,,2015-07-27,,,deletion,,,special,KRX MDCINFO005 bbsSeq=407,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00409-SPECIAL,,2015-08-18,,,deletion,,,special,KRX MDCINFO005 bbsSeq=409,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00410-SPECIAL,,2015-08-19,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=410,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00436-CYCLE,,2015-12-07,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=436,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00450-SPECIAL,,2016-03-11,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=450,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00458-CYCLE,,2016-05-25,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=458,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00480-SPECIAL,,2016-10-12,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=480,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00484-SPECIAL,,2016-10-28,,,supplemental,,대우조선해양,special,KRX MDCINFO005 bbsSeq=484,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+관련\s+; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00493-SPECIAL,,2016-12-14,,,supplemental,,,special,KRX MDCINFO005 bbsSeq=493,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00505-SPECIAL,,2017-03-30,,,deletion,,,special,KRX MDCINFO005 bbsSeq=505,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00508-CYCLE,,2017-05-17,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=508,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00509-SPECIAL,,2017-05-23,,,split_action,,주)오리온 및 제일약품(주)의,special,KRX MDCINFO005 bbsSeq=509,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00519-SPECIAL,,2017-07-28,,,addition,,카카오,special,KRX MDCINFO005 bbsSeq=519,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+이전상장에; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00525-SPECIAL,,2017-10-24,,,split_action,,주)BGF리테일 및 동아타이어공업(주)의,special,KRX MDCINFO005 bbsSeq=525,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00527-SPECIAL,,2017-11-21,,,split_action,,SK케미칼(주) 및 쿠쿠전자(주)의,special,KRX MDCINFO005 bbsSeq=527,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00531-CYCLE,2017-12,2017-12-07,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=531,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2017년 12월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00533-CYCLE,2017-12,2017-12-11,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=533,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2017년 12월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00544-SPECIAL,,2018-03-06,,,addition,,셀트리온,special,KRX MDCINFO005 bbsSeq=544,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+이전상장에; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00547-SPECIAL,,2018-03-07,,,addition,,,special,KRX MDCINFO005 bbsSeq=547,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00553-SPECIAL,,2018-04-20,,,split_action,,현대산업개발의,special,KRX MDCINFO005 bbsSeq=553,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00554-SPECIAL,,2018-05-23,,,split_action,,효성의,special,KRX MDCINFO005 bbsSeq=554,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00555-CYCLE,,2018-05-24,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=555,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00561-CYCLE,,2018-06-05,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=561,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00563-CYCLE,2018-06,2018-06-07,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=563,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2018년 6월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00569-SPECIAL,,2018-06-21,,,split_action,,한일시멘트,special,KRX MDCINFO005 bbsSeq=569,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00578-SPECIAL,,2018-08-23,,,split_action,,세아제강의,special,KRX MDCINFO005 bbsSeq=578,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00593-SPECIAL,,2018-12-06,,,split_action,,,special,KRX MDCINFO005 bbsSeq=593,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00595-CYCLE,2018-12,2018-12-07,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=595,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2018년 12월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00598-CYCLE,,2018-12-11,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=598,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00613-CYCLE,,2019-05-21,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=613,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00619-CYCLE,2019-06,2019-06-07,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=619,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2019년 6월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00622-CYCLE,,2019-06-10,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=622,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00641-CYCLE,,2019-12-05,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=641,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00667-CYCLE,,2020-05-27,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=667,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00696-CYCLE,2020-12,2020-11-25,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=696,metadata_only__constituents_gated_on_attachment_download,title-month-only:'12월 정기변경'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00734-CYCLE,2021-06,2021-05-25,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=734,metadata_only__constituents_gated_on_attachment_download,title-month-only:'6월 정기변경'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00758-SPECIAL,,2021-08-31,,,addition,,,special,KRX MDCINFO005 bbsSeq=758,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00759-SPECIAL,,2021-08-31,,,addition,,,special,KRX MDCINFO005 bbsSeq=759,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00773-SPECIAL,,2021-11-24,,,addition,,,special,KRX MDCINFO005 bbsSeq=773,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00774-CYCLE,2021-12,2021-11-24,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=774,metadata_only__constituents_gated_on_attachment_download,title-month-only:'12월 정기변경'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00789-SPECIAL,,2022-02-22,,,addition,,,special,KRX MDCINFO005 bbsSeq=789,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00799-CYCLE,2022-06,2022-05-24,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=799,metadata_only__constituents_gated_on_attachment_download,title-month-only:'6월 정기변경'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation
BX01-00861-CYCLE,2023-06,2023-05-18,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=861,metadata_only__constituents_gated_on_attachment_download,"title-cycle:""'23.6월""; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation"
BX01-00899-CYCLE,2023-12,2023-11-23,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=899,metadata_only__constituents_gated_on_attachment_download,"title-cycle:""'23.12월""; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation"
BX01-00907-SPECIAL,,2023-12-08,,,addition,,,special,KRX MDCINFO005 bbsSeq=907,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00921-SPECIAL,,2024-01-23,,,addition,,포스코DX,special,KRX MDCINFO005 bbsSeq=921,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+이전상장에; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table
BX01-00939-CYCLE,2024-06,2024-05-24,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=939,metadata_only__constituents_gated_on_attachment_download,"title-cycle:""'24.6월""; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation"
BX01-00979-CYCLE,2024-12,2024-11-21,,,cycle,,,regular_review,KRX MDCINFO005 bbsSeq=979,metadata_only__constituents_gated_on_attachment_download,"title-cycle:""'24.12월""; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation"
