signal_date,sector_code,sector_name,n_stocks,n_foreign_positive,n_relative_strength_positive,n_strict_positive,sector_breadth_value,sector_breadth_strict,breadth_score,eligible_for_score
2023-06-30,01,반도체/IT하드웨어,15,8,12,7,0.5333333333333333,0.4666666666666667,0.28417970115145486,True
2023-06-30,02,자동차/운송장비,11,10,11,10,0.9090909090909091,0.9090909090909091,1.9549274743640352,True
2023-06-30,03,2차전지/화학/소재,24,7,11,4,0.2916666666666667,0.16666666666666666,-0.8487246108214594,True
2023-06-30,04,철강금속,3,1,3,1,0.3333333333333333,0.3333333333333333,-0.21933332639206266,True
2023-06-30,05,조선/기계/산업재,11,9,10,8,0.8181818181818182,0.7272727272727273,1.268318800441057,True
2023-06-30,06,금융,10,3,2,1,0.3,0.1,-1.1004811245932182,True
2023-06-30,07,헬스케어,5,3,3,3,0.6,0.6,0.7876927286949722,True
2023-06-30,08,인터넷/게임/SW,9,2,4,1,0.2222222222222222,0.1111111111111111,-1.0585217056312584,True
2023-06-30,09,소비재/유통,6,2,3,1,0.3333333333333333,0.16666666666666666,-0.8487246108214594,True
2023-06-30,10,음식료,2,1,1,1,0.5,,,False
2023-06-30,11,에너지/유틸리티,1,1,1,1,1.0,,,False
2023-06-30,12,건설/부동산,3,1,1,1,0.3333333333333333,0.3333333333333333,-0.21933332639206266,True
2023-09-27,01,반도체/IT하드웨어,11,5,5,2,0.45454545454545453,0.18181818181818182,-0.7834805321356363,True
2023-09-27,02,자동차/운송장비,10,7,8,6,0.7,0.6,1.2587696126553058,True
2023-09-27,03,2차전지/화학/소재,13,5,4,1,0.38461538461538464,0.07692307692307693,-1.2957506353440666,True
2023-09-27,04,철강금속,5,1,2,1,0.2,0.2,-0.6946870475795084,True
2023-09-27,05,조선/기계/산업재,14,7,8,3,0.5,0.21428571428571427,-0.624920738285408,True
2023-09-27,06,금융,13,9,10,9,0.6923076923076923,0.6923076923076923,1.7095673034787247,True
2023-09-27,07,헬스케어,6,1,3,1,0.16666666666666666,0.16666666666666666,-0.8574751025990763,True
2023-09-27,08,인터넷/게임/SW,14,7,8,5,0.5,0.35714285714285715,0.07274235465559727,True
2023-09-27,09,소비재/유통,6,3,4,2,0.5,0.3333333333333333,-0.04353482750123706,True
2023-09-27,10,음식료,5,3,5,3,0.6,0.6,1.2587696126553058,True
2023-09-27,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2023-09-27,12,건설/부동산,2,0,2,0,0.0,,,False
2023-12-28,01,반도체/IT하드웨어,9,5,3,3,0.5555555555555556,0.3333333333333333,0.04815638237828391,True
2023-12-28,02,자동차/운송장비,11,9,5,4,0.8181818181818182,0.36363636363636365,0.2978561428582735,True
2023-12-28,03,2차전지/화학/소재,14,8,5,4,0.5714285714285714,0.2857142857142857,-0.3442289555188422,True
2023-12-28,04,철강금속,3,1,1,1,0.3333333333333333,0.3333333333333333,0.04815638237828391,True
2023-12-28,05,조선/기계/산업재,11,6,8,4,0.5454545454545454,0.36363636363636365,0.2978561428582735,True
2023-12-28,06,금융,20,10,10,6,0.5,0.3,-0.22651335414970433,True
2023-12-28,07,헬스케어,7,4,5,3,0.5714285714285714,0.42857142857142855,0.8329270581725362,True
2023-12-28,08,인터넷/게임/SW,15,9,10,7,0.6,0.4666666666666667,1.1468353284902373,True
2023-12-28,09,소비재/유통,5,3,2,2,0.6,0.4,0.5974958554342609,True
2023-12-28,10,음식료,1,1,0,0,1.0,,,False
2023-12-28,11,에너지/유틸리티,1,1,0,0,1.0,,,False
2023-12-28,12,건설/부동산,3,1,2,0,0.3333333333333333,0.0,-2.698540982901599,True
2024-03-29,01,반도체/IT하드웨어,18,12,14,9,0.6666666666666666,0.5,0.32645175562231527,True
2024-03-29,02,자동차/운송장비,8,6,6,5,0.75,0.625,1.0404858042465959,True
2024-03-29,03,2차전지/화학/소재,17,10,8,5,0.5882352941176471,0.29411764705882354,-0.8496043244647352,True
2024-03-29,04,철강금속,1,0,0,0,0.0,,,False
2024-03-29,05,조선/기계/산업재,13,7,9,7,0.5384615384615384,0.5384615384615384,0.5461545398144014,True
2024-03-29,06,금융,16,12,7,5,0.75,0.3125,-0.7445993173141058,True
2024-03-29,07,헬스케어,8,7,7,6,0.875,0.75,1.7545198528708765,True
2024-03-29,08,인터넷/게임/SW,11,4,4,3,0.36363636363636365,0.2727272727272727,-0.9717919691491043,True
2024-03-29,09,소비재/유통,4,2,1,1,0.5,0.25,-1.101616341626246,True
2024-03-29,10,음식료,1,1,1,1,1.0,,,False
2024-03-29,11,에너지/유틸리티,1,1,0,0,1.0,,,False
2024-03-29,12,건설/부동산,2,1,1,1,0.5,,,False
2024-06-28,01,반도체/IT하드웨어,16,11,5,4,0.6875,0.25,-0.18530114817101487,True
2024-06-28,02,자동차/운송장비,9,7,7,6,0.7777777777777778,0.6666666666666666,2.0686872326602788,True
2024-06-28,03,2차전지/화학/소재,17,5,9,3,0.29411764705882354,0.17647058823529413,-0.5830638036118314,True
2024-06-28,04,철강금속,2,2,0,0,1.0,,,False
2024-06-28,05,조선/기계/산업재,15,8,9,5,0.5333333333333333,0.3333333333333333,0.2654965279952438,True
2024-06-28,06,금융,16,7,6,4,0.4375,0.25,-0.18530114817101487,True
2024-06-28,07,헬스케어,4,3,3,2,0.75,0.5,1.1670918803277615,True
2024-06-28,08,인터넷/게임/SW,11,5,2,2,0.45454545454545453,0.18181818181818182,-0.554135610488863,True
2024-06-28,09,소비재/유통,3,1,2,0,0.3333333333333333,0.0,-1.5376941766697911,True
2024-06-28,10,음식료,5,1,2,1,0.2,0.2,-0.4557797538707701,True
2024-06-28,11,에너지/유틸리티,2,1,1,0,0.5,,,False
2024-09-30,01,반도체/IT하드웨어,13,7,6,5,0.5384615384615384,0.38461538461538464,0.3060150136525694,True
2024-09-30,02,자동차/운송장비,9,6,3,2,0.6666666666666666,0.2222222222222222,-1.0514288356276729,True
2024-09-30,03,2차전지/화학/소재,19,9,17,8,0.47368421052631576,0.42105263157894735,0.6105938274799917,True
2024-09-30,04,철강금속,4,1,3,1,0.25,0.25,-0.8192344929876313,True
2024-09-30,05,조선/기계/산업재,16,9,11,7,0.5625,0.4375,0.748077319832648,True
2024-09-30,06,금융,12,7,7,6,0.5833333333333334,0.5,1.270514590772741,True
2024-09-30,07,헬스케어,6,2,4,1,0.3333333333333333,0.16666666666666666,-1.5158175209077556,True
2024-09-30,08,인터넷/게임/SW,12,6,10,6,0.5,0.5,1.270514590772741,True
2024-09-30,09,소비재/유통,2,2,1,1,1.0,,,False
2024-09-30,10,음식료,4,1,4,1,0.25,0.25,-0.8192344929876313,True
2024-09-30,11,에너지/유틸리티,2,2,0,0,1.0,,,False
2024-09-30,12,건설/부동산,1,0,1,0,0.0,,,False
2024-12-30,01,반도체/IT하드웨어,14,4,7,3,0.2857142857142857,0.21428571428571427,-0.17660014520937647,True
2024-12-30,02,자동차/운송장비,9,4,5,2,0.4444444444444444,0.2222222222222222,-0.11427068219430246,True
2024-12-30,03,2차전지/화학/소재,12,3,5,0,0.25,0.0,-1.8594956466163748,True
2024-12-30,04,철강금속,2,0,0,0,0.0,,,False
2024-12-30,05,조선/기계/산업재,16,8,11,6,0.5,0.375,1.0855714808458723,True
2024-12-30,06,금융,16,5,4,2,0.3125,0.125,-0.877806604128959,True
2024-12-30,07,헬스케어,9,6,6,4,0.6666666666666666,0.4444444444444444,1.6309542822277698,True
2024-12-30,08,인터넷/게임/SW,12,6,5,2,0.5,0.16666666666666666,-0.5505769232998206,True
2024-12-30,09,소비재/유통,4,1,3,1,0.25,0.25,0.10388243835845667,True
2024-12-30,10,음식료,3,1,2,1,0.3333333333333333,0.3333333333333333,0.7583418000167337,True
2024-12-30,11,에너지/유틸리티,2,1,0,0,0.5,,,False
2024-12-30,12,건설/부동산,1,1,1,1,1.0,,,False
2025-03-31,01,반도체/IT하드웨어,14,5,5,2,0.35714285714285715,0.14285714285714285,-1.0675815947801284,True
2025-03-31,02,자동차/운송장비,8,5,4,3,0.625,0.375,0.6651281451312776,True
2025-03-31,03,2차전지/화학/소재,18,3,9,3,0.16666666666666666,0.16666666666666666,-0.8898677753020354,True
2025-03-31,04,철강금속,5,2,5,2,0.4,0.4,0.8517276555832753,True
2025-03-31,05,조선/기계/산업재,12,5,5,2,0.4166666666666667,0.16666666666666666,-0.8898677753020354,True
2025-03-31,06,금융,15,2,5,1,0.13333333333333333,0.06666666666666667,-1.6362658171100257,True
2025-03-31,07,헬스케어,5,2,3,2,0.4,0.4,0.8517276555832753,True
2025-03-31,08,인터넷/게임/SW,13,9,5,4,0.6923076923076923,0.3076923076923077,0.1627448477605151,True
2025-03-31,09,소비재/유통,4,3,2,2,0.75,0.5,1.5981256973912654,True
2025-03-31,10,음식료,3,1,2,1,0.3333333333333333,0.3333333333333333,0.3541289610446149,True
2025-03-31,11,에너지/유틸리티,2,1,1,0,0.5,,,False
2025-03-31,12,건설/부동산,1,1,1,1,1.0,,,False
2025-06-30,01,반도체/IT하드웨어,13,11,9,9,0.8461538461538461,0.6923076923076923,1.843363772880856,True
2025-06-30,02,자동차/운송장비,8,4,2,1,0.5,0.125,-1.3623669554953253,True
2025-06-30,03,2차전지/화학/소재,16,9,10,7,0.5625,0.4375,0.40350166606782545,True
2025-06-30,04,철강금속,5,3,4,2,0.6,0.4,0.1915974314802475,True
2025-06-30,05,조선/기계/산업재,9,3,5,2,0.3333333333333333,0.2222222222222222,-0.8129856065645674,True
2025-06-30,06,금융,20,12,16,9,0.6,0.45,0.4741364109303516,True
2025-06-30,07,헬스케어,5,2,2,1,0.4,0.2,-0.9385584863201691,True
2025-06-30,08,인터넷/게임/SW,12,6,8,3,0.5,0.25,-0.656019506870065,True
2025-06-30,09,소비재/유통,4,2,2,1,0.5,0.25,-0.656019506870065,True
2025-06-30,10,음식료,3,3,2,2,1.0,0.6666666666666666,1.6984719885474693,True
2025-06-30,11,에너지/유틸리티,2,2,1,1,1.0,,,False
2025-06-30,12,건설/부동산,3,1,3,1,0.3333333333333333,0.3333333333333333,-0.18512120778655825,True
2025-09-30,01,반도체/IT하드웨어,18,12,10,9,0.6666666666666666,0.5,1.086278295252579,True
2025-09-30,02,자동차/운송장비,11,6,4,3,0.5454545454545454,0.2727272727272727,-0.09270238488408283,True
2025-09-30,03,2차전지/화학/소재,13,5,7,4,0.38461538461538464,0.3076923076923077,0.08867925821386531,True
2025-09-30,04,철강금속,2,0,0,0,0.0,,,False
2025-09-30,05,조선/기계/산업재,14,10,5,5,0.7142857142857143,0.35714285714285715,0.34520472488096304,True
2025-09-30,06,금융,19,11,10,6,0.5789473684210527,0.3157894736842105,0.13068342819444254,True
2025-09-30,07,헬스케어,7,5,5,4,0.7142857142857143,0.5714285714285714,1.4568150804383866,True
2025-09-30,08,인터넷/게임/SW,9,1,2,0,0.1111111111111111,0.0,-1.5074792010480766,True
2025-09-30,09,소비재/유통,2,2,2,2,1.0,,,False
2025-09-30,10,음식료,3,0,0,0,0.0,0.0,-1.5074792010480766,True
2025-09-30,11,에너지/유틸리티,1,1,0,0,1.0,,,False
2025-09-30,12,건설/부동산,1,0,0,0,0.0,,,False
2025-12-30,01,반도체/IT하드웨어,18,11,6,6,0.6111111111111112,0.3333333333333333,0.6507624844724749,True
2025-12-30,02,자동차/운송장비,10,5,5,2,0.5,0.2,0.05236019990008428,True
2025-12-30,03,2차전지/화학/소재,10,6,2,1,0.6,0.1,-0.3964415135292088,True
2025-12-30,04,철강금속,5,0,2,0,0.0,0.0,-0.8452432269585018,True
2025-12-30,05,조선/기계/산업재,14,4,6,3,0.2857142857142857,0.21428571428571427,0.11647473038998318,True
2025-12-30,06,금융,16,7,1,0,0.4375,0.0,-0.8452432269585018,True
2025-12-30,07,헬스케어,7,3,4,2,0.42857142857142855,0.2857142857142857,0.4370473828394782,True
2025-12-30,08,인터넷/게임/SW,9,4,3,0,0.4444444444444444,0.0,-0.8452432269585018,True
2025-12-30,09,소비재/유통,4,4,3,3,1.0,0.75,2.520769623761196,True
2025-12-30,10,음식료,3,2,0,0,0.6666666666666666,0.0,-0.8452432269585018,True
2025-12-30,11,에너지/유틸리티,1,1,0,0,1.0,,,False
2025-12-30,12,건설/부동산,2,1,2,1,0.5,,,False
2026-03-31,01,반도체/IT하드웨어,18,6,8,4,0.3333333333333333,0.2222222222222222,0.7531402352076881,True
2026-03-31,02,자동차/운송장비,7,0,1,0,0.0,0.0,-1.0371063165409797,True
2026-03-31,03,2차전지/화학/소재,10,4,6,3,0.4,0.3,1.379726528319722,True
2026-03-31,04,철강금속,5,0,5,0,0.0,0.0,-1.0371063165409797,True
2026-03-31,05,조선/기계/산업재,16,9,11,5,0.5625,0.3125,1.4804278968555846,True
2026-03-31,06,금융,19,3,11,1,0.15789473684210525,0.05263157894736842,-0.6131005542847163,True
2026-03-31,07,헬스케어,4,3,1,0,0.75,0.0,-1.0371063165409797,True
2026-03-31,08,인터넷/게임/SW,10,2,7,2,0.2,0.2,0.5741155800328215,True
2026-03-31,09,소비재/유통,2,0,0,0,0.0,,,False
2026-03-31,10,음식료,3,0,2,0,0.0,0.0,-1.0371063165409797,True
2026-03-31,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2026-03-31,12,건설/부동산,5,1,5,1,0.2,0.2,0.5741155800328215,True
2026-05-04,01,반도체/IT하드웨어,24,16,19,13,0.6666666666666666,0.5416666666666666,1.4311849295877368,True
2026-05-04,02,자동차/운송장비,7,3,0,0,0.42857142857142855,0.0,-1.3792990711132573,True
2026-05-04,03,2차전지/화학/소재,15,9,7,3,0.6,0.2,-0.3415819016236594,True
2026-05-04,04,철강금속,3,1,1,1,0.3333333333333333,0.3333333333333333,0.35022954470273904,True
2026-05-04,05,조선/기계/산업재,10,4,5,3,0.4,0.3,0.17727668312113942,True
2026-05-04,06,금융,20,7,8,2,0.35,0.1,-0.8604404863684584,True
2026-05-04,07,헬스케어,2,1,0,0,0.5,,,False
2026-05-04,08,인터넷/게임/SW,6,0,3,0,0.0,0.0,-1.3792990711132573,True
2026-05-04,09,소비재/유통,5,5,3,3,1.0,0.6,1.7338524373555362,True
2026-05-04,10,음식료,3,2,1,1,0.6666666666666666,0.3333333333333333,0.35022954470273904,True
2026-05-04,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2026-05-04,12,건설/부동산,4,1,2,1,0.25,0.25,-0.08215260925126,True
