ticker,classification,in_official_universe,in_union_panel,in_kiwoom_2010_2016,in_dynamic_top100_2017_2024,in_dynamic_top100_2018_2024,in_krx_2025_2026
0010V0,official_only,True,False,False,False,False,False
001120,matched_official_and_panel,True,True,True,True,True,True
001130,matched_official_and_panel,True,True,False,True,True,False
001140,matched_official_and_panel,True,True,True,True,True,False
0011A0,official_only,True,False,False,False,False,False
0011T0,official_only,True,False,False,False,False,False
001200,matched_official_and_panel,True,True,True,True,True,True
001210,matched_official_and_panel,True,True,True,True,True,True
001230,matched_official_and_panel,True,True,True,True,True,False
001250,matched_official_and_panel,True,True,True,True,True,True
001260,matched_official_and_panel,True,True,True,True,True,True
001270,matched_official_and_panel,True,True,False,True,True,True
001275,official_only,True,False,False,False,False,False
001290,matched_official_and_panel,True,True,False,True,True,True
001300,matched_official_and_panel,True,True,True,False,False,False
001310,official_only,True,False,False,False,False,False
001340,matched_official_and_panel,True,True,True,True,True,False
001360,matched_official_and_panel,True,True,True,True,True,True
001380,matched_official_and_panel,True,True,True,True,True,True
001385,official_only,True,False,False,False,False,False
001390,matched_official_and_panel,True,True,True,True,True,True
0013V0,official_only,True,False,False,False,False,False
001420,matched_official_and_panel,True,True,True,True,True,False
001430,matched_official_and_panel,True,True,True,True,True,True
001440,matched_official_and_panel,True,True,True,True,True,True
001450,matched_official_and_panel,True,True,True,True,True,True
001460,matched_official_and_panel,True,True,False,True,True,False
001465,official_only,True,False,False,False,False,False
001470,matched_official_and_panel,True,True,True,True,True,True
001500,matched_official_and_panel,True,True,True,False,False,True
001510,matched_official_and_panel,True,True,True,True,True,True
001515,official_only,True,False,False,False,False,False
001520,matched_official_and_panel,True,True,True,True,True,True
001525,official_only,True,False,False,False,False,False
001527,official_only,True,False,False,False,False,False
001529,official_only,True,False,False,False,False,False
001530,matched_official_and_panel,True,True,False,True,True,True
001540,official_only,True,False,False,False,False,False
001550,matched_official_and_panel,True,True,True,True,True,True
001560,matched_official_and_panel,True,True,True,True,True,False
001570,matched_official_and_panel,True,True,True,True,True,True
0015G0,official_only,True,False,False,False,False,False
0015N0,official_only,True,False,False,False,False,False
0015S0,official_only,True,False,False,False,False,False
001600,official_only,True,False,False,False,False,False
001620,matched_official_and_panel,True,True,True,True,True,False
001630,matched_official_and_panel,True,True,True,True,True,False
001680,matched_official_and_panel,True,True,True,True,True,True
001685,official_only,True,False,False,False,False,False
001687,official_only,True,False,False,False,False,False
001689,official_only,True,False,False,False,False,False
001720,matched_official_and_panel,True,True,False,False,False,True
001725,official_only,True,False,False,False,False,False
001740,matched_official_and_panel,True,True,True,True,True,True
001745,official_only,True,False,False,False,False,False
001750,matched_official_and_panel,True,True,False,True,True,True
001755,official_only,True,False,False,False,False,False
001770,matched_official_and_panel,True,True,True,True,True,False
001780,matched_official_and_panel,True,True,True,True,True,True
001790,matched_official_and_panel,True,True,False,True,True,True
001795,official_only,True,False,False,False,False,False
001799,official_only,True,False,False,False,False,False
001800,matched_official_and_panel,True,True,True,True,True,True
001810,official_only,True,False,False,False,False,False
001820,matched_official_and_panel,True,True,True,True,True,True
001840,official_only,True,False,False,False,False,False
001880,official_only,True,False,False,False,False,False
001940,official_only,True,False,False,False,False,False
002000,matched_official_and_panel,True,True,False,True,True,False
002005,official_only,True,False,False,False,False,False
002020,matched_official_and_panel,True,True,True,True,True,True
002025,official_only,True,False,False,False,False,False
002030,matched_official_and_panel,True,True,True,True,False,False
002070,matched_official_and_panel,True,True,True,True,True,True
002100,matched_official_and_panel,True,True,True,True,True,True
002140,matched_official_and_panel,True,True,True,True,True,True
002150,matched_official_and_panel,True,True,True,True,True,False
002170,matched_official_and_panel,True,True,True,False,False,False
002200,matched_official_and_panel,True,True,False,True,True,False
002210,matched_official_and_panel,True,True,True,True,True,False
002220,matched_official_and_panel,True,True,False,True,True,False
002230,official_only,True,False,False,False,False,False
002240,matched_official_and_panel,True,True,False,True,True,False
002250,matched_official_and_panel,True,True,True,True,False,False
002270,matched_official_and_panel,True,True,True,True,True,False
002290,official_only,True,False,False,False,False,False
002300,matched_official_and_panel,True,True,False,True,True,False
002310,matched_official_and_panel,True,True,False,True,True,True
002320,matched_official_and_panel,True,True,True,True,True,False
002350,matched_official_and_panel,True,True,True,True,True,False
002355,official_only,True,False,False,False,False,False
002360,matched_official_and_panel,True,True,True,True,True,False
002365,official_only,True,False,False,False,False,False
002380,matched_official_and_panel,True,True,True,True,True,True
002390,matched_official_and_panel,True,True,True,True,True,True
002410,matched_official_and_panel,True,True,True,True,True,True
002420,matched_official_and_panel,True,True,False,True,True,False
002450,matched_official_and_panel,True,True,True,True,True,True
002460,matched_official_and_panel,True,True,False,True,True,False
002530,matched_official_and_panel,True,True,True,False,False,False
002535,official_only,True,False,False,False,False,False
002540,official_only,True,False,False,False,False,False
002550,matched_official_and_panel,True,True,True,True,False,False
002600,official_only,True,False,False,False,False,False
002620,matched_official_and_panel,True,True,True,True,True,False
002630,matched_official_and_panel,True,True,True,True,True,True
002670,official_only,True,False,False,False,False,False
002680,official_only,True,False,False,False,False,False
002690,matched_official_and_panel,True,True,True,True,True,False
002700,matched_official_and_panel,True,True,True,True,True,True
002710,matched_official_and_panel,True,True,True,True,True,True
002720,matched_official_and_panel,True,True,True,True,True,True
002760,matched_official_and_panel,True,True,True,True,True,True
002780,matched_official_and_panel,True,True,True,True,True,True
002785,official_only,True,False,False,False,False,False
002787,official_only,True,False,False,False,False,False
002790,matched_official_and_panel,True,True,True,True,True,False
002795,official_only,True,False,False,False,False,False
002797,official_only,True,False,False,False,False,False
00279K,matched_official_and_panel,True,True,False,True,True,False
002800,official_only,True,False,False,False,False,False
002810,official_only,True,False,False,False,False,False
002820,matched_official_and_panel,True,True,False,True,True,False
002840,official_only,True,False,False,False,False,False
002870,matched_official_and_panel,True,True,False,True,True,False
002880,matched_official_and_panel,True,True,True,True,True,False
002900,matched_official_and_panel,True,True,True,True,True,True
002920,matched_official_and_panel,True,True,True,True,True,False
002960,official_only,True,False,False,False,False,False
002990,matched_official_and_panel,True,True,True,True,True,False
002995,official_only,True,False,False,False,False,False
003000,matched_official_and_panel,True,True,True,True,True,True
003010,matched_official_and_panel,True,True,True,True,True,True
003030,matched_official_and_panel,True,True,True,True,True,True
003060,matched_official_and_panel,True,True,True,True,True,False
003070,matched_official_and_panel,True,True,True,True,True,False
003075,official_only,True,False,False,False,False,False
003080,matched_official_and_panel,True,True,True,True,True,False
003090,matched_official_and_panel,True,True,True,True,True,True
0030R0,official_only,True,False,False,False,False,False
003100,official_only,True,False,False,False,False,False
003120,matched_official_and_panel,True,True,False,True,True,False
003160,matched_official_and_panel,True,True,True,True,True,True
003190,matched_official_and_panel,True,True,True,False,False,False
003200,matched_official_and_panel,True,True,False,True,True,False
003220,matched_official_and_panel,True,True,True,True,True,True
003230,matched_official_and_panel,True,True,True,True,True,True
003240,matched_official_and_panel,True,True,True,True,True,True
003280,matched_official_and_panel,True,True,True,True,True,True
003300,matched_official_and_panel,True,True,True,True,True,False
003310,official_only,True,False,False,False,False,False
003350,matched_official_and_panel,True,True,True,True,True,True
003380,official_only,True,False,False,False,False,False
003410,matched_official_and_panel,True,True,True,True,True,False
003415,official_only,True,False,False,False,False,False
003417,official_only,True,False,False,False,False,False
003419,official_only,True,False,False,False,False,False
00341A,official_only,True,False,False,False,False,False
00341D,official_only,True,False,False,False,False,False
003450,matched_official_and_panel,True,True,True,False,False,False
003457,official_only,True,False,False,False,False,False
003460,matched_official_and_panel,True,True,False,False,False,True
003465,official_only,True,False,False,False,False,False
003470,matched_official_and_panel,True,True,True,True,True,True
003475,official_only,True,False,False,False,False,False
003480,matched_official_and_panel,True,True,False,True,True,True
003490,matched_official_and_panel,True,True,True,True,True,True
003495,official_only,True,False,False,False,False,False
003520,matched_official_and_panel,True,True,True,True,True,True
003530,matched_official_and_panel,True,True,True,True,True,True
003535,official_only,True,False,False,False,False,False
003540,matched_official_and_panel,True,True,True,True,True,True
003545,official_only,True,False,False,False,False,False
003547,official_only,True,False,False,False,False,False
003550,matched_official_and_panel,True,True,True,True,True,True
003555,official_only,True,False,False,False,False,False
003560,matched_official_and_panel,True,True,True,True,True,False
003570,matched_official_and_panel,True,True,True,True,True,True
003580,matched_official_and_panel,True,True,True,True,True,True
003600,matched_official_and_panel,True,True,True,False,False,False
003605,official_only,True,False,False,False,False,False
003610,matched_official_and_panel,True,True,True,True,True,False
003620,matched_official_and_panel,True,True,True,True,True,True
003640,official_only,True,False,False,False,False,False
003650,official_only,True,False,False,False,False,False
003670,matched_official_and_panel,True,True,False,True,True,True
003680,matched_official_and_panel,True,True,True,True,True,True
003690,matched_official_and_panel,True,True,True,True,True,False
003720,matched_official_and_panel,True,True,True,True,True,True
003780,matched_official_and_panel,True,True,True,True,True,True
0037T0,official_only,True,False,False,False,False,False
003800,official_only,True,False,False,False,False,False
003830,matched_official_and_panel,True,True,True,True,False,False
003850,matched_official_and_panel,True,True,True,True,True,False
003920,matched_official_and_panel,True,True,True,True,True,False
003925,official_only,True,False,False,False,False,False
003940,matched_official_and_panel,True,True,True,False,False,False
003945,official_only,True,False,False,False,False,False
003960,matched_official_and_panel,True,True,True,True,True,False
003965,official_only,True,False,False,False,False,False
004000,matched_official_and_panel,True,True,True,True,True,False
004010,matched_official_and_panel,True,True,True,False,False,False
004020,matched_official_and_panel,True,True,True,True,True,True
004025,official_only,True,False,False,False,False,False
004060,matched_official_and_panel,True,True,True,True,True,True
004080,official_only,True,False,False,False,False,False
004090,matched_official_and_panel,True,True,False,True,True,True
004100,matched_official_and_panel,True,True,True,True,True,True
004105,official_only,True,False,False,False,False,False
004130,matched_official_and_panel,True,True,True,True,True,False
004135,official_only,True,False,False,False,False,False
004140,matched_official_and_panel,True,True,True,True,True,True
004147,official_only,True,False,False,False,False,False
004149,official_only,True,False,False,False,False,False
004150,matched_official_and_panel,True,True,True,True,True,False
004170,matched_official_and_panel,True,True,True,True,True,True
0041B0,official_only,True,False,False,False,False,False
0041J0,official_only,True,False,False,False,False,False
0041L0,official_only,True,False,False,False,False,False
004200,official_only,True,False,False,False,False,False
004250,matched_official_and_panel,True,True,False,True,True,False
004255,official_only,True,False,False,False,False,False
004270,matched_official_and_panel,True,True,True,True,True,False
004310,matched_official_and_panel,True,True,True,True,True,True
004320,official_only,True,False,False,False,False,False
004325,official_only,True,False,False,False,False,False
004360,matched_official_and_panel,True,True,True,True,True,False
004365,official_only,True,False,False,False,False,False
004367,official_only,True,False,False,False,False,False
004370,matched_official_and_panel,True,True,True,True,True,True
004380,official_only,True,False,False,False,False,False
004410,matched_official_and_panel,True,True,True,True,True,True
004415,official_only,True,False,False,False,False,False
004430,matched_official_and_panel,True,True,True,True,True,True
004440,matched_official_and_panel,True,True,True,True,True,True
004450,matched_official_and_panel,True,True,False,True,True,False
004490,matched_official_and_panel,True,True,True,True,True,True
0044K0,official_only,True,False,False,False,False,False
004540,matched_official_and_panel,True,True,True,True,True,True
004545,official_only,True,False,False,False,False,False
004550,matched_official_and_panel,True,True,True,False,False,False
004555,official_only,True,False,False,False,False,False
004560,matched_official_and_panel,True,True,True,True,True,True
004565,official_only,True,False,False,False,False,False
004590,official_only,True,False,False,False,False,False
004620,official_only,True,False,False,False,False,False
004650,official_only,True,False,False,False,False,False
004690,matched_official_and_panel,True,True,True,True,True,False
004700,matched_official_and_panel,True,True,True,False,False,False
004710,matched_official_and_panel,True,True,True,True,True,True
004720,matched_official_and_panel,True,True,True,True,True,True
004740,matched_official_and_panel,True,True,True,True,False,False
004770,matched_official_and_panel,True,True,True,True,True,True
004780,official_only,True,False,False,False,False,False
004790,official_only,True,False,False,False,False,False
004800,matched_official_and_panel,True,True,True,True,True,True
004820,official_only,True,False,False,False,False,False
004830,matched_official_and_panel,True,True,True,True,True,True
004835,official_only,True,False,False,False,False,False
004840,matched_official_and_panel,True,True,True,True,True,False
004870,matched_official_and_panel,True,True,True,True,True,True
004890,matched_official_and_panel,True,True,False,True,True,False
004910,matched_official_and_panel,True,True,True,True,True,False
004920,matched_official_and_panel,True,True,True,True,True,True
004940,matched_official_and_panel,True,True,True,False,False,False
004960,matched_official_and_panel,True,True,True,True,True,True
004965,official_only,True,False,False,False,False,False
004970,official_only,True,False,False,False,False,False
004980,matched_official_and_panel,True,True,True,True,True,True
004985,official_only,True,False,False,False,False,False
004987,official_only,True,False,False,False,False,False
004989,official_only,True,False,False,False,False,False
004990,matched_official_and_panel,True,True,True,True,True,True
00499K,official_only,True,False,False,False,False,False
005010,matched_official_and_panel,True,True,True,True,True,True
005030,matched_official_and_panel,True,True,True,True,True,False
005070,matched_official_and_panel,True,True,True,True,True,True
005090,matched_official_and_panel,True,True,True,True,True,False
005110,matched_official_and_panel,True,True,True,True,True,False
005160,official_only,True,False,False,False,False,False
005180,matched_official_and_panel,True,True,True,True,True,True
005190,matched_official_and_panel,True,True,True,False,False,False
005250,matched_official_and_panel,True,True,True,True,True,False
005255,official_only,True,False,False,False,False,False
005257,official_only,True,False,False,False,False,False
005270,matched_official_and_panel,True,True,True,False,False,False
005280,matched_official_and_panel,True,True,True,False,False,False
005290,official_only,True,False,False,False,False,False
005300,matched_official_and_panel,True,True,True,True,True,True
005305,official_only,True,False,False,False,False,False
005320,matched_official_and_panel,True,True,True,True,True,True
005350,official_only,True,False,False,False,False,False
005360,matched_official_and_panel,True,True,True,True,True,True
005380,matched_official_and_panel,True,True,True,True,True,True
005385,official_only,True,False,False,False,False,False
005387,official_only,True,False,False,False,False,False
005389,official_only,True,False,False,False,False,False
005390,matched_official_and_panel,True,True,True,True,True,True
005420,matched_official_and_panel,True,True,True,True,True,True
005430,matched_official_and_panel,True,True,False,True,True,False
005440,matched_official_and_panel,True,True,True,True,True,True
005450,matched_official_and_panel,True,True,False,True,True,False
005490,matched_official_and_panel,True,True,True,True,True,True
0054V0,official_only,True,False,False,False,False,False
005500,matched_official_and_panel,True,True,True,True,True,False
005560,official_only,True,False,False,False,False,False
005610,matched_official_and_panel,True,True,True,True,True,True
005620,matched_official_and_panel,True,True,True,True,False,False
005670,official_only,True,False,False,False,False,False
005680,matched_official_and_panel,True,True,True,True,True,False
005690,matched_official_and_panel,True,True,True,True,True,True
005710,official_only,True,False,False,False,False,False
005720,matched_official_and_panel,True,True,True,True,False,False
005725,official_only,True,False,False,False,False,False
005740,matched_official_and_panel,True,True,True,True,True,True
005745,official_only,True,False,False,False,False,False
005750,matched_official_and_panel,True,True,True,True,True,False
005800,matched_official_and_panel,True,True,True,False,False,True
005810,matched_official_and_panel,True,True,False,True,True,True
005820,matched_official_and_panel,True,True,False,True,True,False
005830,matched_official_and_panel,True,True,True,True,True,True
005850,matched_official_and_panel,True,True,True,True,True,True
005860,official_only,True,False,False,False,False,False
005870,matched_official_and_panel,True,True,True,True,True,True
005880,matched_official_and_panel,True,True,True,True,True,True
005900,matched_official_and_panel,True,True,True,False,False,False
005930,matched_official_and_panel,True,True,True,True,True,True
005935,official_only,True,False,False,False,False,False
005940,matched_official_and_panel,True,True,True,True,True,True
005945,official_only,True,False,False,False,False,False
005950,matched_official_and_panel,True,True,True,True,True,True
005960,matched_official_and_panel,True,True,True,True,True,False
005965,official_only,True,False,False,False,False,False
005980,matched_official_and_panel,True,True,True,True,True,False
005990,official_only,True,False,False,False,False,False
006040,matched_official_and_panel,True,True,True,True,True,True
006050,official_only,True,False,False,False,False,False
006060,matched_official_and_panel,True,True,True,True,True,False
006090,matched_official_and_panel,True,True,True,True,True,False
006110,matched_official_and_panel,True,True,True,True,True,True
006120,matched_official_and_panel,True,True,True,True,True,False
006125,official_only,True,False,False,False,False,False
006140,official_only,True,False,False,False,False,False
006200,matched_official_and_panel,True,True,True,True,True,False
006220,matched_official_and_panel,True,True,True,True,True,True
006260,matched_official_and_panel,True,True,True,True,True,True
006280,matched_official_and_panel,True,True,True,True,True,True
006340,matched_official_and_panel,True,True,True,True,True,True
006345,official_only,True,False,False,False,False,False
006350,official_only,True,False,False,False,False,False
006360,matched_official_and_panel,True,True,True,True,True,True
006370,matched_official_and_panel,True,True,True,True,True,False
006375,official_only,True,False,False,False,False,False
006380,matched_official_and_panel,True,True,True,True,True,False
006390,matched_official_and_panel,True,True,True,True,True,False
006400,matched_official_and_panel,True,True,True,True,True,True
006405,official_only,True,False,False,False,False,False
006440,official_only,True,False,False,False,False,False
006490,matched_official_and_panel,True,True,True,True,True,True
006570,matched_official_and_panel,True,True,True,True,True,False
006580,official_only,True,False,False,False,False,False
006620,official_only,True,False,False,False,False,False
006650,matched_official_and_panel,True,True,True,True,True,True
006660,matched_official_and_panel,True,True,False,True,True,True
006730,official_only,True,False,False,False,False,False
006740,matched_official_and_panel,True,True,True,True,True,False
006800,matched_official_and_panel,True,True,True,True,True,True
006805,official_only,True,False,False,False,False,False
00680K,official_only,True,False,False,False,False,False
006840,matched_official_and_panel,True,True,True,True,True,False
006880,matched_official_and_panel,True,True,True,True,True,True
006890,matched_official_and_panel,True,True,True,True,True,True
0068Y0,official_only,True,False,False,False,False,False
006910,official_only,True,False,False,False,False,False
006920,official_only,True,False,False,False,False,False
006980,matched_official_and_panel,True,True,True,True,True,False
007070,matched_official_and_panel,True,True,True,True,True,False
007110,matched_official_and_panel,True,True,True,True,True,True
007120,matched_official_and_panel,True,True,True,True,True,True
007150,official_only,True,False,False,False,False,False
007160,matched_official_and_panel,True,True,True,True,True,False
007190,matched_official_and_panel,True,True,True,False,False,False
007195,official_only,True,False,False,False,False,False
007197,official_only,True,False,False,False,False,False
0071M0,official_only,True,False,False,False,False,False
007200,official_only,True,False,False,False,False,False
007210,matched_official_and_panel,True,True,True,True,True,False
007280,matched_official_and_panel,True,True,True,True,True,False
0072Z0,official_only,True,False,False,False,False,False
007310,matched_official_and_panel,True,True,True,True,True,True
007330,official_only,True,False,False,False,False,False
007340,matched_official_and_panel,True,True,False,True,True,True
007370,official_only,True,False,False,False,False,False
007390,official_only,True,False,False,False,False,False
007460,matched_official_and_panel,True,True,True,True,True,True
007480,official_only,True,False,False,False,False,False
007490,matched_official_and_panel,True,True,True,False,False,False
007530,official_only,True,False,False,False,False,False
007540,matched_official_and_panel,True,True,True,True,True,True
007570,matched_official_and_panel,True,True,True,True,True,True
007575,official_only,True,False,False,False,False,False
007590,matched_official_and_panel,True,True,False,True,True,False
007595,official_only,True,False,False,False,False,False
007610,matched_official_and_panel,True,True,True,True,True,True
007630,matched_official_and_panel,True,True,True,True,True,False
007660,matched_official_and_panel,True,True,True,True,True,True
007680,official_only,True,False,False,False,False,False
007690,matched_official_and_panel,True,True,True,True,True,False
007700,matched_official_and_panel,True,True,True,True,True,False
007720,official_only,True,False,False,False,False,False
007770,official_only,True,False,False,False,False,False
007800,official_only,True,False,False,False,False,False
007810,matched_official_and_panel,True,True,True,True,True,True
007815,official_only,True,False,False,False,False,False
00781K,official_only,True,False,False,False,False,False
007820,official_only,True,False,False,False,False,False
007860,matched_official_and_panel,True,True,True,True,True,True
007980,matched_official_and_panel,True,True,True,True,True,True
008000,matched_official_and_panel,True,True,True,True,False,False
008020,matched_official_and_panel,True,True,True,False,False,False
008040,matched_official_and_panel,True,True,True,True,True,True
008060,matched_official_and_panel,True,True,True,True,True,False
00806K,official_only,True,False,False,False,False,False
008080,matched_official_and_panel,True,True,True,False,False,False
008110,matched_official_and_panel,True,True,True,True,True,False
008250,matched_official_and_panel,True,True,True,True,True,True
008260,matched_official_and_panel,True,True,True,True,True,False
008290,official_only,True,False,False,False,False,False
0082N0,official_only,True,False,False,False,False,False
008320,matched_official_and_panel,True,True,True,False,False,False
008340,official_only,True,False,False,False,False,False
008350,matched_official_and_panel,True,True,True,True,True,True
008355,official_only,True,False,False,False,False,False
008370,official_only,True,False,False,False,False,False
008420,matched_official_and_panel,True,True,True,True,True,True
008470,official_only,True,False,False,False,False,False
008490,matched_official_and_panel,True,True,True,True,True,True
008500,matched_official_and_panel,True,True,False,False,False,True
008540,matched_official_and_panel,True,True,True,False,False,False
008560,official_only,True,False,False,False,False,False
008600,matched_official_and_panel,True,True,True,True,True,True
008700,matched_official_and_panel,True,True,True,True,True,True
008705,official_only,True,False,False,False,False,False
008720,official_only,True,False,False,False,False,False
008730,matched_official_and_panel,True,True,True,True,True,True
008770,matched_official_and_panel,True,True,True,True,True,True
008775,official_only,True,False,False,False,False,False
008800,official_only,True,False,False,False,False,False
008830,official_only,True,False,False,False,False,False
008870,matched_official_and_panel,True,True,True,True,True,False
0088D0,official_only,True,False,False,False,False,False
0088M0,official_only,True,False,False,False,False,False
008900,matched_official_and_panel,True,True,True,False,False,False
008930,matched_official_and_panel,True,True,True,True,True,True
008970,matched_official_and_panel,True,True,True,True,True,True
008975,official_only,True,False,False,False,False,False
009010,official_only,True,False,False,False,False,False
009070,matched_official_and_panel,True,True,False,True,True,True
009140,matched_official_and_panel,True,True,False,True,True,False
009150,matched_official_and_panel,True,True,True,True,True,True
009155,official_only,True,False,False,False,False,False
009160,matched_official_and_panel,True,True,True,True,True,False
009180,matched_official_and_panel,True,True,True,True,True,False
009190,matched_official_and_panel,True,True,True,True,True,False
0091W0,official_only,True,False,False,False,False,False
009200,matched_official_and_panel,True,True,True,True,True,True
009240,matched_official_and_panel,True,True,True,True,True,True
009270,matched_official_and_panel,True,True,True,True,True,True
009275,official_only,True,False,False,False,False,False
009280,matched_official_and_panel,True,True,True,False,False,False
009290,matched_official_and_panel,True,True,True,True,True,True
009300,official_only,True,False,False,False,False,False
009310,matched_official_and_panel,True,True,True,True,True,False
009320,matched_official_and_panel,True,True,True,True,True,False
009380,official_only,True,False,False,False,False,False
009385,official_only,True,False,False,False,False,False
0093G0,official_only,True,False,False,False,False,False
009410,matched_official_and_panel,True,True,True,True,True,True
009415,official_only,True,False,False,False,False,False
009420,matched_official_and_panel,True,True,True,True,True,True
009440,matched_official_and_panel,True,True,True,True,True,False
009450,matched_official_and_panel,True,True,True,True,True,True
009460,matched_official_and_panel,True,True,True,True,True,False
009470,matched_official_and_panel,True,True,True,True,True,True
009520,official_only,True,False,False,False,False,False
009540,matched_official_and_panel,True,True,True,True,True,True
009580,matched_official_and_panel,True,True,True,True,True,True
009620,official_only,True,False,False,False,False,False
009680,matched_official_and_panel,True,True,False,True,True,False
0096B0,official_only,True,False,False,False,False,False
0096D0,official_only,True,False,False,False,False,False
009720,matched_official_and_panel,True,True,True,False,False,False
009730,official_only,True,False,False,False,False,False
009770,official_only,True,False,False,False,False,False
009780,official_only,True,False,False,False,False,False
0097F0,official_only,True,False,False,False,False,False
009810,matched_official_and_panel,True,True,True,True,True,False
009815,official_only,True,False,False,False,False,False
009830,matched_official_and_panel,True,True,True,True,True,True
009835,official_only,True,False,False,False,False,False
0098T0,official_only,True,False,False,False,False,False
009900,matched_official_and_panel,True,True,False,True,True,True
009970,matched_official_and_panel,True,True,True,False,False,False
0099W0,official_only,True,False,False,False,False,False
0099X0,official_only,True,False,False,False,False,False
010040,matched_official_and_panel,True,True,True,True,True,False
010050,matched_official_and_panel,True,True,True,True,True,False
010060,matched_official_and_panel,True,True,True,True,True,True
010100,matched_official_and_panel,True,True,False,True,True,True
010120,matched_official_and_panel,True,True,True,True,True,True
010130,matched_official_and_panel,True,True,True,True,True,True
