carrier,signal_date,vix,usdkrw,USDKRW_yoy,KOSPI_realized_vol_60d,VIX_z,USDKRW_z,KOSPI_vol_z,stress_score,z_window,usdkrw_yoy_lookback_days,kospi_vol_window,exposure_scalar
D013,2013-06-28,16.86,1141.45,-0.0187405974640016,0.0094018368782425,0.9735630770468064,0.3408498170963364,3.8268900801679337,1.7137676581036922,60,252,60,0.6431161709481539
D013,2013-09-30,15.46,1073.33,-0.0427380156075808,0.0080903889328216,0.819511271745821,-1.5170367039067647,-3.031518230481326,-1.24301455421409,60,252,60,1.0
D013,2013-12-30,12.46,1054.52,-0.0184119892022712,0.006863694535242,-0.9362328485259724,1.1615268456364969,-0.2080518564035559,0.0057473802356562,60,252,60,1.0
D013,2014-03-31,14.41,1064.65,-0.0487401715511078,0.0071152855769009,-0.1530080271274125,-2.3824242211879345,-0.9535119581838436,-1.162981402166397,60,252,60,1.0
D013,2014-06-30,11.26,1011.6,-0.1049767750497677,0.0054852665326797,-1.051875327127874,-1.6350815398092944,-0.953701833140914,-1.2135529000260277,60,252,60,1.0
D013,2014-09-30,15.98,1054.55,-0.0247748164314646,0.0051285541936878,1.7518301379273309,2.449701818146296,-2.62500612540605,0.5255086102225256,60,252,60,1.0
D013,2014-12-30,15.06,1096.06,0.0421297836938434,0.007008200396462,-0.2521726179697953,0.742569542323109,1.4072357733641816,0.6325442325724985,60,252,60,1.0
D013,2015-03-31,14.51,1107.71,0.0347304606129674,0.0062419946232197,-0.8428122779192001,0.2629348225370926,-1.6240610202237302,-0.7346461585352793,60,252,60,1.0
D013,2015-06-30,18.85,1117.34,0.0945621614208325,0.0065553501412353,4.677682200003599,1.192378475626816,1.0378783701707854,2.3026463486004,60,252,60,0.5
D013,2015-09-30,26.83,1184.62,0.13916722761804,0.0109606723970553,1.0828925467131618,-0.2217942291860708,1.797890570593523,0.8863296293735381,60,252,60,1.0
D013,2015-12-30,16.08,1177.53,0.0657923319213642,0.007544051341123,-0.336649743891414,0.078363138230629,-1.710703534756587,-0.6563300468057908,60,252,60,1.0
D013,2017-03-31,11.54,1117.48,0.0125770206596593,0.0047793665773849,-0.259240285063137,-1.068978008534016,-0.8638733920016453,-0.7306972285329328,60,252,60,1.0
D013,2017-06-30,11.44,1143.75,0.0297838241781986,0.0058869453288278,-0.0770982207997477,-0.0449741366814657,0.6506688774125091,0.1761988399770985,60,252,60,1.0
D013,2017-09-29,9.55,1142.57,-0.0430416429361117,0.0061079544196117,-0.9167347823530402,-0.5528505647043965,1.5816342229411984,0.0373496252945872,60,252,60,1.0
D013,2017-12-28,10.47,1068.64,-0.0922111129044588,0.0064597049433507,0.177562273868746,-1.8478202911367236,0.9358556627558376,-0.2448007848373799,60,252,60,1.0
D013,2018-03-30,19.97,1060.99,-0.0599643828576997,0.0098853501871471,0.4404610256325652,0.8441267578278434,1.4745728126651718,0.9197201987085268,60,252,60,1.0
D013,2018-06-29,16.85,1111.79,-0.0188933992234381,0.007477738938147,0.4614785161007697,1.3067223349116832,-1.4881951299038332,0.0933352403695399,60,252,60,1.0
D013,2018-09-28,12.41,1109.76,-0.0149126544524924,0.0059084924641513,-0.4723767852935677,-0.4515921577131907,-3.394171870179508,-1.4393802710620889,60,252,60,1.0
D013,2018-12-28,29.96,1114.9,0.0262428777879031,0.0114835167780214,2.285655740989835,0.7355700753590546,0.8390044067796922,1.2867434077095272,60,252,60,0.8566282961452364
D013,2019-03-29,14.43,1136.3,0.0635529764133282,0.0079146197545345,-0.7162159815561909,1.330760333211327,-0.907813142711146,-0.0977562636853366,60,252,60,1.0
D013,2019-06-28,15.82,1154.58,0.0395627746164373,0.007445841299975,0.2778782682968333,-2.434327533179287,-0.3244865613826076,-0.8269786087550205,60,252,60,1.0
D013,2019-09-30,17.22,1195.85,0.0632518604795902,0.0086839462829252,0.4385805745874094,-0.2424258735332137,1.7101209808793687,0.6354252273111881,60,252,60,1.0
D013,2019-12-30,13.43,1155.75,0.031035897801884,0.0071276969114166,-0.1260343975744176,-0.7092751540093366,-1.4316192689008762,-0.7556429401615435,60,252,60,1.0
D013,2020-03-31,57.08,1218.92,0.0753120726919853,0.0275139635980671,1.1644856602214448,0.590031276260463,2.512234632723358,1.4222505230684217,60,252,60,0.7888747384657891
D013,2020-06-30,31.78,1200.5,0.0383690556506997,0.0161667671278672,-0.3958620382800735,-0.32573004147776,-2.7340339109954974,-1.1518753302511102,60,252,60,1.0
D013,2020-09-29,26.19,1169.67,-0.0254130664822483,0.0116184958463568,0.114598970538536,-1.0852370948742516,-1.5274879244796469,-0.832708682938454,60,252,60,1.0
D013,2020-12-30,23.08,1086.62,-0.0661888556598262,0.0101219896841856,-0.5308814364480602,-0.8220276060696516,-1.723901661968121,-1.0256035681619442,60,252,60,1.0
D013,2021-03-31,19.61,1126.72,-0.1108936673900177,0.0153285107472658,-1.0443344430260062,-3.582669697564456,0.814953109768003,-1.27068367694082,60,252,60,1.0
D013,2021-06-30,16.02,1130.42,-0.0576299445625442,0.0067923193670679,-0.9482918918055988,1.918484105375533,-1.2359955324171388,-0.0886011062824015,60,252,60,1.0
D013,2021-09-30,22.56,1183.7,0.0145275337475894,0.0078157475254616,2.476796154966205,2.336989977392862,1.5642840105150728,2.126023380958047,60,252,60,0.5
D013,2021-12-30,16.95,1188.59,0.0737813030751994,0.0092697548191189,-0.5834329501067091,0.7376295887848706,-0.3126490851053051,-0.0528174821423812,60,252,60,1.0
D013,2022-03-31,19.33,1211.55,0.0689989853090395,0.0124912518414736,-1.083659469858106,-1.3806982684046747,0.9544071681063442,-0.5033168567188122,60,252,60,1.0
D013,2022-06-30,28.16,1298.95,0.1423659053532324,0.0119385114485628,0.1581457695099458,0.6485726639829202,0.9439724059490204,0.5835636131472955,60,252,60,1.0
D013,2022-09-30,31.84,1431.67,0.2200207928554385,0.0111312261898476,2.2902371322987998,2.010193193367969,-1.6454804133900174,0.8849833040922505,60,252,60,1.0
D013,2022-12-29,22.14,1265.58,0.0633249594609353,0.0115115994468333,-0.6702300713816493,-1.658569836602282,-1.1229827974045443,-1.1505942351294918,60,252,60,1.0
D013,2023-03-31,19.02,1303.8,0.0639270151616535,0.0099935421124554,-0.847995530037726,0.1325053772557712,-2.2648798261343788,-0.9934566596387778,60,252,60,1.0
D013,2023-06-30,13.54,1317.8,0.0146992015153497,0.0065811142102519,-1.4833448508451974,-1.149337772065507,-1.363949252333937,-1.332210625081547,60,252,60,1.0
D013,2023-09-27,18.94,1349.05,-0.0428332221764982,0.0084073613766879,2.7352956596200704,-1.3273791243840385,1.2927971103041764,0.9002378818467361,60,252,60,1.0
D013,2023-12-28,12.43,1288.45,-0.0015188970947218,0.0131501883243798,-0.981690558396814,1.3366531791956564,0.7274322718780555,0.360798297558966,60,252,60,1.0
D013,2024-03-29,13.01,1347.08,0.0277953687101817,0.0103014775368539,-0.964724415718437,-0.6272291961273241,-0.3734023137404488,-0.6551186418620699,60,252,60,1.0
D013,2024-06-28,12.24,1376.55,0.0816151742779016,0.0103544590332518,-0.8984625313010086,2.003657726236559,-0.5965739176679283,0.169540425755874,60,252,60,1.0
D013,2024-09-30,16.96,1314.94,-0.008251123781941,0.0167649789870162,-0.0461918352433077,-1.3503897721728222,1.072653952823454,-0.1079758848642253,60,252,60,1.0
D013,2024-12-30,15.95,1472.32,0.1361195135502191,0.0114269211852656,-0.4021878267487871,2.062932095032387,-0.7577384959582395,0.3010019241084534,60,252,60,1.0
D013,2025-03-31,21.65,1474.44,0.1185252617205279,0.0110800178044581,0.9957729376023816,1.0556772767664189,-0.6210829684790999,0.4767890819632335,60,252,60,1.0
D013,2025-06-30,16.32,1353.5,-0.01643037257196,0.0149438132098191,-0.9494972461938248,-1.2690414446099485,-0.0717044468098379,-0.763414379204537,60,252,60,1.0
D013,2025-09-30,16.12,1404.63,0.0567007207017438,0.0101950915089538,0.1679573431764734,1.933951536553648,-0.5843339279382354,0.505858317263962,60,252,60,1.0
D013,2025-12-30,14.2,1439.42,0.0032059770563555,0.01704797262763,-1.3057629470477154,-2.944464397659408,1.1067365711629988,-1.0478302578480414,60,252,60,1.0
D013,2026-03-31,30.61,1523.5,0.0497629678628521,0.0339380488594089,2.255045592147219,2.0625960544256507,1.75872080476298,2.025454150445283,60,252,60,0.5
E014,2010-03-31,17.13,1131.2,,0.0107863508286885,-1.0010766564889524,,,,60,252,60,1.0
E014,2010-06-30,34.13,1220.85,,0.0111146196300801,1.1105710192147058,,1.0935162931652935,,60,252,60,1.0
E014,2010-09-30,23.25,1140.1,,0.00781234144538,-0.4670285096641352,,-1.2883013457894876,,60,252,60,1.0
E014,2010-12-30,17.28,1130.6,,0.008130358956006,-1.0425273660631005,,0.2935645659824816,,60,252,60,1.0
E014,2011-03-31,17.71,1097.25,-0.0332599118942731,0.0103968706334971,-0.3205279193312227,,1.8024347717214777,,60,252,60,1.0
E014,2011-06-30,17.27,1066.3,-0.1135220517936567,0.0114974585949347,-0.089103090683024,-1.1732247375437164,1.3284224878493367,0.022031553207532,60,252,60,1.0
E014,2011-09-30,38.84,1180.9,0.0309035355739852,0.0233483185060981,0.97192295170374,2.456878404355927,1.8109610153611104,1.746587457140259,60,252,60,0.6267062714298705
E014,2011-12-29,23.52,1156.5,0.0039934022050525,0.0172921982042868,-1.4225049773389498,-0.2620356470238872,-2.318793881468654,-1.3344448352771636,60,252,60,1.0
E014,2012-03-30,15.48,1131.4,0.0172630821794641,0.0084634178848765,-1.2553992954898128,0.7314363731408462,-1.748125692406288,-0.757362871585085,60,252,60,1.0
E014,2012-06-29,19.71,1141.17,0.051818056131619,0.0116880833821582,-0.1038387470324726,-0.7308494621859792,1.7818907486909654,0.3157341798241712,60,252,60,1.0
E014,2012-09-28,14.84,1111.21,-0.0517876951958358,0.0110026667702731,-0.835748263496221,-2.54974350088433,-1.0202947243252014,-1.4685954962352508,60,252,60,1.0
E014,2012-12-28,19.47,1070.4,-0.0684073107049607,0.0068447327270146,2.1008242118049107,-1.2100099887166462,-1.46905192309646,-0.1927459000027318,60,252,60,1.0
E014,2013-03-29,12.7,1112.48,-0.0198414096916299,0.006471585254528,-0.6197856542208119,0.8051790849776544,-0.988830643064646,-0.2678124041026011,60,252,60,1.0
E014,2013-06-28,16.86,1141.45,-0.0187405974640016,0.0094018368782425,0.9735630770468064,0.3408498170963364,3.8268900801679337,1.7137676581036922,60,252,60,0.6431161709481539
E014,2013-09-30,15.46,1073.33,-0.0427380156075808,0.0080903889328216,0.819511271745821,-1.5170367039067647,-3.031518230481326,-1.24301455421409,60,252,60,1.0
E014,2013-12-30,12.46,1054.52,-0.0184119892022712,0.006863694535242,-0.9362328485259724,1.1615268456364969,-0.2080518564035559,0.0057473802356562,60,252,60,1.0
E014,2014-03-31,14.41,1064.65,-0.0487401715511078,0.0071152855769009,-0.1530080271274125,-2.3824242211879345,-0.9535119581838436,-1.162981402166397,60,252,60,1.0
E014,2014-06-30,11.26,1011.6,-0.1049767750497677,0.0054852665326797,-1.051875327127874,-1.6350815398092944,-0.953701833140914,-1.2135529000260277,60,252,60,1.0
E014,2014-09-30,15.98,1054.55,-0.0247748164314646,0.0051285541936878,1.7518301379273309,2.449701818146296,-2.62500612540605,0.5255086102225256,60,252,60,1.0
E014,2014-12-30,15.06,1096.06,0.0421297836938434,0.007008200396462,-0.2521726179697953,0.742569542323109,1.4072357733641816,0.6325442325724985,60,252,60,1.0
E014,2015-03-31,14.51,1107.71,0.0347304606129674,0.0062419946232197,-0.8428122779192001,0.2629348225370926,-1.6240610202237302,-0.7346461585352793,60,252,60,1.0
E014,2015-06-30,18.85,1117.34,0.0945621614208325,0.0065553501412353,4.677682200003599,1.192378475626816,1.0378783701707854,2.3026463486004,60,252,60,0.5
E014,2015-09-30,26.83,1184.62,0.13916722761804,0.0109606723970553,1.0828925467131618,-0.2217942291860708,1.797890570593523,0.8863296293735381,60,252,60,1.0
E014,2015-12-30,16.08,1177.53,0.0657923319213642,0.007544051341123,-0.336649743891414,0.078363138230629,-1.710703534756587,-0.6563300468057908,60,252,60,1.0
E014,2017-03-31,11.54,1117.48,0.0125770206596593,0.0047793665773849,-0.259240285063137,-1.068978008534016,-0.8638733920016453,-0.7306972285329328,60,252,60,1.0
E014,2017-06-30,11.44,1143.75,0.0297838241781986,0.0058869453288278,-0.0770982207997477,-0.0449741366814657,0.6506688774125091,0.1761988399770985,60,252,60,1.0
E014,2017-09-29,9.55,1142.57,-0.0430416429361117,0.0061079544196117,-0.9167347823530402,-0.5528505647043965,1.5816342229411984,0.0373496252945872,60,252,60,1.0
E014,2017-12-28,10.47,1068.64,-0.0922111129044588,0.0064597049433507,0.177562273868746,-1.8478202911367236,0.9358556627558376,-0.2448007848373799,60,252,60,1.0
E014,2018-03-30,19.97,1060.99,-0.0599643828576997,0.0098853501871471,0.4404610256325652,0.8441267578278434,1.4745728126651718,0.9197201987085268,60,252,60,1.0
E014,2018-06-29,16.85,1111.79,-0.0188933992234381,0.007477738938147,0.4614785161007697,1.3067223349116832,-1.4881951299038332,0.0933352403695399,60,252,60,1.0
E014,2018-09-28,12.41,1109.76,-0.0149126544524924,0.0059084924641513,-0.4723767852935677,-0.4515921577131907,-3.394171870179508,-1.4393802710620889,60,252,60,1.0
E014,2018-12-28,29.96,1114.9,0.0262428777879031,0.0114835167780214,2.285655740989835,0.7355700753590546,0.8390044067796922,1.2867434077095272,60,252,60,0.8566282961452364
E014,2019-03-29,14.43,1136.3,0.0635529764133282,0.0079146197545345,-0.7162159815561909,1.330760333211327,-0.907813142711146,-0.0977562636853366,60,252,60,1.0
E014,2019-06-28,15.82,1154.58,0.0395627746164373,0.007445841299975,0.2778782682968333,-2.434327533179287,-0.3244865613826076,-0.8269786087550205,60,252,60,1.0
E014,2019-09-30,17.22,1195.85,0.0632518604795902,0.0086839462829252,0.4385805745874094,-0.2424258735332137,1.7101209808793687,0.6354252273111881,60,252,60,1.0
E014,2019-12-30,13.43,1155.75,0.031035897801884,0.0071276969114166,-0.1260343975744176,-0.7092751540093366,-1.4316192689008762,-0.7556429401615435,60,252,60,1.0
E014,2020-03-31,57.08,1218.92,0.0753120726919853,0.0275139635980671,1.1644856602214448,0.590031276260463,2.512234632723358,1.4222505230684217,60,252,60,0.7888747384657891
E014,2020-06-30,31.78,1200.5,0.0383690556506997,0.0161667671278672,-0.3958620382800735,-0.32573004147776,-2.7340339109954974,-1.1518753302511102,60,252,60,1.0
E014,2020-09-29,26.19,1169.67,-0.0254130664822483,0.0116184958463568,0.114598970538536,-1.0852370948742516,-1.5274879244796469,-0.832708682938454,60,252,60,1.0
E014,2020-12-30,23.08,1086.62,-0.0661888556598262,0.0101219896841856,-0.5308814364480602,-0.8220276060696516,-1.723901661968121,-1.0256035681619442,60,252,60,1.0
E014,2021-03-31,19.61,1126.72,-0.1108936673900177,0.0153285107472658,-1.0443344430260062,-3.582669697564456,0.814953109768003,-1.27068367694082,60,252,60,1.0
E014,2021-06-30,16.02,1130.42,-0.0576299445625442,0.0067923193670679,-0.9482918918055988,1.918484105375533,-1.2359955324171388,-0.0886011062824015,60,252,60,1.0
E014,2021-09-30,22.56,1183.7,0.0145275337475894,0.0078157475254616,2.476796154966205,2.336989977392862,1.5642840105150728,2.126023380958047,60,252,60,0.5
E014,2021-12-30,16.95,1188.59,0.0737813030751994,0.0092697548191189,-0.5834329501067091,0.7376295887848706,-0.3126490851053051,-0.0528174821423812,60,252,60,1.0
E014,2022-03-31,19.33,1211.55,0.0689989853090395,0.0124912518414736,-1.083659469858106,-1.3806982684046747,0.9544071681063442,-0.5033168567188122,60,252,60,1.0
E014,2022-06-30,28.16,1298.95,0.1423659053532324,0.0119385114485628,0.1581457695099458,0.6485726639829202,0.9439724059490204,0.5835636131472955,60,252,60,1.0
E014,2022-09-30,31.84,1431.67,0.2200207928554385,0.0111312261898476,2.2902371322987998,2.010193193367969,-1.6454804133900174,0.8849833040922505,60,252,60,1.0
E014,2022-12-29,22.14,1265.58,0.0633249594609353,0.0115115994468333,-0.6702300713816493,-1.658569836602282,-1.1229827974045443,-1.1505942351294918,60,252,60,1.0
E014,2023-03-31,19.02,1303.8,0.0639270151616535,0.0099935421124554,-0.847995530037726,0.1325053772557712,-2.2648798261343788,-0.9934566596387778,60,252,60,1.0
E014,2023-06-30,13.54,1317.8,0.0146992015153497,0.0065811142102519,-1.4833448508451974,-1.149337772065507,-1.363949252333937,-1.332210625081547,60,252,60,1.0
E014,2023-09-27,18.94,1349.05,-0.0428332221764982,0.0084073613766879,2.7352956596200704,-1.3273791243840385,1.2927971103041764,0.9002378818467361,60,252,60,1.0
E014,2023-12-28,12.43,1288.45,-0.0015188970947218,0.0131501883243798,-0.981690558396814,1.3366531791956564,0.7274322718780555,0.360798297558966,60,252,60,1.0
E014,2024-03-29,13.01,1347.08,0.0277953687101817,0.0103014775368539,-0.964724415718437,-0.6272291961273241,-0.3734023137404488,-0.6551186418620699,60,252,60,1.0
E014,2024-06-28,12.24,1376.55,0.0816151742779016,0.0103544590332518,-0.8984625313010086,2.003657726236559,-0.5965739176679283,0.169540425755874,60,252,60,1.0
E014,2024-09-30,16.96,1314.94,-0.008251123781941,0.0167649789870162,-0.0461918352433077,-1.3503897721728222,1.072653952823454,-0.1079758848642253,60,252,60,1.0
E014,2024-12-30,15.95,1472.32,0.1361195135502191,0.0114269211852656,-0.4021878267487871,2.062932095032387,-0.7577384959582395,0.3010019241084534,60,252,60,1.0
E014,2025-03-31,21.65,1474.44,0.1185252617205279,0.0110800178044581,0.9957729376023816,1.0556772767664189,-0.6210829684790999,0.4767890819632335,60,252,60,1.0
E014,2025-06-30,16.32,1353.5,-0.01643037257196,0.0149438132098191,-0.9494972461938248,-1.2690414446099485,-0.0717044468098379,-0.763414379204537,60,252,60,1.0
E014,2025-09-30,16.12,1404.63,0.0567007207017438,0.0101950915089538,0.1679573431764734,1.933951536553648,-0.5843339279382354,0.505858317263962,60,252,60,1.0
E014,2025-12-30,14.2,1439.42,0.0032059770563555,0.01704797262763,-1.3057629470477154,-2.944464397659408,1.1067365711629988,-1.0478302578480414,60,252,60,1.0
E014,2026-03-31,30.61,1523.5,0.0497629678628521,0.0339380488594089,2.255045592147219,2.0625960544256507,1.75872080476298,2.025454150445283,60,252,60,0.5
