stress_window,name,asset_type,currency,start_date,end_date,trading_days,total_return,max_drawdown,sharpe,status
gfc_proxy_2008_2009,VWO,ETF_BUYHOLD,KRW,2008-01-02,2009-12-31,505,0.04439391836327333,-0.5017299407343381,0.3034238431449055,measured
gfc_proxy_2008_2009,EWY,ETF_BUYHOLD,KRW,2008-01-02,2009-12-31,505,-0.02842485117513993,-0.5430912147687255,0.24101050028065235,measured
gfc_proxy_2008_2009,EWJ,ETF_BUYHOLD,KRW,2008-01-02,2009-12-31,505,-0.059883043910319955,-0.2666351289496871,0.1221186185815155,measured
gfc_proxy_2008_2009,EWZ,ETF_BUYHOLD,KRW,2008-01-02,2009-12-31,505,0.2559417486328406,-0.6148393337423776,0.4892485781153882,measured
gfc_proxy_2008_2009,MCHI,ETF_BUYHOLD,KRW,,,0,,,,unavailable
gfc_proxy_2008_2009,60_40_SPY_IEF,BENCHMARK_PORTFOLIO,USD,2008-01-02,2009-12-31,505,-0.05466134905876274,-0.3079033542552664,-0.04526199974744727,measured
gfc_proxy_2008_2009,P08_PROXY_SPY29_QQQ21_IEF50,BENCHMARK_PORTFOLIO,USD,2008-01-02,2009-12-31,505,0.003052610317527682,-0.2373636321578354,0.08675605177743813,measured
gfc_proxy_2008_2009,60_40_SPY_IEF,BENCHMARK_PORTFOLIO,KRW,2008-01-02,2009-12-31,505,0.17450706936555105,-0.17127878833975785,0.42177791343867327,measured
gfc_proxy_2008_2009,P08_PROXY_SPY29_QQQ21_IEF50,BENCHMARK_PORTFOLIO,KRW,2008-01-02,2009-12-31,505,0.24621201152678918,-0.16286869355683586,0.5408362700256016,measured
gfc_proxy_2008_2009,P08_IEF30_AVAILABLE,BENCHMARK_PORTFOLIO,KRW,,,0,,,,unavailable
covid_2020_02_03,SPY,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.20009361246869461,-0.3371726482138069,-1.7117926847311642,measured
covid_2020_02_03,QQQ,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.1419835009191075,-0.28559367002123437,-1.0653975724349491,measured
covid_2020_02_03,IWM,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.29212312192595113,-0.40821028061342834,-2.629628514731904,measured
covid_2020_02_03,IEF,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,0.06885719259947765,-0.04675663341142111,2.8129308113401574,measured
covid_2020_02_03,TLT,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,0.13517627327245818,-0.1572764835819317,1.9734002027641635,measured
covid_2020_02_03,SHY,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,0.021616854582521494,-0.006461340545998673,4.980822408528893,measured
covid_2020_02_03,GLD,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.002089495533286745,-0.12527726112612392,0.10112394395033371,measured
covid_2020_02_03,UUP,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,0.01590303051017794,-0.04841578797097579,0.6381792501820179,measured
covid_2020_02_03,DBC,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.2138364206653116,-0.2731543262792384,-4.175435598990698,measured
covid_2020_02_03,VWO,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.2055628207343655,-0.3115978145622821,-1.8972001187438066,measured
covid_2020_02_03,EWY,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.19904415484945004,-0.3804450932842569,-1.3352429207561503,measured
covid_2020_02_03,EWJ,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.15122883760061911,-0.2802663675789321,-1.943060464967733,measured
covid_2020_02_03,EWZ,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.46972756872336485,-0.537230441740856,-2.530276803995634,measured
covid_2020_02_03,MCHI,ETF_BUYHOLD,USD,2020-02-03,2020-03-31,41,-0.06101359030366549,-0.20401344091998874,-0.5172984469008975,measured
covid_2020_02_03,SPY,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.18394551900765088,-0.29616553046214156,-1.636883868071154,measured
covid_2020_02_03,QQQ,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.12466231079705248,-0.2650629600261263,-0.9379311259721882,measured
covid_2020_02_03,IWM,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.2778328722614498,-0.38464307629190064,-2.5871740664100398,measured
covid_2020_02_03,IEF,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,0.09043472481030745,-0.04138309584546718,2.561252380196684,measured
covid_2020_02_03,TLT,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,0.1580926205367128,-0.12826509208007097,2.087625630354691,measured
covid_2020_02_03,SHY,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,0.042240723458091045,-0.04412801957642254,1.8640738546262139,measured
covid_2020_02_03,GLD,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,0.01805580189535183,-0.09215223147718299,0.4917088399997686,measured
covid_2020_02_03,UUP,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,0.03641155168184329,-0.08713739385055874,1.049213619402144,measured
covid_2020_02_03,DBC,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.19796575985718234,-0.244638110598685,-4.350644305232079,measured
covid_2020_02_03,VWO,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.18952513680074723,-0.2676412912977535,-1.8135975155709423,measured
covid_2020_02_03,EWY,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.1828748754846765,-0.3421661179613419,-1.297513312707067,measured
covid_2020_02_03,EWJ,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.1340942875193728,-0.2523895325569605,-1.8489138267955143,measured
covid_2020_02_03,EWZ,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.4590227051123903,-0.506047822527774,-2.521944603420465,measured
covid_2020_02_03,MCHI,ETF_BUYHOLD,KRW,2020-02-03,2020-03-31,41,-0.042057821805276174,-0.17181080585351816,-0.308891912383679,measured
covid_2020_02_03,60_40_SPY_IEF,BENCHMARK_PORTFOLIO,USD,2020-02-03,2020-03-31,41,-0.09136361104066115,-0.19132454793923315,-1.3965195370344734,measured
covid_2020_02_03,P08_PROXY_SPY29_QQQ21_IEF50,BENCHMARK_PORTFOLIO,USD,2020-02-03,2020-03-31,41,-0.05016659463911277,-0.13654730626185874,-0.9186527074240172,measured
covid_2020_02_03,60_40_SPY_IEF,BENCHMARK_PORTFOLIO,KRW,2020-02-03,2020-03-31,41,-0.07302053295085542,-0.14881653961525299,-1.1545545502982653,measured
covid_2020_02_03,P08_PROXY_SPY29_QQQ21_IEF50,BENCHMARK_PORTFOLIO,KRW,2020-02-03,2020-03-31,41,-0.03099185264270854,-0.11312435024371792,-0.5378129559629794,measured
covid_2020_02_03,P08_IEF30_AVAILABLE,BENCHMARK_PORTFOLIO,KRW,2020-02-03,2020-03-31,42,-0.1253479027564368,-0.23428470583478467,-1.583534937534398,measured
year_2022,SPY,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.1864641824947154,-0.24496391141213647,-0.7338282717011351,measured
year_2022,QQQ,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.33219884339599937,-0.34827972532273754,-1.1004937238220664,measured
year_2022,IWM,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.21497631648587123,-0.26923954555495233,-0.7255450441966952,measured
year_2022,IEF,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.14358311692010917,-0.17410825449398803,-1.4807745005136552,measured
year_2022,TLT,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.2938079790493655,-0.3493310416310803,-1.6276543371924392,measured
year_2022,SHY,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.03767588711640346,-0.0491680337521363,-1.6149835805563753,measured
year_2022,GLD,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,0.007782317735067323,-0.21032844203783363,0.12682844464958926,measured
year_2022,UUP,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,0.08781596045363727,-0.08705582619363161,0.9600973381699333,measured
year_2022,DBC,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,0.18882240243991655,-0.23190308872696586,0.7903314247854231,measured
year_2022,VWO,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.1855516847687516,-0.29401101225620263,-0.8049495909976038,measured
year_2022,EWY,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.26580272455202425,-0.4062930476087381,-0.9947728206851716,measured
year_2022,EWJ,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.17809170978030409,-0.2806209927877701,-0.8953098556490567,measured
year_2022,EWZ,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,0.15000475982239614,-0.3224322969779104,0.5762580270629353,measured
year_2022,MCHI,ETF_BUYHOLD,USD,2022-01-03,2022-12-30,251,-0.22751168514492814,-0.45105872428176397,-0.41249940112898914,measured
year_2022,SPY,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.13949121068347936,-0.1698496254017372,-0.45583897771183735,measured
year_2022,QQQ,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.2936404858784868,-0.3060043377941356,-0.8866443693134878,measured
year_2022,IWM,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.16964961474342166,-0.21112590490795347,-0.49525962788699773,measured
year_2022,IEF,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.09413422328572785,-0.12693396234066145,-0.609164726807225,measured
year_2022,TLT,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.2530329606916538,-0.25792010981663194,-1.161907603582397,measured
year_2022,SHY,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,0.017888013642594736,-0.12112972995554305,0.21918168393339782,measured
year_2022,GLD,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,0.06597094248178781,-0.12412835006017175,0.4541645223929299,measured
year_2022,UUP,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,0.15062567005301752,-0.19502635157278247,1.0027875953649774,measured
year_2022,DBC,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,0.2574641512071898,-0.19465570290513579,0.957800628377733,measured
year_2022,VWO,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.13852602599642894,-0.15954733098632945,-0.5385393522337766,measured
year_2022,EWY,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.22341070298220556,-0.284120443571346,-0.8231842551553942,measured
year_2022,EWJ,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.13063531742833456,-0.16526545036882823,-0.546509190197015,measured
year_2022,EWZ,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,0.21640520587967638,-0.2683036336635142,0.7331209851298444,measured
year_2022,MCHI,ETF_BUYHOLD,KRW,2022-01-03,2022-12-30,251,-0.18290876655497834,-0.3413666334931875,-0.28830970662572575,measured
year_2022,60_40_SPY_IEF,BENCHMARK_PORTFOLIO,USD,2022-01-03,2022-12-30,251,-0.16365159148546382,-0.2067022514849075,-1.0538101268827755,measured
year_2022,P08_PROXY_SPY29_QQQ21_IEF50,BENCHMARK_PORTFOLIO,USD,2022-01-03,2022-12-30,251,-0.19116643084186857,-0.22151371338169923,-1.3016962328725936,measured
year_2022,60_40_SPY_IEF,BENCHMARK_PORTFOLIO,KRW,2022-01-03,2022-12-30,251,-0.11536143710972213,-0.1310633205400007,-0.5740753340046267,measured
year_2022,P08_PROXY_SPY29_QQQ21_IEF50,BENCHMARK_PORTFOLIO,KRW,2022-01-03,2022-12-30,251,-0.14446496346142368,-0.14780855405786597,-0.772214185804128,measured
year_2022,P08_IEF30_AVAILABLE,BENCHMARK_PORTFOLIO,KRW,2022-01-03,2022-12-30,260,-0.17042705115965462,-0.17729867463896443,-0.7863527085738362,measured
