name,asset_type,currency,start_date,end_date,trading_days,total_return,cagr,sharpe,max_drawdown,calmar,daily_volatility,annualized_volatility
SPY,ETF_BUYHOLD,KRW,1993-01-29,2026-05-18,8382,55.658875538394675,0.12889684877822205,0.6776444636237309,-0.4636249822606604,0.2780196359344444,0.013376179585551122,0.21234026805304376
SPY,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,10.193500655134201,0.1590196539587838,0.9256962879811035,-0.29616553046214167,0.536928297194636,0.011123110391885795,0.1765739034146881
QQQ,ETF_BUYHOLD,KRW,1999-03-10,2026-05-18,6840,18.59319362392474,0.11563478175287023,0.5331959257564692,-0.8090506687027677,0.14292650167174215,0.017495531888143977,0.2777329585849757
QQQ,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,21.51280914149224,0.20957316124251113,1.0171717031694754,-0.3064399060301184,0.6838964414181529,0.013157984154377161,0.2088765229644629
IWM,ETF_BUYHOLD,KRW,2010-01-04,2026-05-18,4118,5.940840273234562,0.12566576984853817,0.6430426940755158,-0.38464307629190064,0.3267074792038426,0.014065472696488238,0.22328245696486176
IWM,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,5.940840273234562,0.12566576984853817,0.6430426940755158,-0.38464307629190064,0.3267074792038426,0.014065472696488238,0.22328245696486176
IEF,ETF_BUYHOLD,KRW,2002-07-30,2026-05-18,5989,1.8548619033557525,0.04506215586624118,0.40634349823283666,-0.3076167895520535,0.14648795968471015,0.008138512443598686,0.12919487980660027
IEF,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,0.9514457975056785,0.04169480907828027,0.41826239791659303,-0.18193650999080802,0.22917230346117345,0.007124805607193292,0.11310278265787199
TLT,ETF_BUYHOLD,KRW,2002-07-30,2026-05-18,5989,1.8759763012655504,0.04538576622406931,0.33357309298322,-0.4265546844500555,0.10640081536692969,0.011585861456800501,0.18391984883485582
TLT,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,0.9198561143672859,0.0406565967885506,0.3115723265364497,-0.4265546844500555,0.09531391465309534,0.011340001328827754,0.1800169402993214
SHY,ETF_BUYHOLD,KRW,2010-01-04,2026-05-18,4118,0.6030965980673382,0.02925465144866224,0.3653544668006066,-0.16977717086410227,0.172312044662819,0.005680772623622529,0.09017946970085484
SHY,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,0.6030965980673382,0.02925465144866224,0.3653544668006066,-0.16977717086410227,0.172312044662819,0.005680772623622529,0.09017946970085484
GLD,ETF_BUYHOLD,KRW,2004-11-18,2026-05-18,5407,12.022141805698206,0.12682915693265784,0.6960693024366275,-0.42246347253330696,0.300213308791232,0.012664501351575095,0.20104272632945452
GLD,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,3.8969430463413053,0.10192935167504769,0.6385820125533521,-0.42246347253330696,0.2412737628269426,0.011137136537793657,0.17679656157823756
UUP,ETF_BUYHOLD,KRW,2010-01-04,2026-05-18,4118,0.8591487283983641,0.038615578184412414,0.3553759345786347,-0.3280584769724446,0.11770943564935206,0.008244625962398569,0.13087937969551905
UUP,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,0.8591487283983641,0.038615578184412414,0.3553759345786347,-0.3280584769724446,0.11770943564935206,0.008244625962398569,0.13087937969551905
DBC,ETF_BUYHOLD,KRW,2010-01-04,2026-05-18,4118,0.89147932822114,0.03971021089404991,0.30746421543959446,-0.6169601526621675,0.06436430411705092,0.01129278537112801,0.17926741020739778
DBC,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,0.89147932822114,0.03971021089404991,0.30746421543959446,-0.6169601526621675,0.06436430411705092,0.01129278537112801,0.17926741020739778
VWO,ETF_BUYHOLD,KRW,2005-03-10,2026-05-18,5331,5.025587617661302,0.08846098740538433,0.4606854694622652,-0.5017299407343381,0.17631195634032074,0.01598728211203358,0.25379023564963393
VWO,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,1.7574717594378337,0.063934272861909,0.4206047503231785,-0.28459174576313684,0.22465259029374987,0.012042884890517002,0.19117487092851185
EWY,ETF_BUYHOLD,KRW,2000-05-12,2026-05-18,6542,15.52744960298267,0.11385061889577996,0.5079144585592085,-0.5717220289077878,0.19913631649506155,0.019053908432669433,0.3024714192998389
EWY,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,4.983423186910564,0.11550333771613963,0.5928782865553125,-0.40009322536056013,0.2886910609697256,0.014429696058490517,0.22906432359008905
EWJ,ETF_BUYHOLD,KRW,1996-03-18,2026-05-18,7591,3.441123497258034,0.05066576625144825,0.323482053449,-0.5666534361317533,0.08941226333562352,0.015537169211059399,0.2466449148623568
EWJ,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,2.920419414701231,0.08705631169490058,0.5541594092112898,-0.25751055869125705,0.3380689014747429,0.011355435507939474,0.18026195029704162
EWZ,ETF_BUYHOLD,KRW,2000-07-14,2026-05-18,6499,5.790918420205881,0.07694164090056277,0.38632733333345565,-0.7383085355387409,0.1042133975119477,0.02314764314812832,0.36745744324329477
EWZ,ETF_BUYHOLD_2010_2026,KRW,2010-01-04,2026-05-18,4118,0.2281151067200431,0.012633803508925512,0.1995862147191067,-0.7262121576921529,0.01739684935745882,0.01996860400273766,0.31699176132223683
MCHI,ETF_BUYHOLD,KRW,2011-03-31,2026-05-18,3805,0.9804541969290865,0.04619250793983665,0.30496626941246396,-0.5283051537575008,0.08743527790955383,0.015913599293998906,0.2526205571751249
MCHI,ETF_BUYHOLD_2010_2026,KRW,2011-03-31,2026-05-18,3805,0.9804541969290865,0.04619250793983665,0.30496626941246396,-0.5283051537575008,0.08743527790955383,0.015913599293998906,0.2526205571751249
